# swirl-format: 1
# swirl-version: 0.1.0.dev0
# quantity: reflectance
# [illite] meta: {"synthetic": true, "end_member": "illite", "label": "Illite (AlOH ~2205 nm, stronger H2O than white mica)"}
# [illite] history: [{"name": "synthesize", "params": {"end_member": {"key": "illite", "label": "Illite (AlOH ~2205 nm, stronger H2O than white mica)", "continuum": [[350.0, 0.4], [600.0, 0.56], [1000.0, 0.66], [1400.0, 0.7], [2000.0, 0.67], [2500.0, 0.58]], "features": [{"center": 1410.0, "fwhm": 30.0, "depth": 0.13, "assignment": "OH"}, {"center": 1910.0, "fwhm": 50.0, "depth": 0.2, "assignment": "H2O"}, {"center": 2205.0, "fwhm": 42.0, "depth": 0.28, "assignment": "AlOH"}, {"center": 2350.0, "fwhm": 30.0, "depth": 0.08, "assignment": "AlOH secondary"}, {"center": 2440.0, "fwhm": 30.0, "depth": 0.05, "assignment": "AlOH secondary"}]}}, "swirl_version": "0.1.0.dev0"}]
wavelength_nm,illite
1592.0000,0.696077
1593.0000,0.696038
1594.0000,0.695999
1595.0000,0.695960
1596.0000,0.695920
1597.0000,0.695881
1598.0000,0.695841
1599.0000,0.695801
1600.0000,0.695761
1601.0000,0.695721
1602.0000,0.695681
1603.0000,0.695640
1604.0000,0.695599
1605.0000,0.695558
1606.0000,0.695517
1607.0000,0.695476
1608.0000,0.695435
1609.0000,0.695393
1610.0000,0.695352
1611.0000,0.695310
1612.0000,0.695268
1613.0000,0.695226
1614.0000,0.695183
1615.0000,0.695141
1616.0000,0.695098
1617.0000,0.695055
1618.0000,0.695012
1619.0000,0.694969
1620.0000,0.694926
1621.0000,0.694882
1622.0000,0.694839
1623.0000,0.694795
1624.0000,0.694751
1625.0000,0.694707
1626.0000,0.694663
1627.0000,0.694618
1628.0000,0.694574
1629.0000,0.694529
1630.0000,0.694484
1631.0000,0.694439
1632.0000,0.694394
1633.0000,0.694348
1634.0000,0.694303
1635.0000,0.694257
1636.0000,0.694211
1637.0000,0.694165
1638.0000,0.694119
1639.0000,0.694073
1640.0000,0.694026
1641.0000,0.693980
1642.0000,0.693933
1643.0000,0.693886
1644.0000,0.693839
1645.0000,0.693792
1646.0000,0.693745
1647.0000,0.693697
1648.0000,0.693649
1649.0000,0.693602
1650.0000,0.693554
1651.0000,0.693505
1652.0000,0.693457
1653.0000,0.693409
1654.0000,0.693360
1655.0000,0.693312
1656.0000,0.693263
1657.0000,0.693214
1658.0000,0.693165
1659.0000,0.693115
1660.0000,0.693066
1661.0000,0.693016
1662.0000,0.692966
1663.0000,0.692917
1664.0000,0.692867
1665.0000,0.692816
1666.0000,0.692766
1667.0000,0.692716
1668.0000,0.692665
1669.0000,0.692614
1670.0000,0.692563
1671.0000,0.692512
1672.0000,0.692461
1673.0000,0.692410
1674.0000,0.692358
1675.0000,0.692307
1676.0000,0.692255
1677.0000,0.692203
1678.0000,0.692151
1679.0000,0.692099
1680.0000,0.692047
1681.0000,0.691994
1682.0000,0.691942
1683.0000,0.691889
1684.0000,0.691836
1685.0000,0.691783
1686.0000,0.691730
1687.0000,0.691677
1688.0000,0.691623
1689.0000,0.691570
1690.0000,0.691516
1691.0000,0.691462
1692.0000,0.691408
1693.0000,0.691354
1694.0000,0.691300
1695.0000,0.691246
1696.0000,0.691191
1697.0000,0.691137
1698.0000,0.691082
1699.0000,0.691027
1700.0000,0.690972
1701.0000,0.690917
1702.0000,0.690861
1703.0000,0.690806
1704.0000,0.690750
1705.0000,0.690695
1706.0000,0.690639
1707.0000,0.690583
1708.0000,0.690527
1709.0000,0.690471
1710.0000,0.690414
1711.0000,0.690358
1712.0000,0.690301
1713.0000,0.690245
1714.0000,0.690188
1715.0000,0.690131
1716.0000,0.690074
1717.0000,0.690016
1718.0000,0.689959
1719.0000,0.689902
1720.0000,0.689844
1721.0000,0.689786
1722.0000,0.689728
1723.0000,0.689670
1724.0000,0.689612
1725.0000,0.689554
1726.0000,0.689496
1727.0000,0.689437
1728.0000,0.689378
1729.0000,0.689320
1730.0000,0.689261
1731.0000,0.689202
1732.0000,0.689143
1733.0000,0.689084
1734.0000,0.689024
1735.0000,0.688965
1736.0000,0.688905
1737.0000,0.688845
1738.0000,0.688786
1739.0000,0.688726
1740.0000,0.688666
1741.0000,0.688605
1742.0000,0.688545
1743.0000,0.688485
1744.0000,0.688424
1745.0000,0.688363
1746.0000,0.688303
1747.0000,0.688242
1748.0000,0.688181
1749.0000,0.688120
1750.0000,0.688058
1751.0000,0.687997
1752.0000,0.687936
1753.0000,0.687874
1754.0000,0.687812
1755.0000,0.687750
1756.0000,0.687688
1757.0000,0.687626
1758.0000,0.687564
1759.0000,0.687502
1760.0000,0.687440
1761.0000,0.687377
1762.0000,0.687314
1763.0000,0.687252
1764.0000,0.687189
1765.0000,0.687126
1766.0000,0.687063
1767.0000,0.687000
1768.0000,0.686936
1769.0000,0.686873
1770.0000,0.686810
1771.0000,0.686746
1772.0000,0.686682
1773.0000,0.686618
1774.0000,0.686554
1775.0000,0.686490
1776.0000,0.686426
1777.0000,0.686362
1778.0000,0.686298
1779.0000,0.686233
1780.0000,0.686169
1781.0000,0.686104
1782.0000,0.686039
1783.0000,0.685974
1784.0000,0.685909
1785.0000,0.685844
1786.0000,0.685779
1787.0000,0.685714
1788.0000,0.685648
1789.0000,0.685583
1790.0000,0.685517
1791.0000,0.685451
1792.0000,0.685386
1793.0000,0.685320
1794.0000,0.685254
1795.0000,0.685188
1796.0000,0.685121
1797.0000,0.685055
1798.0000,0.684989
1799.0000,0.684922
1800.0000,0.684855
1801.0000,0.684789
1802.0000,0.684722
1803.0000,0.684655
1804.0000,0.684588
1805.0000,0.684520
1806.0000,0.684453
1807.0000,0.684385
1808.0000,0.684318
1809.0000,0.684250
1810.0000,0.684182
1811.0000,0.684114
1812.0000,0.684045
1813.0000,0.683977
1814.0000,0.683908
1815.0000,0.683838
1816.0000,0.683769
1817.0000,0.683699
1818.0000,0.683628
1819.0000,0.683557
1820.0000,0.683486
1821.0000,0.683413
1822.0000,0.683340
1823.0000,0.683266
1824.0000,0.683190
1825.0000,0.683114
1826.0000,0.683035
1827.0000,0.682955
1828.0000,0.682873
1829.0000,0.682788
1830.0000,0.682700
1831.0000,0.682608
1832.0000,0.682513
1833.0000,0.682413
1834.0000,0.682309
1835.0000,0.682198
1836.0000,0.682080
1837.0000,0.681954
1838.0000,0.681819
1839.0000,0.681675
1840.0000,0.681518
1841.0000,0.681349
1842.0000,0.681164
1843.0000,0.680963
1844.0000,0.680743
1845.0000,0.680503
1846.0000,0.680238
1847.0000,0.679948
1848.0000,0.679629
1849.0000,0.679278
1850.0000,0.678891
1851.0000,0.678465
1852.0000,0.677997
1853.0000,0.677481
1854.0000,0.676915
1855.0000,0.676293
1856.0000,0.675611
1857.0000,0.674864
1858.0000,0.674047
1859.0000,0.673154
1860.0000,0.672181
1861.0000,0.671123
1862.0000,0.669974
1863.0000,0.668728
1864.0000,0.667381
1865.0000,0.665927
1866.0000,0.664363
1867.0000,0.662682
1868.0000,0.660882
1869.0000,0.658957
1870.0000,0.656905
1871.0000,0.654723
1872.0000,0.652410
1873.0000,0.649962
1874.0000,0.647381
1875.0000,0.644666
1876.0000,0.641819
1877.0000,0.638841
1878.0000,0.635737
1879.0000,0.632510
1880.0000,0.629166
1881.0000,0.625713
1882.0000,0.622158
1883.0000,0.618510
1884.0000,0.614780
1885.0000,0.610980
1886.0000,0.607123
1887.0000,0.603222
1888.0000,0.599294
1889.0000,0.595353
1890.0000,0.591417
1891.0000,0.587503
1892.0000,0.583631
1893.0000,0.579819
1894.0000,0.576086
1895.0000,0.572451
1896.0000,0.568934
1897.0000,0.565555
1898.0000,0.562333
1899.0000,0.559285
1900.0000,0.556431
1901.0000,0.553786
1902.0000,0.551367
1903.0000,0.549189
1904.0000,0.547264
1905.0000,0.545606
1906.0000,0.544224
1907.0000,0.543126
1908.0000,0.542320
1909.0000,0.541811
1910.0000,0.541600
1911.0000,0.541690
1912.0000,0.542078
1913.0000,0.542763
1914.0000,0.543739
1915.0000,0.544998
1916.0000,0.546533
1917.0000,0.548332
1918.0000,0.550385
1919.0000,0.552676
1920.0000,0.555192
1921.0000,0.557915
1922.0000,0.560830
1923.0000,0.563919
1924.0000,0.567161
1925.0000,0.570540
1926.0000,0.574034
1927.0000,0.577626
1928.0000,0.581294
1929.0000,0.585020
1930.0000,0.588786
1931.0000,0.592572
1932.0000,0.596362
1933.0000,0.600138
1934.0000,0.603884
1935.0000,0.607585
1936.0000,0.611228
1937.0000,0.614799
1938.0000,0.618288
1939.0000,0.621682
1940.0000,0.624975
1941.0000,0.628156
1942.0000,0.631220
1943.0000,0.634162
1944.0000,0.636976
1945.0000,0.639659
1946.0000,0.642210
1947.0000,0.644628
1948.0000,0.646911
1949.0000,0.649061
1950.0000,0.651079
1951.0000,0.652967
1952.0000,0.654729
1953.0000,0.656367
1954.0000,0.657886
1955.0000,0.659289
1956.0000,0.660581
1957.0000,0.661767
1958.0000,0.662853
1959.0000,0.663843
1960.0000,0.664742
1961.0000,0.665557
1962.0000,0.666291
1963.0000,0.666951
1964.0000,0.667542
1965.0000,0.668068
1966.0000,0.668534
1967.0000,0.668945
1968.0000,0.669306
1969.0000,0.669620
1970.0000,0.669892
1971.0000,0.670125
1972.0000,0.670323
1973.0000,0.670490
1974.0000,0.670628
1975.0000,0.670740
1976.0000,0.670829
1977.0000,0.670897
1978.0000,0.670947
1979.0000,0.670981
1980.0000,0.671000
1981.0000,0.671006
1982.0000,0.671000
1983.0000,0.670985
1984.0000,0.670960
1985.0000,0.670929
1986.0000,0.670890
1987.0000,0.670845
1988.0000,0.670796
1989.0000,0.670742
1990.0000,0.670684
1991.0000,0.670623
1992.0000,0.670559
1993.0000,0.670492
1994.0000,0.670424
1995.0000,0.670353
1996.0000,0.670282
1997.0000,0.670208
1998.0000,0.670134
1999.0000,0.670059
2000.0000,0.669983
2001.0000,0.669906
2002.0000,0.669828
2003.0000,0.669749
2004.0000,0.669670
2005.0000,0.669589
2006.0000,0.669507
2007.0000,0.669425
2008.0000,0.669342
2009.0000,0.669258
2010.0000,0.669174
2011.0000,0.669088
2012.0000,0.669003
2013.0000,0.668916
2014.0000,0.668829
2015.0000,0.668742
2016.0000,0.668654
2017.0000,0.668565
2018.0000,0.668476
2019.0000,0.668386
2020.0000,0.668295
2021.0000,0.668204
2022.0000,0.668113
2023.0000,0.668021
2024.0000,0.667928
2025.0000,0.667835
2026.0000,0.667741
2027.0000,0.667647
2028.0000,0.667552
2029.0000,0.667457
2030.0000,0.667361
2031.0000,0.667264
2032.0000,0.667167
2033.0000,0.667070
2034.0000,0.666972
2035.0000,0.666873
2036.0000,0.666774
2037.0000,0.666674
2038.0000,0.666574
2039.0000,0.666474
2040.0000,0.666372
2041.0000,0.666271
2042.0000,0.666168
2043.0000,0.666065
2044.0000,0.665962
2045.0000,0.665858
2046.0000,0.665754
2047.0000,0.665649
2048.0000,0.665544
2049.0000,0.665438
2050.0000,0.665331
2051.0000,0.665224
2052.0000,0.665117
2053.0000,0.665009
2054.0000,0.664900
2055.0000,0.664791
2056.0000,0.664682
2057.0000,0.664571
2058.0000,0.664461
2059.0000,0.664350
2060.0000,0.664238
2061.0000,0.664126
2062.0000,0.664014
2063.0000,0.663900
2064.0000,0.663787
2065.0000,0.663673
2066.0000,0.663558
2067.0000,0.663443
2068.0000,0.663327
2069.0000,0.663211
2070.0000,0.663095
2071.0000,0.662978
2072.0000,0.662860
2073.0000,0.662742
2074.0000,0.662623
2075.0000,0.662504
2076.0000,0.662385
2077.0000,0.662264
2078.0000,0.662144
2079.0000,0.662023
2080.0000,0.661901
2081.0000,0.661779
2082.0000,0.661657
2083.0000,0.661534
2084.0000,0.661410
2085.0000,0.661286
2086.0000,0.661162
2087.0000,0.661037
2088.0000,0.660912
2089.0000,0.660786
2090.0000,0.660659
2091.0000,0.660532
2092.0000,0.660405
2093.0000,0.660277
2094.0000,0.660149
2095.0000,0.660020
2096.0000,0.659891
2097.0000,0.659761
2098.0000,0.659631
2099.0000,0.659501
2100.0000,0.659369
2101.0000,0.659238
2102.0000,0.659106
2103.0000,0.658973
2104.0000,0.658840
2105.0000,0.658707
2106.0000,0.658573
2107.0000,0.658439
2108.0000,0.658304
2109.0000,0.658169
2110.0000,0.658033
2111.0000,0.657897
2112.0000,0.657760
2113.0000,0.657623
2114.0000,0.657485
2115.0000,0.657347
2116.0000,0.657208
2117.0000,0.657069
2118.0000,0.656929
2119.0000,0.656789
2120.0000,0.656648
2121.0000,0.656507
2122.0000,0.656365
2123.0000,0.656222
2124.0000,0.656079
2125.0000,0.655935
2126.0000,0.655790
2127.0000,0.655643
2128.0000,0.655496
2129.0000,0.655347
2130.0000,0.655197
2131.0000,0.655045
2132.0000,0.654891
2133.0000,0.654734
2134.0000,0.654574
2135.0000,0.654411
2136.0000,0.654243
2137.0000,0.654071
2138.0000,0.653892
2139.0000,0.653707
2140.0000,0.653514
2141.0000,0.653310
2142.0000,0.653096
2143.0000,0.652868
2144.0000,0.652625
2145.0000,0.652363
2146.0000,0.652081
2147.0000,0.651774
2148.0000,0.651438
2149.0000,0.651071
2150.0000,0.650666
2151.0000,0.650219
2152.0000,0.649724
2153.0000,0.649174
2154.0000,0.648562
2155.0000,0.647881
2156.0000,0.647123
2157.0000,0.646278
2158.0000,0.645337
2159.0000,0.644291
2160.0000,0.643128
2161.0000,0.641838
2162.0000,0.640409
2163.0000,0.638830
2164.0000,0.637089
2165.0000,0.635173
2166.0000,0.633072
2167.0000,0.630773
2168.0000,0.628266
2169.0000,0.625540
2170.0000,0.622586
2171.0000,0.619396
2172.0000,0.615962
2173.0000,0.612281
2174.0000,0.608347
2175.0000,0.604161
2176.0000,0.599723
2177.0000,0.595037
2178.0000,0.590109
2179.0000,0.584950
2180.0000,0.579572
2181.0000,0.573991
2182.0000,0.568225
2183.0000,0.562298
2184.0000,0.556236
2185.0000,0.550066
2186.0000,0.543821
2187.0000,0.537536
2188.0000,0.531248
2189.0000,0.524995
2190.0000,0.518820
2191.0000,0.512765
2192.0000,0.506872
2193.0000,0.501187
2194.0000,0.495752
2195.0000,0.490610
2196.0000,0.485803
2197.0000,0.481370
2198.0000,0.477349
2199.0000,0.473774
2200.0000,0.470674
2201.0000,0.468078
2202.0000,0.466008
2203.0000,0.464480
2204.0000,0.463508
2205.0000,0.463099
2206.0000,0.463256
2207.0000,0.463975
2208.0000,0.465248
2209.0000,0.467061
2210.0000,0.469396
2211.0000,0.472230
2212.0000,0.475535
2213.0000,0.479280
2214.0000,0.483430
2215.0000,0.487948
2216.0000,0.492794
2217.0000,0.497926
2218.0000,0.503301
2219.0000,0.508874
2220.0000,0.514604
2221.0000,0.520446
2222.0000,0.526358
2223.0000,0.532299
2224.0000,0.538230
2225.0000,0.544115
2226.0000,0.549919
2227.0000,0.555610
2228.0000,0.561162
2229.0000,0.566547
2230.0000,0.571746
2231.0000,0.576738
2232.0000,0.581508
2233.0000,0.586045
2234.0000,0.590340
2235.0000,0.594385
2236.0000,0.598179
2237.0000,0.601720
2238.0000,0.605010
2239.0000,0.608052
2240.0000,0.610852
2241.0000,0.613417
2242.0000,0.615756
2243.0000,0.617878
2244.0000,0.619793
2245.0000,0.621514
2246.0000,0.623050
2247.0000,0.624414
2248.0000,0.625619
2249.0000,0.626675
2250.0000,0.627594
2251.0000,0.628388
2252.0000,0.629068
2253.0000,0.629643
2254.0000,0.630125
2255.0000,0.630522
2256.0000,0.630843
2257.0000,0.631096
2258.0000,0.631289
2259.0000,0.631429
2260.0000,0.631521
2261.0000,0.631572
2262.0000,0.631587
2263.0000,0.631571
2264.0000,0.631527
2265.0000,0.631459
2266.0000,0.631371
2267.0000,0.631265
2268.0000,0.631145
2269.0000,0.631011
2270.0000,0.630867
2271.0000,0.630713
2272.0000,0.630552
2273.0000,0.630384
2274.0000,0.630210
2275.0000,0.630032
2276.0000,0.629850
2277.0000,0.629664
2278.0000,0.629476
2279.0000,0.629285
2280.0000,0.629092
2281.0000,0.628898
2282.0000,0.628703
2283.0000,0.628506
2284.0000,0.628308
2285.0000,0.628109
2286.0000,0.627910
2287.0000,0.627710
2288.0000,0.627509
2289.0000,0.627308
2290.0000,0.627106
2291.0000,0.626904
2292.0000,0.626701
2293.0000,0.626498
2294.0000,0.626294
2295.0000,0.626089
2296.0000,0.625884
2297.0000,0.625677
2298.0000,0.625470
2299.0000,0.625261
2300.0000,0.625050
2301.0000,0.624837
2302.0000,0.624621
2303.0000,0.624401
2304.0000,0.624177
2305.0000,0.623947
2306.0000,0.623709
2307.0000,0.623463
2308.0000,0.623206
2309.0000,0.622936
2310.0000,0.622648
2311.0000,0.622341
2312.0000,0.622011
2313.0000,0.621651
2314.0000,0.621258
2315.0000,0.620825
2316.0000,0.620345
2317.0000,0.619813
2318.0000,0.619219
2319.0000,0.618556
2320.0000,0.617815
2321.0000,0.616987
2322.0000,0.616063
2323.0000,0.615035
2324.0000,0.613895
2325.0000,0.612634
2326.0000,0.611247
2327.0000,0.609729
2328.0000,0.608077
2329.0000,0.606289
2330.0000,0.604368
2331.0000,0.602318
2332.0000,0.600146
2333.0000,0.597864
2334.0000,0.595486
2335.0000,0.593029
2336.0000,0.590515
2337.0000,0.587969
2338.0000,0.585416
2339.0000,0.582887
2340.0000,0.580413
2341.0000,0.578026
2342.0000,0.575759
2343.0000,0.573644
2344.0000,0.571712
2345.0000,0.569992
2346.0000,0.568510
2347.0000,0.567289
2348.0000,0.566346
2349.0000,0.565696
2350.0000,0.565345
2351.0000,0.565296
2352.0000,0.565546
2353.0000,0.566087
2354.0000,0.566905
2355.0000,0.567980
2356.0000,0.569291
2357.0000,0.570811
2358.0000,0.572511
2359.0000,0.574359
2360.0000,0.576324
2361.0000,0.578371
2362.0000,0.580470
2363.0000,0.582589
2364.0000,0.584699
2365.0000,0.586773
2366.0000,0.588787
2367.0000,0.590721
2368.0000,0.592557
2369.0000,0.594281
2370.0000,0.595883
2371.0000,0.597355
2372.0000,0.598693
2373.0000,0.599896
2374.0000,0.600965
2375.0000,0.601903
2376.0000,0.602716
2377.0000,0.603409
2378.0000,0.603991
2379.0000,0.604469
2380.0000,0.604853
2381.0000,0.605151
2382.0000,0.605372
2383.0000,0.605524
2384.0000,0.605616
2385.0000,0.605656
2386.0000,0.605650
2387.0000,0.605604
2388.0000,0.605525
2389.0000,0.605417
2390.0000,0.605285
2391.0000,0.605132
2392.0000,0.604962
2393.0000,0.604777
2394.0000,0.604578
2395.0000,0.604367
2396.0000,0.604146
2397.0000,0.603913
2398.0000,0.603670
2399.0000,0.603415
2400.0000,0.603148
2401.0000,0.602866
2402.0000,0.602569
2403.0000,0.602254
2404.0000,0.601916
2405.0000,0.601555
2406.0000,0.601165
2407.0000,0.600742
2408.0000,0.600282
2409.0000,0.599780
2410.0000,0.599230
2411.0000,0.598628
2412.0000,0.597968
2413.0000,0.597245
2414.0000,0.596454
2415.0000,0.595590
2416.0000,0.594649
2417.0000,0.593630
2418.0000,0.592529
2419.0000,0.591346
2420.0000,0.590083
2421.0000,0.588742
2422.0000,0.587327
2423.0000,0.585846
2424.0000,0.584307
2425.0000,0.582720
2426.0000,0.581099
2427.0000,0.579458
2428.0000,0.577814
2429.0000,0.576184
2430.0000,0.574588
2431.0000,0.573044
2432.0000,0.571572
2433.0000,0.570193
2434.0000,0.568925
2435.0000,0.567784
2436.0000,0.566788
2437.0000,0.565949
2438.0000,0.565279
2439.0000,0.564785
2440.0000,0.564472
2441.0000,0.564342
2442.0000,0.564393
2443.0000,0.564619
2444.0000,0.565013
2445.0000,0.565562
2446.0000,0.566253
2447.0000,0.567071
2448.0000,0.567997
2449.0000,0.569013
2450.0000,0.570099
2451.0000,0.571235
2452.0000,0.572401
2453.0000,0.573580
2454.0000,0.574754
2455.0000,0.575905
2456.0000,0.577021
2457.0000,0.578087
2458.0000,0.579095
2459.0000,0.580034
2460.0000,0.580900
2461.0000,0.581688
2462.0000,0.582394
2463.0000,0.583019
2464.0000,0.583563
2465.0000,0.584028
2466.0000,0.584417
2467.0000,0.584734
2468.0000,0.584984
2469.0000,0.585171
2470.0000,0.585301
2471.0000,0.585380
2472.0000,0.585412
2473.0000,0.585402
2474.0000,0.585357
2475.0000,0.585280
2476.0000,0.585175
2477.0000,0.585047
2478.0000,0.584899
2479.0000,0.584734
2480.0000,0.584555
2481.0000,0.584364
2482.0000,0.584164
2483.0000,0.583955
2484.0000,0.583741
2485.0000,0.583521
2486.0000,0.583297
2487.0000,0.583069
2488.0000,0.582840
2489.0000,0.582608
2490.0000,0.582374
2491.0000,0.582139
2492.0000,0.581903
2493.0000,0.581667
2494.0000,0.581430
2495.0000,0.581192
2496.0000,0.580954
2497.0000,0.580716
2498.0000,0.580477
2499.0000,0.580238
2500.0000,0.580000
