# swirl-format: 1
# swirl-version: 0.1.0.dev0
# quantity: reflectance
# [hematite_noisy] meta: {"synthetic": true, "end_member": "hematite", "label": "Hematite (Fe3+ charge-transfer edge, crystal-field band ~870 nm)", "seed": [20260925, 1]}
# [hematite_noisy] history: [{"name": "synthesize", "params": {"end_member": {"key": "hematite", "label": "Hematite (Fe3+ charge-transfer edge, crystal-field band ~870 nm)", "continuum": [[350.0, 0.03], [500.0, 0.04], [560.0, 0.06], [620.0, 0.15], [700.0, 0.25], [760.0, 0.29], [1300.0, 0.33], [2500.0, 0.34]], "features": [{"center": 870.0, "fwhm": 180.0, "depth": 0.3, "assignment": "Fe3+ crystal field"}]}}, "swirl_version": "0.1.0.dev0"}, {"name": "add_noise", "params": {"base": 0.0015, "low_boost": 4.0, "low_scale": 30.0, "high_boost": 3.0, "high_scale": 60.0}, "swirl_version": "0.1.0.dev0"}, {"name": "apply_splice_offsets", "params": {"vnir": 0.005546212098531945, "swir2": -0.00765964885893132}, "swirl_version": "0.1.0.dev0"}]
wavelength_nm,hematite_noisy
1583.0000,0.335072
1584.0000,0.333754
1585.0000,0.333518
1586.0000,0.331680
1587.0000,0.336653
1588.0000,0.335706
1589.0000,0.333608
1590.0000,0.333872
1591.0000,0.337328
1592.0000,0.334964
1593.0000,0.335986
1594.0000,0.336429
1595.0000,0.332650
1596.0000,0.333534
1597.0000,0.333809
1598.0000,0.334598
1599.0000,0.335667
1600.0000,0.333625
1601.0000,0.332265
1602.0000,0.336289
1603.0000,0.335377
1604.0000,0.332721
1605.0000,0.333981
1606.0000,0.333141
1607.0000,0.332611
1608.0000,0.332399
1609.0000,0.337542
1610.0000,0.336927
1611.0000,0.334588
1612.0000,0.335193
1613.0000,0.331836
1614.0000,0.334935
1615.0000,0.335125
1616.0000,0.334825
1617.0000,0.336214
1618.0000,0.337087
1619.0000,0.333033
1620.0000,0.335816
1621.0000,0.331874
1622.0000,0.331728
1623.0000,0.336934
1624.0000,0.333679
1625.0000,0.333513
1626.0000,0.336298
1627.0000,0.331448
1628.0000,0.335455
1629.0000,0.335943
1630.0000,0.333707
1631.0000,0.332899
1632.0000,0.333994
1633.0000,0.333590
1634.0000,0.335722
1635.0000,0.333141
1636.0000,0.331739
1637.0000,0.334633
1638.0000,0.336141
1639.0000,0.334895
1640.0000,0.335055
1641.0000,0.335871
1642.0000,0.335615
1643.0000,0.331323
1644.0000,0.332137
1645.0000,0.334532
1646.0000,0.333334
1647.0000,0.332973
1648.0000,0.332381
1649.0000,0.331316
1650.0000,0.333261
1651.0000,0.334175
1652.0000,0.335879
1653.0000,0.334551
1654.0000,0.336199
1655.0000,0.334286
1656.0000,0.333047
1657.0000,0.336308
1658.0000,0.332402
1659.0000,0.334196
1660.0000,0.336806
1661.0000,0.333634
1662.0000,0.336463
1663.0000,0.335307
1664.0000,0.338464
1665.0000,0.334826
1666.0000,0.333681
1667.0000,0.334537
1668.0000,0.336702
1669.0000,0.333514
1670.0000,0.337702
1671.0000,0.335876
1672.0000,0.334576
1673.0000,0.334829
1674.0000,0.334943
1675.0000,0.332712
1676.0000,0.337328
1677.0000,0.335240
1678.0000,0.335045
1679.0000,0.337040
1680.0000,0.336750
1681.0000,0.332653
1682.0000,0.334026
1683.0000,0.334625
1684.0000,0.335025
1685.0000,0.335764
1686.0000,0.334350
1687.0000,0.337178
1688.0000,0.335964
1689.0000,0.336234
1690.0000,0.332513
1691.0000,0.336865
1692.0000,0.336874
1693.0000,0.335392
1694.0000,0.333989
1695.0000,0.335950
1696.0000,0.335680
1697.0000,0.335068
1698.0000,0.333822
1699.0000,0.333077
1700.0000,0.335961
1701.0000,0.334315
1702.0000,0.336370
1703.0000,0.335544
1704.0000,0.334992
1705.0000,0.335032
1706.0000,0.334839
1707.0000,0.336640
1708.0000,0.334659
1709.0000,0.335593
1710.0000,0.334024
1711.0000,0.337928
1712.0000,0.334908
1713.0000,0.335932
1714.0000,0.335171
1715.0000,0.337611
1716.0000,0.335171
1717.0000,0.337326
1718.0000,0.338122
1719.0000,0.336267
1720.0000,0.334395
1721.0000,0.335100
1722.0000,0.335070
1723.0000,0.335650
1724.0000,0.336336
1725.0000,0.336633
1726.0000,0.335708
1727.0000,0.337451
1728.0000,0.333952
1729.0000,0.336640
1730.0000,0.336740
1731.0000,0.336855
1732.0000,0.337365
1733.0000,0.334617
1734.0000,0.334405
1735.0000,0.335714
1736.0000,0.333712
1737.0000,0.334175
1738.0000,0.337048
1739.0000,0.335093
1740.0000,0.334153
1741.0000,0.336699
1742.0000,0.335567
1743.0000,0.335464
1744.0000,0.334916
1745.0000,0.335905
1746.0000,0.334658
1747.0000,0.336869
1748.0000,0.338197
1749.0000,0.334562
1750.0000,0.337753
1751.0000,0.337754
1752.0000,0.332915
1753.0000,0.335366
1754.0000,0.336785
1755.0000,0.336222
1756.0000,0.337301
1757.0000,0.335749
1758.0000,0.338848
1759.0000,0.335864
1760.0000,0.335536
1761.0000,0.335089
1762.0000,0.334653
1763.0000,0.334581
1764.0000,0.336155
1765.0000,0.336413
1766.0000,0.337085
1767.0000,0.334502
1768.0000,0.336234
1769.0000,0.334955
1770.0000,0.339672
1771.0000,0.337022
1772.0000,0.334232
1773.0000,0.336684
1774.0000,0.336236
1775.0000,0.336564
1776.0000,0.333931
1777.0000,0.336316
1778.0000,0.336303
1779.0000,0.338219
1780.0000,0.335705
1781.0000,0.336846
1782.0000,0.338329
1783.0000,0.337172
1784.0000,0.335858
1785.0000,0.336472
1786.0000,0.338886
1787.0000,0.336540
1788.0000,0.335490
1789.0000,0.336425
1790.0000,0.337132
1791.0000,0.336508
1792.0000,0.335576
1793.0000,0.339916
1794.0000,0.337627
1795.0000,0.335300
1796.0000,0.336798
1797.0000,0.333602
1798.0000,0.335636
1799.0000,0.336789
1800.0000,0.336035
1801.0000,0.333198
1802.0000,0.335273
1803.0000,0.333210
1804.0000,0.334403
1805.0000,0.334367
1806.0000,0.334916
1807.0000,0.334120
1808.0000,0.334124
1809.0000,0.332879
1810.0000,0.334820
1811.0000,0.333730
1812.0000,0.332305
1813.0000,0.334545
1814.0000,0.334682
1815.0000,0.335883
1816.0000,0.333977
1817.0000,0.332543
1818.0000,0.333510
1819.0000,0.333447
1820.0000,0.334773
1821.0000,0.334239
1822.0000,0.333469
1823.0000,0.331657
1824.0000,0.333817
1825.0000,0.332800
1826.0000,0.333534
1827.0000,0.336499
1828.0000,0.331102
1829.0000,0.335361
1830.0000,0.334368
1831.0000,0.336492
1832.0000,0.332545
1833.0000,0.332555
1834.0000,0.331408
1835.0000,0.336144
1836.0000,0.333971
1837.0000,0.338312
1838.0000,0.332901
1839.0000,0.336330
1840.0000,0.332414
1841.0000,0.336112
1842.0000,0.336544
1843.0000,0.332590
1844.0000,0.333974
1845.0000,0.333970
1846.0000,0.334062
1847.0000,0.335189
1848.0000,0.334383
1849.0000,0.333152
1850.0000,0.333789
1851.0000,0.331294
1852.0000,0.334684
1853.0000,0.332561
1854.0000,0.336602
1855.0000,0.335020
1856.0000,0.333814
1857.0000,0.332577
1858.0000,0.333543
1859.0000,0.334676
1860.0000,0.332039
1861.0000,0.333799
1862.0000,0.332574
1863.0000,0.335224
1864.0000,0.332748
1865.0000,0.337925
1866.0000,0.333579
1867.0000,0.335449
1868.0000,0.334946
1869.0000,0.333695
1870.0000,0.335570
1871.0000,0.333381
1872.0000,0.335218
1873.0000,0.332997
1874.0000,0.334219
1875.0000,0.333555
1876.0000,0.333577
1877.0000,0.334362
1878.0000,0.334892
1879.0000,0.335814
1880.0000,0.333904
1881.0000,0.334072
1882.0000,0.332789
1883.0000,0.334428
1884.0000,0.333197
1885.0000,0.335858
1886.0000,0.333656
1887.0000,0.336976
1888.0000,0.335346
1889.0000,0.333252
1890.0000,0.336628
1891.0000,0.334800
1892.0000,0.336708
1893.0000,0.335566
1894.0000,0.332889
1895.0000,0.337639
1896.0000,0.335446
1897.0000,0.332651
1898.0000,0.333670
1899.0000,0.332859
1900.0000,0.337367
1901.0000,0.334560
1902.0000,0.335691
1903.0000,0.334142
1904.0000,0.335521
1905.0000,0.334887
1906.0000,0.336118
1907.0000,0.334933
1908.0000,0.335833
1909.0000,0.332202
1910.0000,0.334228
1911.0000,0.334119
1912.0000,0.333591
1913.0000,0.334155
1914.0000,0.337195
1915.0000,0.333754
1916.0000,0.335132
1917.0000,0.334516
1918.0000,0.335017
1919.0000,0.333637
1920.0000,0.335123
1921.0000,0.335903
1922.0000,0.335943
1923.0000,0.335724
1924.0000,0.337453
1925.0000,0.336489
1926.0000,0.336368
1927.0000,0.334811
1928.0000,0.336475
1929.0000,0.337141
1930.0000,0.334490
1931.0000,0.335477
1932.0000,0.333508
1933.0000,0.335851
1934.0000,0.334354
1935.0000,0.335545
1936.0000,0.335032
1937.0000,0.335379
1938.0000,0.336836
1939.0000,0.335212
1940.0000,0.334585
1941.0000,0.333825
1942.0000,0.333196
1943.0000,0.334744
1944.0000,0.333259
1945.0000,0.335049
1946.0000,0.335472
1947.0000,0.332941
1948.0000,0.334212
1949.0000,0.333965
1950.0000,0.334880
1951.0000,0.334601
1952.0000,0.335234
1953.0000,0.336975
1954.0000,0.336146
1955.0000,0.337501
1956.0000,0.335856
1957.0000,0.333919
1958.0000,0.334982
1959.0000,0.336419
1960.0000,0.333637
1961.0000,0.336255
1962.0000,0.339076
1963.0000,0.335712
1964.0000,0.336925
1965.0000,0.337726
1966.0000,0.333693
1967.0000,0.334639
1968.0000,0.335360
1969.0000,0.336937
1970.0000,0.334832
1971.0000,0.333844
1972.0000,0.335909
1973.0000,0.333656
1974.0000,0.334691
1975.0000,0.336695
1976.0000,0.334143
1977.0000,0.335457
1978.0000,0.335921
1979.0000,0.336422
1980.0000,0.335537
1981.0000,0.334266
1982.0000,0.334691
1983.0000,0.336233
1984.0000,0.336660
1985.0000,0.335260
1986.0000,0.337523
1987.0000,0.333162
1988.0000,0.332389
1989.0000,0.337278
1990.0000,0.334689
1991.0000,0.334105
1992.0000,0.334703
1993.0000,0.334513
1994.0000,0.338009
1995.0000,0.336099
1996.0000,0.332847
1997.0000,0.336996
1998.0000,0.337407
1999.0000,0.334954
2000.0000,0.337261
2001.0000,0.337013
2002.0000,0.336369
2003.0000,0.335081
2004.0000,0.335372
2005.0000,0.334331
2006.0000,0.335936
2007.0000,0.334001
2008.0000,0.334743
2009.0000,0.337366
2010.0000,0.332531
2011.0000,0.338172
2012.0000,0.337493
2013.0000,0.335047
2014.0000,0.337785
2015.0000,0.336477
2016.0000,0.333291
2017.0000,0.333927
2018.0000,0.335192
2019.0000,0.335651
2020.0000,0.335534
2021.0000,0.336855
2022.0000,0.335557
2023.0000,0.334997
2024.0000,0.334013
2025.0000,0.336174
2026.0000,0.336754
2027.0000,0.332960
2028.0000,0.336894
2029.0000,0.335896
2030.0000,0.335177
2031.0000,0.334427
2032.0000,0.338699
2033.0000,0.335390
2034.0000,0.334411
2035.0000,0.335549
2036.0000,0.335235
2037.0000,0.334891
2038.0000,0.336011
2039.0000,0.334825
2040.0000,0.336741
2041.0000,0.333920
2042.0000,0.337805
2043.0000,0.336152
2044.0000,0.335090
2045.0000,0.336476
2046.0000,0.336426
2047.0000,0.332098
2048.0000,0.336928
2049.0000,0.335471
2050.0000,0.336494
2051.0000,0.334756
2052.0000,0.335518
2053.0000,0.336701
2054.0000,0.335043
2055.0000,0.336863
2056.0000,0.336924
2057.0000,0.334540
2058.0000,0.336917
2059.0000,0.334540
2060.0000,0.334515
2061.0000,0.336537
2062.0000,0.335880
2063.0000,0.335925
2064.0000,0.335941
2065.0000,0.335603
2066.0000,0.335962
2067.0000,0.338738
2068.0000,0.335206
2069.0000,0.336071
2070.0000,0.336743
2071.0000,0.335487
2072.0000,0.334417
2073.0000,0.337007
2074.0000,0.336335
2075.0000,0.336027
2076.0000,0.334917
2077.0000,0.335085
2078.0000,0.336100
2079.0000,0.335324
2080.0000,0.336319
2081.0000,0.335149
2082.0000,0.335286
2083.0000,0.336640
2084.0000,0.332569
2085.0000,0.336049
2086.0000,0.334415
2087.0000,0.336986
2088.0000,0.335960
2089.0000,0.335928
2090.0000,0.334858
2091.0000,0.336112
2092.0000,0.336732
2093.0000,0.337626
2094.0000,0.338805
2095.0000,0.339461
2096.0000,0.337688
2097.0000,0.335253
2098.0000,0.336370
2099.0000,0.338270
2100.0000,0.336294
2101.0000,0.334903
2102.0000,0.336658
2103.0000,0.335455
2104.0000,0.340245
2105.0000,0.337773
2106.0000,0.334933
2107.0000,0.336228
2108.0000,0.332854
2109.0000,0.336632
2110.0000,0.335393
2111.0000,0.334461
2112.0000,0.337590
2113.0000,0.335470
2114.0000,0.335459
2115.0000,0.336497
2116.0000,0.336720
2117.0000,0.342173
2118.0000,0.335398
2119.0000,0.334371
2120.0000,0.335508
2121.0000,0.333918
2122.0000,0.339391
2123.0000,0.334444
2124.0000,0.336113
2125.0000,0.340633
2126.0000,0.337867
2127.0000,0.335199
2128.0000,0.336729
2129.0000,0.336956
2130.0000,0.336439
2131.0000,0.335178
2132.0000,0.333865
2133.0000,0.337353
2134.0000,0.335765
2135.0000,0.336739
2136.0000,0.337426
2137.0000,0.333994
2138.0000,0.339085
2139.0000,0.337068
2140.0000,0.335402
2141.0000,0.337145
2142.0000,0.337106
2143.0000,0.336966
2144.0000,0.339008
2145.0000,0.336866
2146.0000,0.334807
2147.0000,0.337617
2148.0000,0.335975
2149.0000,0.337402
2150.0000,0.336890
2151.0000,0.335855
2152.0000,0.337761
2153.0000,0.337437
2154.0000,0.335754
2155.0000,0.338526
2156.0000,0.335907
2157.0000,0.336363
2158.0000,0.338031
2159.0000,0.335851
2160.0000,0.335670
2161.0000,0.335705
2162.0000,0.334844
2163.0000,0.335907
2164.0000,0.336602
2165.0000,0.333714
2166.0000,0.334362
2167.0000,0.339084
2168.0000,0.338230
2169.0000,0.338266
2170.0000,0.338497
2171.0000,0.335686
2172.0000,0.336876
2173.0000,0.338239
2174.0000,0.335743
2175.0000,0.337225
2176.0000,0.336431
2177.0000,0.335828
2178.0000,0.335911
2179.0000,0.333018
2180.0000,0.338565
2181.0000,0.335731
2182.0000,0.335733
2183.0000,0.335097
2184.0000,0.336381
2185.0000,0.334061
2186.0000,0.335487
2187.0000,0.341385
2188.0000,0.337451
2189.0000,0.336155
2190.0000,0.335320
2191.0000,0.335815
2192.0000,0.335566
2193.0000,0.335745
2194.0000,0.337443
2195.0000,0.336380
2196.0000,0.337580
2197.0000,0.335717
2198.0000,0.336401
2199.0000,0.338117
2200.0000,0.335729
2201.0000,0.336471
2202.0000,0.335673
2203.0000,0.337277
2204.0000,0.337710
2205.0000,0.338106
2206.0000,0.336475
2207.0000,0.335220
2208.0000,0.334883
2209.0000,0.334378
2210.0000,0.340063
2211.0000,0.339155
2212.0000,0.333505
2213.0000,0.336220
2214.0000,0.333751
2215.0000,0.335222
2216.0000,0.335286
2217.0000,0.337368
2218.0000,0.334670
2219.0000,0.337044
2220.0000,0.341830
2221.0000,0.336197
2222.0000,0.338477
2223.0000,0.335285
2224.0000,0.337790
2225.0000,0.339104
2226.0000,0.336739
2227.0000,0.337908
2228.0000,0.338186
2229.0000,0.337646
2230.0000,0.339302
2231.0000,0.338167
2232.0000,0.337109
2233.0000,0.334495
2234.0000,0.334811
2235.0000,0.337912
2236.0000,0.336343
2237.0000,0.336563
2238.0000,0.336358
2239.0000,0.337668
2240.0000,0.340217
2241.0000,0.336205
2242.0000,0.336685
2243.0000,0.335895
2244.0000,0.334660
2245.0000,0.333873
2246.0000,0.337009
2247.0000,0.339550
2248.0000,0.335014
2249.0000,0.338424
2250.0000,0.335777
2251.0000,0.336928
2252.0000,0.337387
2253.0000,0.341590
2254.0000,0.333748
2255.0000,0.334977
2256.0000,0.334851
2257.0000,0.337545
2258.0000,0.339871
2259.0000,0.340084
2260.0000,0.338091
2261.0000,0.337183
2262.0000,0.335740
2263.0000,0.337166
2264.0000,0.340353
2265.0000,0.336261
2266.0000,0.338722
2267.0000,0.338213
2268.0000,0.336768
2269.0000,0.335018
2270.0000,0.338831
2271.0000,0.335192
2272.0000,0.335840
2273.0000,0.337558
2274.0000,0.336494
2275.0000,0.335053
2276.0000,0.337427
2277.0000,0.334959
2278.0000,0.336284
2279.0000,0.337095
2280.0000,0.339480
2281.0000,0.338463
2282.0000,0.337019
2283.0000,0.341375
2284.0000,0.335760
2285.0000,0.336112
2286.0000,0.337811
2287.0000,0.336049
2288.0000,0.335432
2289.0000,0.335287
2290.0000,0.337700
2291.0000,0.337579
2292.0000,0.336563
2293.0000,0.334398
2294.0000,0.338222
2295.0000,0.335918
2296.0000,0.339178
2297.0000,0.335490
2298.0000,0.337005
2299.0000,0.338100
2300.0000,0.337880
2301.0000,0.332938
2302.0000,0.337249
2303.0000,0.337263
2304.0000,0.336613
2305.0000,0.337737
2306.0000,0.339693
2307.0000,0.339137
2308.0000,0.335426
2309.0000,0.338474
2310.0000,0.337331
2311.0000,0.336602
2312.0000,0.338337
2313.0000,0.337822
2314.0000,0.335839
2315.0000,0.338743
2316.0000,0.338908
2317.0000,0.339077
2318.0000,0.337286
2319.0000,0.335865
2320.0000,0.335534
2321.0000,0.335808
2322.0000,0.337156
2323.0000,0.336471
2324.0000,0.336925
2325.0000,0.340419
2326.0000,0.336785
2327.0000,0.335451
2328.0000,0.335383
2329.0000,0.337412
2330.0000,0.338202
2331.0000,0.337656
2332.0000,0.336018
2333.0000,0.334739
2334.0000,0.340009
2335.0000,0.339502
2336.0000,0.336813
2337.0000,0.335869
2338.0000,0.338270
2339.0000,0.338553
2340.0000,0.337491
2341.0000,0.337134
2342.0000,0.337591
2343.0000,0.338922
2344.0000,0.336861
2345.0000,0.335308
2346.0000,0.338094
2347.0000,0.338139
2348.0000,0.340853
2349.0000,0.339276
2350.0000,0.336384
2351.0000,0.337600
2352.0000,0.339489
2353.0000,0.337675
2354.0000,0.338305
2355.0000,0.338580
2356.0000,0.333914
2357.0000,0.336796
2358.0000,0.339478
2359.0000,0.337024
2360.0000,0.334661
2361.0000,0.335517
2362.0000,0.338645
2363.0000,0.340360
2364.0000,0.335987
2365.0000,0.336326
2366.0000,0.336963
2367.0000,0.335380
2368.0000,0.339829
2369.0000,0.335670
2370.0000,0.336800
2371.0000,0.338867
2372.0000,0.336253
2373.0000,0.334001
2374.0000,0.339479
2375.0000,0.341071
2376.0000,0.338563
2377.0000,0.336119
2378.0000,0.333114
2379.0000,0.337980
2380.0000,0.334000
2381.0000,0.339194
2382.0000,0.336880
2383.0000,0.339054
2384.0000,0.335542
2385.0000,0.334479
2386.0000,0.335477
2387.0000,0.340992
2388.0000,0.336503
2389.0000,0.337423
2390.0000,0.338239
2391.0000,0.336851
2392.0000,0.339049
2393.0000,0.336201
2394.0000,0.335166
2395.0000,0.338522
2396.0000,0.340613
2397.0000,0.337991
2398.0000,0.334775
2399.0000,0.340769
2400.0000,0.339095
2401.0000,0.334733
2402.0000,0.338218
2403.0000,0.336813
2404.0000,0.336366
2405.0000,0.339504
2406.0000,0.338040
2407.0000,0.335594
2408.0000,0.339978
2409.0000,0.336289
2410.0000,0.340731
2411.0000,0.336912
2412.0000,0.339035
2413.0000,0.334548
2414.0000,0.339155
2415.0000,0.335009
2416.0000,0.341327
2417.0000,0.337010
2418.0000,0.337116
2419.0000,0.338089
2420.0000,0.334985
2421.0000,0.338070
2422.0000,0.333983
2423.0000,0.340247
2424.0000,0.339131
2425.0000,0.334082
2426.0000,0.342283
2427.0000,0.335340
2428.0000,0.335805
2429.0000,0.336531
2430.0000,0.338351
2431.0000,0.334094
2432.0000,0.338211
2433.0000,0.336067
2434.0000,0.336478
2435.0000,0.339559
2436.0000,0.337784
2437.0000,0.334982
2438.0000,0.337715
2439.0000,0.335960
2440.0000,0.339256
2441.0000,0.343496
2442.0000,0.331664
2443.0000,0.337008
2444.0000,0.345097
2445.0000,0.338356
2446.0000,0.338794
2447.0000,0.334546
2448.0000,0.329461
2449.0000,0.340118
2450.0000,0.332773
2451.0000,0.338492
2452.0000,0.333690
2453.0000,0.333514
2454.0000,0.332939
2455.0000,0.338951
2456.0000,0.336069
2457.0000,0.341766
2458.0000,0.334846
2459.0000,0.337458
2460.0000,0.335509
2461.0000,0.341574
2462.0000,0.338764
2463.0000,0.338200
2464.0000,0.340432
2465.0000,0.330196
2466.0000,0.331715
2467.0000,0.327898
2468.0000,0.344714
2469.0000,0.333766
2470.0000,0.335881
2471.0000,0.341601
2472.0000,0.335679
2473.0000,0.337835
2474.0000,0.330616
2475.0000,0.335816
2476.0000,0.329459
2477.0000,0.340166
2478.0000,0.331168
2479.0000,0.339954
2480.0000,0.331395
2481.0000,0.338283
2482.0000,0.333527
2483.0000,0.333856
2484.0000,0.338330
2485.0000,0.325514
2486.0000,0.338869
2487.0000,0.345835
2488.0000,0.344013
2489.0000,0.338105
2490.0000,0.341593
2491.0000,0.344300
2492.0000,0.330787
2493.0000,0.335094
2494.0000,0.337036
2495.0000,0.339510
2496.0000,0.344176
2497.0000,0.339176
2498.0000,0.336602
2499.0000,0.340146
2500.0000,0.334859
