# swirl-format: 1
# swirl-version: 0.1.0.dev0
# quantity: reflectance
# [white_mica] meta: {"synthetic": true, "end_member": "white_mica", "label": "White mica (muscovite-like, AlOH ~2200 nm)"}
# [white_mica] history: [{"name": "synthesize", "params": {"end_member": {"key": "white_mica", "label": "White mica (muscovite-like, AlOH ~2200 nm)", "continuum": [[350.0, 0.45], [600.0, 0.62], [1000.0, 0.72], [1400.0, 0.78], [2000.0, 0.76], [2500.0, 0.68]], "features": [{"center": 1408.0, "fwhm": 20.0, "depth": 0.12, "assignment": "OH"}, {"center": 1912.0, "fwhm": 40.0, "depth": 0.05, "assignment": "H2O"}, {"center": 2120.0, "fwhm": 25.0, "depth": 0.04, "assignment": "AlOH shoulder"}, {"center": 2200.0, "fwhm": 38.0, "depth": 0.35, "assignment": "AlOH"}, {"center": 2350.0, "fwhm": 25.0, "depth": 0.15, "assignment": "AlOH secondary"}, {"center": 2440.0, "fwhm": 25.0, "depth": 0.1, "assignment": "AlOH secondary"}]}}, "swirl_version": "0.1.0.dev0"}]
wavelength_nm,white_mica
1583.0000,0.777737
1584.0000,0.777713
1585.0000,0.777689
1586.0000,0.777665
1587.0000,0.777641
1588.0000,0.777617
1589.0000,0.777592
1590.0000,0.777568
1591.0000,0.777543
1592.0000,0.777518
1593.0000,0.777494
1594.0000,0.777469
1595.0000,0.777444
1596.0000,0.777418
1597.0000,0.777393
1598.0000,0.777368
1599.0000,0.777342
1600.0000,0.777317
1601.0000,0.777291
1602.0000,0.777265
1603.0000,0.777239
1604.0000,0.777213
1605.0000,0.777187
1606.0000,0.777161
1607.0000,0.777134
1608.0000,0.777108
1609.0000,0.777081
1610.0000,0.777054
1611.0000,0.777027
1612.0000,0.777000
1613.0000,0.776973
1614.0000,0.776946
1615.0000,0.776919
1616.0000,0.776892
1617.0000,0.776864
1618.0000,0.776836
1619.0000,0.776809
1620.0000,0.776781
1621.0000,0.776753
1622.0000,0.776725
1623.0000,0.776697
1624.0000,0.776669
1625.0000,0.776640
1626.0000,0.776612
1627.0000,0.776583
1628.0000,0.776555
1629.0000,0.776526
1630.0000,0.776497
1631.0000,0.776468
1632.0000,0.776439
1633.0000,0.776410
1634.0000,0.776380
1635.0000,0.776351
1636.0000,0.776321
1637.0000,0.776292
1638.0000,0.776262
1639.0000,0.776232
1640.0000,0.776202
1641.0000,0.776172
1642.0000,0.776142
1643.0000,0.776112
1644.0000,0.776082
1645.0000,0.776051
1646.0000,0.776021
1647.0000,0.775990
1648.0000,0.775959
1649.0000,0.775928
1650.0000,0.775897
1651.0000,0.775866
1652.0000,0.775835
1653.0000,0.775804
1654.0000,0.775772
1655.0000,0.775741
1656.0000,0.775709
1657.0000,0.775678
1658.0000,0.775646
1659.0000,0.775614
1660.0000,0.775582
1661.0000,0.775550
1662.0000,0.775518
1663.0000,0.775485
1664.0000,0.775453
1665.0000,0.775421
1666.0000,0.775388
1667.0000,0.775355
1668.0000,0.775322
1669.0000,0.775290
1670.0000,0.775257
1671.0000,0.775223
1672.0000,0.775190
1673.0000,0.775157
1674.0000,0.775124
1675.0000,0.775090
1676.0000,0.775057
1677.0000,0.775023
1678.0000,0.774989
1679.0000,0.774955
1680.0000,0.774921
1681.0000,0.774887
1682.0000,0.774853
1683.0000,0.774819
1684.0000,0.774784
1685.0000,0.774750
1686.0000,0.774715
1687.0000,0.774681
1688.0000,0.774646
1689.0000,0.774611
1690.0000,0.774576
1691.0000,0.774541
1692.0000,0.774506
1693.0000,0.774471
1694.0000,0.774436
1695.0000,0.774400
1696.0000,0.774365
1697.0000,0.774329
1698.0000,0.774293
1699.0000,0.774258
1700.0000,0.774222
1701.0000,0.774186
1702.0000,0.774150
1703.0000,0.774114
1704.0000,0.774077
1705.0000,0.774041
1706.0000,0.774005
1707.0000,0.773968
1708.0000,0.773931
1709.0000,0.773895
1710.0000,0.773858
1711.0000,0.773821
1712.0000,0.773784
1713.0000,0.773747
1714.0000,0.773710
1715.0000,0.773672
1716.0000,0.773635
1717.0000,0.773598
1718.0000,0.773560
1719.0000,0.773522
1720.0000,0.773485
1721.0000,0.773447
1722.0000,0.773409
1723.0000,0.773371
1724.0000,0.773333
1725.0000,0.773295
1726.0000,0.773256
1727.0000,0.773218
1728.0000,0.773180
1729.0000,0.773141
1730.0000,0.773102
1731.0000,0.773064
1732.0000,0.773025
1733.0000,0.772986
1734.0000,0.772947
1735.0000,0.772908
1736.0000,0.772869
1737.0000,0.772830
1738.0000,0.772790
1739.0000,0.772751
1740.0000,0.772711
1741.0000,0.772672
1742.0000,0.772632
1743.0000,0.772592
1744.0000,0.772553
1745.0000,0.772513
1746.0000,0.772473
1747.0000,0.772433
1748.0000,0.772392
1749.0000,0.772352
1750.0000,0.772312
1751.0000,0.772271
1752.0000,0.772231
1753.0000,0.772190
1754.0000,0.772149
1755.0000,0.772109
1756.0000,0.772068
1757.0000,0.772027
1758.0000,0.771986
1759.0000,0.771945
1760.0000,0.771903
1761.0000,0.771862
1762.0000,0.771821
1763.0000,0.771779
1764.0000,0.771738
1765.0000,0.771696
1766.0000,0.771654
1767.0000,0.771613
1768.0000,0.771571
1769.0000,0.771529
1770.0000,0.771487
1771.0000,0.771445
1772.0000,0.771403
1773.0000,0.771360
1774.0000,0.771318
1775.0000,0.771275
1776.0000,0.771233
1777.0000,0.771190
1778.0000,0.771148
1779.0000,0.771105
1780.0000,0.771062
1781.0000,0.771019
1782.0000,0.770976
1783.0000,0.770933
1784.0000,0.770890
1785.0000,0.770847
1786.0000,0.770803
1787.0000,0.770760
1788.0000,0.770717
1789.0000,0.770673
1790.0000,0.770629
1791.0000,0.770586
1792.0000,0.770542
1793.0000,0.770498
1794.0000,0.770454
1795.0000,0.770410
1796.0000,0.770366
1797.0000,0.770322
1798.0000,0.770277
1799.0000,0.770233
1800.0000,0.770189
1801.0000,0.770144
1802.0000,0.770100
1803.0000,0.770055
1804.0000,0.770010
1805.0000,0.769966
1806.0000,0.769921
1807.0000,0.769876
1808.0000,0.769831
1809.0000,0.769786
1810.0000,0.769740
1811.0000,0.769695
1812.0000,0.769650
1813.0000,0.769605
1814.0000,0.769559
1815.0000,0.769514
1816.0000,0.769468
1817.0000,0.769422
1818.0000,0.769377
1819.0000,0.769331
1820.0000,0.769285
1821.0000,0.769239
1822.0000,0.769193
1823.0000,0.769147
1824.0000,0.769100
1825.0000,0.769054
1826.0000,0.769008
1827.0000,0.768961
1828.0000,0.768915
1829.0000,0.768868
1830.0000,0.768821
1831.0000,0.768775
1832.0000,0.768728
1833.0000,0.768681
1834.0000,0.768634
1835.0000,0.768586
1836.0000,0.768539
1837.0000,0.768491
1838.0000,0.768443
1839.0000,0.768395
1840.0000,0.768347
1841.0000,0.768298
1842.0000,0.768249
1843.0000,0.768199
1844.0000,0.768149
1845.0000,0.768098
1846.0000,0.768046
1847.0000,0.767993
1848.0000,0.767939
1849.0000,0.767883
1850.0000,0.767825
1851.0000,0.767766
1852.0000,0.767703
1853.0000,0.767638
1854.0000,0.767569
1855.0000,0.767496
1856.0000,0.767417
1857.0000,0.767333
1858.0000,0.767243
1859.0000,0.767144
1860.0000,0.767037
1861.0000,0.766919
1862.0000,0.766789
1863.0000,0.766646
1864.0000,0.766487
1865.0000,0.766312
1866.0000,0.766117
1867.0000,0.765900
1868.0000,0.765660
1869.0000,0.765393
1870.0000,0.765096
1871.0000,0.764768
1872.0000,0.764405
1873.0000,0.764004
1874.0000,0.763562
1875.0000,0.763077
1876.0000,0.762546
1877.0000,0.761965
1878.0000,0.761333
1879.0000,0.760647
1880.0000,0.759905
1881.0000,0.759106
1882.0000,0.758248
1883.0000,0.757331
1884.0000,0.756356
1885.0000,0.755321
1886.0000,0.754230
1887.0000,0.753084
1888.0000,0.751885
1889.0000,0.750638
1890.0000,0.749346
1891.0000,0.748016
1892.0000,0.746653
1893.0000,0.745265
1894.0000,0.743860
1895.0000,0.742445
1896.0000,0.741030
1897.0000,0.739625
1898.0000,0.738240
1899.0000,0.736886
1900.0000,0.735572
1901.0000,0.734311
1902.0000,0.733112
1903.0000,0.731985
1904.0000,0.730942
1905.0000,0.729991
1906.0000,0.729141
1907.0000,0.728401
1908.0000,0.727776
1909.0000,0.727273
1910.0000,0.726896
1911.0000,0.726648
1912.0000,0.726533
1913.0000,0.726550
1914.0000,0.726698
1915.0000,0.726976
1916.0000,0.727381
1917.0000,0.727906
1918.0000,0.728548
1919.0000,0.729298
1920.0000,0.730148
1921.0000,0.731091
1922.0000,0.732117
1923.0000,0.733215
1924.0000,0.734375
1925.0000,0.735586
1926.0000,0.736838
1927.0000,0.738120
1928.0000,0.739422
1929.0000,0.740733
1930.0000,0.742044
1931.0000,0.743345
1932.0000,0.744629
1933.0000,0.745886
1934.0000,0.747111
1935.0000,0.748297
1936.0000,0.749439
1937.0000,0.750532
1938.0000,0.751573
1939.0000,0.752558
1940.0000,0.753486
1941.0000,0.754356
1942.0000,0.755167
1943.0000,0.755918
1944.0000,0.756611
1945.0000,0.757247
1946.0000,0.757828
1947.0000,0.758354
1948.0000,0.758829
1949.0000,0.759255
1950.0000,0.759635
1951.0000,0.759971
1952.0000,0.760267
1953.0000,0.760525
1954.0000,0.760749
1955.0000,0.760940
1956.0000,0.761103
1957.0000,0.761239
1958.0000,0.761351
1959.0000,0.761441
1960.0000,0.761513
1961.0000,0.761567
1962.0000,0.761606
1963.0000,0.761632
1964.0000,0.761646
1965.0000,0.761650
1966.0000,0.761645
1967.0000,0.761632
1968.0000,0.761613
1969.0000,0.761587
1970.0000,0.761557
1971.0000,0.761523
1972.0000,0.761485
1973.0000,0.761444
1974.0000,0.761400
1975.0000,0.761354
1976.0000,0.761307
1977.0000,0.761258
1978.0000,0.761208
1979.0000,0.761157
1980.0000,0.761105
1981.0000,0.761052
1982.0000,0.760998
1983.0000,0.760945
1984.0000,0.760890
1985.0000,0.760836
1986.0000,0.760781
1987.0000,0.760726
1988.0000,0.760671
1989.0000,0.760615
1990.0000,0.760560
1991.0000,0.760504
1992.0000,0.760448
1993.0000,0.760393
1994.0000,0.760337
1995.0000,0.760281
1996.0000,0.760225
1997.0000,0.760169
1998.0000,0.760112
1999.0000,0.760056
2000.0000,0.760000
2001.0000,0.759943
2002.0000,0.759886
2003.0000,0.759828
2004.0000,0.759770
2005.0000,0.759711
2006.0000,0.759652
2007.0000,0.759591
2008.0000,0.759531
2009.0000,0.759469
2010.0000,0.759407
2011.0000,0.759345
2012.0000,0.759282
2013.0000,0.759218
2014.0000,0.759154
2015.0000,0.759089
2016.0000,0.759023
2017.0000,0.758957
2018.0000,0.758891
2019.0000,0.758824
2020.0000,0.758756
2021.0000,0.758687
2022.0000,0.758619
2023.0000,0.758549
2024.0000,0.758479
2025.0000,0.758408
2026.0000,0.758337
2027.0000,0.758265
2028.0000,0.758193
2029.0000,0.758120
2030.0000,0.758047
2031.0000,0.757973
2032.0000,0.757898
2033.0000,0.757823
2034.0000,0.757747
2035.0000,0.757671
2036.0000,0.757594
2037.0000,0.757516
2038.0000,0.757438
2039.0000,0.757360
2040.0000,0.757281
2041.0000,0.757201
2042.0000,0.757121
2043.0000,0.757040
2044.0000,0.756959
2045.0000,0.756877
2046.0000,0.756794
2047.0000,0.756712
2048.0000,0.756628
2049.0000,0.756544
2050.0000,0.756459
2051.0000,0.756374
2052.0000,0.756289
2053.0000,0.756202
2054.0000,0.756116
2055.0000,0.756028
2056.0000,0.755940
2057.0000,0.755852
2058.0000,0.755763
2059.0000,0.755674
2060.0000,0.755584
2061.0000,0.755493
2062.0000,0.755402
2063.0000,0.755310
2064.0000,0.755218
2065.0000,0.755126
2066.0000,0.755032
2067.0000,0.754939
2068.0000,0.754844
2069.0000,0.754750
2070.0000,0.754654
2071.0000,0.754558
2072.0000,0.754461
2073.0000,0.754364
2074.0000,0.754266
2075.0000,0.754167
2076.0000,0.754066
2077.0000,0.753965
2078.0000,0.753862
2079.0000,0.753756
2080.0000,0.753648
2081.0000,0.753537
2082.0000,0.753421
2083.0000,0.753299
2084.0000,0.753170
2085.0000,0.753032
2086.0000,0.752881
2087.0000,0.752716
2088.0000,0.752531
2089.0000,0.752323
2090.0000,0.752085
2091.0000,0.751813
2092.0000,0.751499
2093.0000,0.751136
2094.0000,0.750714
2095.0000,0.750226
2096.0000,0.749661
2097.0000,0.749011
2098.0000,0.748266
2099.0000,0.747418
2100.0000,0.746461
2101.0000,0.745388
2102.0000,0.744197
2103.0000,0.742887
2104.0000,0.741461
2105.0000,0.739927
2106.0000,0.738296
2107.0000,0.736582
2108.0000,0.734806
2109.0000,0.732991
2110.0000,0.731165
2111.0000,0.729359
2112.0000,0.727605
2113.0000,0.725937
2114.0000,0.724391
2115.0000,0.722999
2116.0000,0.721791
2117.0000,0.720796
2118.0000,0.720035
2119.0000,0.719526
2120.0000,0.719277
2121.0000,0.719294
2122.0000,0.719572
2123.0000,0.720100
2124.0000,0.720862
2125.0000,0.721834
2126.0000,0.722990
2127.0000,0.724299
2128.0000,0.725727
2129.0000,0.727239
2130.0000,0.728801
2131.0000,0.730381
2132.0000,0.731946
2133.0000,0.733469
2134.0000,0.734927
2135.0000,0.736297
2136.0000,0.737565
2137.0000,0.738719
2138.0000,0.739750
2139.0000,0.740653
2140.0000,0.741428
2141.0000,0.742075
2142.0000,0.742597
2143.0000,0.742997
2144.0000,0.743281
2145.0000,0.743452
2146.0000,0.743516
2147.0000,0.743475
2148.0000,0.743332
2149.0000,0.743088
2150.0000,0.742741
2151.0000,0.742288
2152.0000,0.741725
2153.0000,0.741045
2154.0000,0.740238
2155.0000,0.739294
2156.0000,0.738199
2157.0000,0.736938
2158.0000,0.735496
2159.0000,0.733853
2160.0000,0.731990
2161.0000,0.729885
2162.0000,0.727518
2163.0000,0.724866
2164.0000,0.721907
2165.0000,0.718617
2166.0000,0.714975
2167.0000,0.710961
2168.0000,0.706555
2169.0000,0.701741
2170.0000,0.696504
2171.0000,0.690833
2172.0000,0.684722
2173.0000,0.678168
2174.0000,0.671174
2175.0000,0.663748
2176.0000,0.655905
2177.0000,0.647665
2178.0000,0.639056
2179.0000,0.630113
2180.0000,0.620877
2181.0000,0.611397
2182.0000,0.601729
2183.0000,0.591935
2184.0000,0.582081
2185.0000,0.572242
2186.0000,0.562495
2187.0000,0.552920
2188.0000,0.543602
2189.0000,0.534624
2190.0000,0.526071
2191.0000,0.518026
2192.0000,0.510570
2193.0000,0.503779
2194.0000,0.497724
2195.0000,0.492470
2196.0000,0.488072
2197.0000,0.484579
2198.0000,0.482027
2199.0000,0.480446
2200.0000,0.479850
2201.0000,0.480245
2202.0000,0.481625
2203.0000,0.483972
2204.0000,0.487258
2205.0000,0.491443
2206.0000,0.496480
2207.0000,0.502310
2208.0000,0.508869
2209.0000,0.516084
2210.0000,0.523880
2211.0000,0.532176
2212.0000,0.540887
2213.0000,0.549930
2214.0000,0.559219
2215.0000,0.568673
2216.0000,0.578209
2217.0000,0.587752
2218.0000,0.597228
2219.0000,0.606571
2220.0000,0.615719
2221.0000,0.624617
2222.0000,0.633219
2223.0000,0.641482
2224.0000,0.649372
2225.0000,0.656864
2226.0000,0.663936
2227.0000,0.670576
2228.0000,0.676775
2229.0000,0.682531
2230.0000,0.687847
2231.0000,0.692731
2232.0000,0.697194
2233.0000,0.701250
2234.0000,0.704916
2235.0000,0.708213
2236.0000,0.711161
2237.0000,0.713783
2238.0000,0.716100
2239.0000,0.718137
2240.0000,0.719915
2241.0000,0.721458
2242.0000,0.722787
2243.0000,0.723923
2244.0000,0.724886
2245.0000,0.725694
2246.0000,0.726365
2247.0000,0.726915
2248.0000,0.727358
2249.0000,0.727708
2250.0000,0.727978
2251.0000,0.728177
2252.0000,0.728316
2253.0000,0.728403
2254.0000,0.728447
2255.0000,0.728452
2256.0000,0.728426
2257.0000,0.728374
2258.0000,0.728298
2259.0000,0.728205
2260.0000,0.728095
2261.0000,0.727973
2262.0000,0.727840
2263.0000,0.727699
2264.0000,0.727550
2265.0000,0.727395
2266.0000,0.727236
2267.0000,0.727073
2268.0000,0.726906
2269.0000,0.726737
2270.0000,0.726566
2271.0000,0.726393
2272.0000,0.726218
2273.0000,0.726043
2274.0000,0.725866
2275.0000,0.725689
2276.0000,0.725511
2277.0000,0.725332
2278.0000,0.725153
2279.0000,0.724973
2280.0000,0.724793
2281.0000,0.724612
2282.0000,0.724432
2283.0000,0.724250
2284.0000,0.724069
2285.0000,0.723887
2286.0000,0.723705
2287.0000,0.723522
2288.0000,0.723339
2289.0000,0.723156
2290.0000,0.722973
2291.0000,0.722789
2292.0000,0.722605
2293.0000,0.722421
2294.0000,0.722236
2295.0000,0.722051
2296.0000,0.721866
2297.0000,0.721681
2298.0000,0.721495
2299.0000,0.721309
2300.0000,0.721122
2301.0000,0.720935
2302.0000,0.720747
2303.0000,0.720558
2304.0000,0.720367
2305.0000,0.720175
2306.0000,0.719981
2307.0000,0.719784
2308.0000,0.719582
2309.0000,0.719374
2310.0000,0.719158
2311.0000,0.718932
2312.0000,0.718691
2313.0000,0.718431
2314.0000,0.718147
2315.0000,0.717830
2316.0000,0.717471
2317.0000,0.717060
2318.0000,0.716582
2319.0000,0.716022
2320.0000,0.715360
2321.0000,0.714576
2322.0000,0.713643
2323.0000,0.712534
2324.0000,0.711221
2325.0000,0.709670
2326.0000,0.707849
2327.0000,0.705724
2328.0000,0.703264
2329.0000,0.700438
2330.0000,0.697222
2331.0000,0.693597
2332.0000,0.689552
2333.0000,0.685086
2334.0000,0.680210
2335.0000,0.674950
2336.0000,0.669344
2337.0000,0.663448
2338.0000,0.657333
2339.0000,0.651082
2340.0000,0.644794
2341.0000,0.638579
2342.0000,0.632554
2343.0000,0.626840
2344.0000,0.621561
2345.0000,0.616833
2346.0000,0.612767
2347.0000,0.609459
2348.0000,0.606989
2349.0000,0.605415
2350.0000,0.604774
2351.0000,0.605078
2352.0000,0.606313
2353.0000,0.608441
2354.0000,0.611403
2355.0000,0.615117
2356.0000,0.619486
2357.0000,0.624400
2358.0000,0.629740
2359.0000,0.635384
2360.0000,0.641211
2361.0000,0.647103
2362.0000,0.652952
2363.0000,0.658660
2364.0000,0.664143
2365.0000,0.669332
2366.0000,0.674173
2367.0000,0.678627
2368.0000,0.682671
2369.0000,0.686294
2370.0000,0.689497
2371.0000,0.692291
2372.0000,0.694697
2373.0000,0.696740
2374.0000,0.698448
2375.0000,0.699856
2376.0000,0.700995
2377.0000,0.701899
2378.0000,0.702600
2379.0000,0.703127
2380.0000,0.703508
2381.0000,0.703767
2382.0000,0.703926
2383.0000,0.704004
2384.0000,0.704016
2385.0000,0.703977
2386.0000,0.703896
2387.0000,0.703784
2388.0000,0.703647
2389.0000,0.703492
2390.0000,0.703323
2391.0000,0.703142
2392.0000,0.702954
2393.0000,0.702760
2394.0000,0.702561
2395.0000,0.702358
2396.0000,0.702151
2397.0000,0.701941
2398.0000,0.701727
2399.0000,0.701509
2400.0000,0.701285
2401.0000,0.701053
2402.0000,0.700813
2403.0000,0.700559
2404.0000,0.700290
2405.0000,0.699999
2406.0000,0.699682
2407.0000,0.699330
2408.0000,0.698935
2409.0000,0.698486
2410.0000,0.697972
2411.0000,0.697377
2412.0000,0.696686
2413.0000,0.695882
2414.0000,0.694944
2415.0000,0.693851
2416.0000,0.692584
2417.0000,0.691119
2418.0000,0.689436
2419.0000,0.687516
2420.0000,0.685343
2421.0000,0.682904
2422.0000,0.680192
2423.0000,0.677207
2424.0000,0.673956
2425.0000,0.670455
2426.0000,0.666731
2427.0000,0.662818
2428.0000,0.658762
2429.0000,0.654619
2430.0000,0.650452
2431.0000,0.646333
2432.0000,0.642337
2433.0000,0.638544
2434.0000,0.635033
2435.0000,0.631881
2436.0000,0.629158
2437.0000,0.626928
2438.0000,0.625241
2439.0000,0.624137
2440.0000,0.623639
2441.0000,0.623754
2442.0000,0.624474
2443.0000,0.625774
2444.0000,0.627614
2445.0000,0.629943
2446.0000,0.632697
2447.0000,0.635804
2448.0000,0.639188
2449.0000,0.642770
2450.0000,0.646469
2451.0000,0.650211
2452.0000,0.653924
2453.0000,0.657546
2454.0000,0.661022
2455.0000,0.664307
2456.0000,0.667365
2457.0000,0.670173
2458.0000,0.672714
2459.0000,0.674982
2460.0000,0.676977
2461.0000,0.678707
2462.0000,0.680185
2463.0000,0.681427
2464.0000,0.682452
2465.0000,0.683282
2466.0000,0.683938
2467.0000,0.684441
2468.0000,0.684812
2469.0000,0.685071
2470.0000,0.685235
2471.0000,0.685320
2472.0000,0.685340
2473.0000,0.685307
2474.0000,0.685232
2475.0000,0.685123
2476.0000,0.684988
2477.0000,0.684832
2478.0000,0.684661
2479.0000,0.684477
2480.0000,0.684284
2481.0000,0.684085
2482.0000,0.683881
2483.0000,0.683673
2484.0000,0.683462
2485.0000,0.683249
2486.0000,0.683035
2487.0000,0.682820
2488.0000,0.682605
2489.0000,0.682389
2490.0000,0.682172
2491.0000,0.681956
2492.0000,0.681739
2493.0000,0.681522
2494.0000,0.681304
2495.0000,0.681087
2496.0000,0.680870
2497.0000,0.680652
2498.0000,0.680435
2499.0000,0.680218
2500.0000,0.680000
