# swirl-format: 1
# swirl-version: 0.1.0.dev0
# quantity: reflectance
# [chlorite_noisy] meta: {"synthetic": true, "end_member": "chlorite", "label": "Chlorite (Fe-Mg intermediate: FeOH ~2253 nm, MgOH ~2340 nm)", "seed": [20260925, 0]}
# [chlorite_noisy] history: [{"name": "synthesize", "params": {"end_member": {"key": "chlorite", "label": "Chlorite (Fe-Mg intermediate: FeOH ~2253 nm, MgOH ~2340 nm)", "continuum": [[350.0, 0.18], [600.0, 0.32], [1000.0, 0.42], [1400.0, 0.48], [2000.0, 0.48], [2500.0, 0.42]], "features": [{"center": 1050.0, "fwhm": 350.0, "depth": 0.15, "assignment": "Fe2+ crystal field"}, {"center": 1395.0, "fwhm": 25.0, "depth": 0.08, "assignment": "OH"}, {"center": 1910.0, "fwhm": 50.0, "depth": 0.05, "assignment": "H2O"}, {"center": 2253.0, "fwhm": 30.0, "depth": 0.18, "assignment": "FeOH"}, {"center": 2340.0, "fwhm": 45.0, "depth": 0.3, "assignment": "MgOH"}]}}, "swirl_version": "0.1.0.dev0"}, {"name": "add_noise", "params": {"base": 0.0015, "low_boost": 4.0, "low_scale": 30.0, "high_boost": 3.0, "high_scale": 60.0}, "swirl_version": "0.1.0.dev0"}, {"name": "apply_splice_offsets", "params": {"vnir": -0.013630437536564483, "swir2": -0.009138775137603689}, "swirl_version": "0.1.0.dev0"}]
wavelength_nm,chlorite_noisy
1551.0000,0.481703
1552.0000,0.482221
1553.0000,0.481750
1554.0000,0.478365
1555.0000,0.479217
1556.0000,0.478027
1557.0000,0.479196
1558.0000,0.483456
1559.0000,0.477972
1560.0000,0.479511
1561.0000,0.480359
1562.0000,0.480425
1563.0000,0.480632
1564.0000,0.483380
1565.0000,0.481084
1566.0000,0.478994
1567.0000,0.477787
1568.0000,0.479583
1569.0000,0.480171
1570.0000,0.479759
1571.0000,0.478805
1572.0000,0.478162
1573.0000,0.478560
1574.0000,0.481168
1575.0000,0.478995
1576.0000,0.479912
1577.0000,0.480535
1578.0000,0.478248
1579.0000,0.480133
1580.0000,0.478676
1581.0000,0.479541
1582.0000,0.481758
1583.0000,0.482302
1584.0000,0.482075
1585.0000,0.481389
1586.0000,0.477928
1587.0000,0.478940
1588.0000,0.479951
1589.0000,0.477952
1590.0000,0.479994
1591.0000,0.477367
1592.0000,0.482728
1593.0000,0.478269
1594.0000,0.479195
1595.0000,0.479830
1596.0000,0.479186
1597.0000,0.482472
1598.0000,0.481181
1599.0000,0.479556
1600.0000,0.482146
1601.0000,0.478762
1602.0000,0.479424
1603.0000,0.479234
1604.0000,0.479078
1605.0000,0.478705
1606.0000,0.476571
1607.0000,0.479768
1608.0000,0.480891
1609.0000,0.479133
1610.0000,0.480622
1611.0000,0.480509
1612.0000,0.482558
1613.0000,0.479236
1614.0000,0.476947
1615.0000,0.478934
1616.0000,0.477715
1617.0000,0.481167
1618.0000,0.482549
1619.0000,0.480881
1620.0000,0.479594
1621.0000,0.480002
1622.0000,0.480397
1623.0000,0.478777
1624.0000,0.476859
1625.0000,0.478774
1626.0000,0.479102
1627.0000,0.481464
1628.0000,0.483190
1629.0000,0.481003
1630.0000,0.482531
1631.0000,0.480946
1632.0000,0.479316
1633.0000,0.480949
1634.0000,0.477945
1635.0000,0.478766
1636.0000,0.481680
1637.0000,0.479189
1638.0000,0.476221
1639.0000,0.477876
1640.0000,0.479556
1641.0000,0.479403
1642.0000,0.480837
1643.0000,0.479293
1644.0000,0.480311
1645.0000,0.481559
1646.0000,0.477955
1647.0000,0.479473
1648.0000,0.479648
1649.0000,0.481269
1650.0000,0.479928
1651.0000,0.480563
1652.0000,0.478560
1653.0000,0.479691
1654.0000,0.478811
1655.0000,0.479788
1656.0000,0.481041
1657.0000,0.479153
1658.0000,0.479326
1659.0000,0.480424
1660.0000,0.477988
1661.0000,0.479400
1662.0000,0.481952
1663.0000,0.479899
1664.0000,0.480181
1665.0000,0.479316
1666.0000,0.478857
1667.0000,0.478707
1668.0000,0.479878
1669.0000,0.480217
1670.0000,0.479735
1671.0000,0.480181
1672.0000,0.480855
1673.0000,0.480369
1674.0000,0.479753
1675.0000,0.481575
1676.0000,0.477308
1677.0000,0.481574
1678.0000,0.477727
1679.0000,0.480879
1680.0000,0.478585
1681.0000,0.479381
1682.0000,0.478261
1683.0000,0.479091
1684.0000,0.479434
1685.0000,0.479146
1686.0000,0.478801
1687.0000,0.478673
1688.0000,0.477571
1689.0000,0.479742
1690.0000,0.480388
1691.0000,0.478196
1692.0000,0.479231
1693.0000,0.479548
1694.0000,0.477086
1695.0000,0.480403
1696.0000,0.480285
1697.0000,0.480329
1698.0000,0.478689
1699.0000,0.479163
1700.0000,0.480109
1701.0000,0.480769
1702.0000,0.479579
1703.0000,0.482673
1704.0000,0.482534
1705.0000,0.476954
1706.0000,0.477694
1707.0000,0.477435
1708.0000,0.478941
1709.0000,0.478636
1710.0000,0.480446
1711.0000,0.478438
1712.0000,0.481268
1713.0000,0.478911
1714.0000,0.479306
1715.0000,0.481105
1716.0000,0.481329
1717.0000,0.478074
1718.0000,0.481284
1719.0000,0.481723
1720.0000,0.477384
1721.0000,0.478877
1722.0000,0.480496
1723.0000,0.480108
1724.0000,0.480522
1725.0000,0.480174
1726.0000,0.481317
1727.0000,0.482632
1728.0000,0.481653
1729.0000,0.478751
1730.0000,0.479428
1731.0000,0.480550
1732.0000,0.479506
1733.0000,0.481147
1734.0000,0.481575
1735.0000,0.480205
1736.0000,0.480059
1737.0000,0.479356
1738.0000,0.480349
1739.0000,0.480504
1740.0000,0.477350
1741.0000,0.479969
1742.0000,0.479957
1743.0000,0.478140
1744.0000,0.479312
1745.0000,0.481880
1746.0000,0.480066
1747.0000,0.479126
1748.0000,0.477174
1749.0000,0.479474
1750.0000,0.479912
1751.0000,0.482184
1752.0000,0.478380
1753.0000,0.478085
1754.0000,0.481170
1755.0000,0.481591
1756.0000,0.477538
1757.0000,0.478391
1758.0000,0.479830
1759.0000,0.479221
1760.0000,0.480085
1761.0000,0.479617
1762.0000,0.477886
1763.0000,0.478944
1764.0000,0.480990
1765.0000,0.480208
1766.0000,0.479647
1767.0000,0.482210
1768.0000,0.481261
1769.0000,0.479213
1770.0000,0.478964
1771.0000,0.478500
1772.0000,0.480173
1773.0000,0.479807
1774.0000,0.478980
1775.0000,0.478821
1776.0000,0.479852
1777.0000,0.481174
1778.0000,0.479334
1779.0000,0.479839
1780.0000,0.478956
1781.0000,0.482516
1782.0000,0.477948
1783.0000,0.479553
1784.0000,0.479623
1785.0000,0.481487
1786.0000,0.479344
1787.0000,0.481613
1788.0000,0.480317
1789.0000,0.480732
1790.0000,0.480066
1791.0000,0.480885
1792.0000,0.480396
1793.0000,0.480067
1794.0000,0.479643
1795.0000,0.480566
1796.0000,0.477941
1797.0000,0.479985
1798.0000,0.481349
1799.0000,0.477843
1800.0000,0.476209
1801.0000,0.474489
1802.0000,0.476389
1803.0000,0.476554
1804.0000,0.476569
1805.0000,0.477109
1806.0000,0.475389
1807.0000,0.476682
1808.0000,0.476087
1809.0000,0.475370
1810.0000,0.476768
1811.0000,0.476522
1812.0000,0.474995
1813.0000,0.474788
1814.0000,0.476004
1815.0000,0.475850
1816.0000,0.477396
1817.0000,0.474535
1818.0000,0.476302
1819.0000,0.476149
1820.0000,0.478365
1821.0000,0.474349
1822.0000,0.476126
1823.0000,0.476076
1824.0000,0.477791
1825.0000,0.476988
1826.0000,0.476492
1827.0000,0.474686
1828.0000,0.476702
1829.0000,0.475715
1830.0000,0.474801
1831.0000,0.473552
1832.0000,0.474711
1833.0000,0.475220
1834.0000,0.474758
1835.0000,0.474903
1836.0000,0.474188
1837.0000,0.476349
1838.0000,0.474081
1839.0000,0.475596
1840.0000,0.475099
1841.0000,0.475798
1842.0000,0.474992
1843.0000,0.473269
1844.0000,0.474342
1845.0000,0.475694
1846.0000,0.475473
1847.0000,0.474639
1848.0000,0.475407
1849.0000,0.471937
1850.0000,0.473200
1851.0000,0.473692
1852.0000,0.473390
1853.0000,0.474987
1854.0000,0.474624
1855.0000,0.474026
1856.0000,0.473964
1857.0000,0.473961
1858.0000,0.474239
1859.0000,0.475272
1860.0000,0.472558
1861.0000,0.475863
1862.0000,0.473296
1863.0000,0.475799
1864.0000,0.473878
1865.0000,0.472369
1866.0000,0.470807
1867.0000,0.472186
1868.0000,0.470404
1869.0000,0.474765
1870.0000,0.471194
1871.0000,0.471734
1872.0000,0.471490
1873.0000,0.473265
1874.0000,0.467877
1875.0000,0.467170
1876.0000,0.468229
1877.0000,0.470148
1878.0000,0.468597
1879.0000,0.467903
1880.0000,0.468913
1881.0000,0.466265
1882.0000,0.463073
1883.0000,0.463415
1884.0000,0.464675
1885.0000,0.462171
1886.0000,0.463714
1887.0000,0.462643
1888.0000,0.461043
1889.0000,0.460611
1890.0000,0.460232
1891.0000,0.461059
1892.0000,0.462240
1893.0000,0.459348
1894.0000,0.458651
1895.0000,0.459224
1896.0000,0.455344
1897.0000,0.455444
1898.0000,0.457283
1899.0000,0.457210
1900.0000,0.454229
1901.0000,0.455714
1902.0000,0.453234
1903.0000,0.453996
1904.0000,0.453144
1905.0000,0.453585
1906.0000,0.451076
1907.0000,0.452066
1908.0000,0.451073
1909.0000,0.451223
1910.0000,0.452799
1911.0000,0.451357
1912.0000,0.451297
1913.0000,0.453240
1914.0000,0.452525
1915.0000,0.449907
1916.0000,0.453896
1917.0000,0.453858
1918.0000,0.453787
1919.0000,0.452422
1920.0000,0.456682
1921.0000,0.455724
1922.0000,0.454515
1923.0000,0.453074
1924.0000,0.456177
1925.0000,0.457195
1926.0000,0.455997
1927.0000,0.460363
1928.0000,0.459025
1929.0000,0.459911
1930.0000,0.457757
1931.0000,0.461209
1932.0000,0.463812
1933.0000,0.461854
1934.0000,0.463388
1935.0000,0.464181
1936.0000,0.465218
1937.0000,0.463669
1938.0000,0.466797
1939.0000,0.465404
1940.0000,0.467911
1941.0000,0.466574
1942.0000,0.469477
1943.0000,0.470718
1944.0000,0.468871
1945.0000,0.468010
1946.0000,0.471907
1947.0000,0.468811
1948.0000,0.470744
1949.0000,0.470278
1950.0000,0.471442
1951.0000,0.469511
1952.0000,0.470136
1953.0000,0.472830
1954.0000,0.473348
1955.0000,0.474400
1956.0000,0.471893
1957.0000,0.474426
1958.0000,0.475017
1959.0000,0.474012
1960.0000,0.474951
1961.0000,0.476837
1962.0000,0.476570
1963.0000,0.475102
1964.0000,0.474092
1965.0000,0.475546
1966.0000,0.474703
1967.0000,0.475301
1968.0000,0.475179
1969.0000,0.475843
1970.0000,0.475143
1971.0000,0.475832
1972.0000,0.476476
1973.0000,0.474599
1974.0000,0.474029
1975.0000,0.474831
1976.0000,0.474546
1977.0000,0.475570
1978.0000,0.476723
1979.0000,0.475665
1980.0000,0.476509
1981.0000,0.475641
1982.0000,0.475222
1983.0000,0.475428
1984.0000,0.475976
1985.0000,0.475086
1986.0000,0.475519
1987.0000,0.477657
1988.0000,0.476531
1989.0000,0.475778
1990.0000,0.471387
1991.0000,0.477173
1992.0000,0.477670
1993.0000,0.478171
1994.0000,0.476178
1995.0000,0.475513
1996.0000,0.474884
1997.0000,0.476046
1998.0000,0.476412
1999.0000,0.476004
2000.0000,0.475904
2001.0000,0.477319
2002.0000,0.477300
2003.0000,0.474798
2004.0000,0.475014
2005.0000,0.475121
2006.0000,0.475387
2007.0000,0.477875
2008.0000,0.477020
2009.0000,0.477937
2010.0000,0.474482
2011.0000,0.476403
2012.0000,0.475418
2013.0000,0.477661
2014.0000,0.474978
2015.0000,0.476613
2016.0000,0.476258
2017.0000,0.473586
2018.0000,0.474472
2019.0000,0.474986
2020.0000,0.474185
2021.0000,0.472973
2022.0000,0.475266
2023.0000,0.476943
2024.0000,0.474602
2025.0000,0.475133
2026.0000,0.473436
2027.0000,0.477973
2028.0000,0.475151
2029.0000,0.473736
2030.0000,0.477632
2031.0000,0.476505
2032.0000,0.474061
2033.0000,0.475618
2034.0000,0.472575
2035.0000,0.477167
2036.0000,0.474441
2037.0000,0.477205
2038.0000,0.476591
2039.0000,0.474641
2040.0000,0.472490
2041.0000,0.476941
2042.0000,0.474947
2043.0000,0.476022
2044.0000,0.474519
2045.0000,0.476613
2046.0000,0.473693
2047.0000,0.474511
2048.0000,0.475125
2049.0000,0.474688
2050.0000,0.475322
2051.0000,0.478150
2052.0000,0.475089
2053.0000,0.473427
2054.0000,0.474321
2055.0000,0.473509
2056.0000,0.472014
2057.0000,0.475810
2058.0000,0.472961
2059.0000,0.476311
2060.0000,0.476684
2061.0000,0.473124
2062.0000,0.476425
2063.0000,0.477802
2064.0000,0.474282
2065.0000,0.473412
2066.0000,0.472580
2067.0000,0.474867
2068.0000,0.473557
2069.0000,0.474497
2070.0000,0.473762
2071.0000,0.475919
2072.0000,0.473874
2073.0000,0.472772
2074.0000,0.474895
2075.0000,0.474373
2076.0000,0.474576
2077.0000,0.472332
2078.0000,0.473281
2079.0000,0.471623
2080.0000,0.473117
2081.0000,0.470979
2082.0000,0.473218
2083.0000,0.472181
2084.0000,0.473201
2085.0000,0.471610
2086.0000,0.470722
2087.0000,0.475837
2088.0000,0.472715
2089.0000,0.471221
2090.0000,0.471201
2091.0000,0.471979
2092.0000,0.472623
2093.0000,0.474047
2094.0000,0.472024
2095.0000,0.470615
2096.0000,0.475654
2097.0000,0.473007
2098.0000,0.471991
2099.0000,0.470223
2100.0000,0.472673
2101.0000,0.471073
2102.0000,0.470844
2103.0000,0.472512
2104.0000,0.471786
2105.0000,0.470740
2106.0000,0.472232
2107.0000,0.471106
2108.0000,0.469658
2109.0000,0.471947
2110.0000,0.470574
2111.0000,0.472293
2112.0000,0.471902
2113.0000,0.470932
2114.0000,0.468655
2115.0000,0.468717
2116.0000,0.471760
2117.0000,0.469429
2118.0000,0.469736
2119.0000,0.469104
2120.0000,0.470827
2121.0000,0.472308
2122.0000,0.469737
2123.0000,0.470640
2124.0000,0.471212
2125.0000,0.470492
2126.0000,0.470148
2127.0000,0.468510
2128.0000,0.472619
2129.0000,0.468755
2130.0000,0.471260
2131.0000,0.469527
2132.0000,0.466291
2133.0000,0.470731
2134.0000,0.468940
2135.0000,0.472217
2136.0000,0.470027
2137.0000,0.470668
2138.0000,0.469573
2139.0000,0.468441
2140.0000,0.470745
2141.0000,0.469697
2142.0000,0.470453
2143.0000,0.467326
2144.0000,0.467133
2145.0000,0.469260
2146.0000,0.469385
2147.0000,0.469040
2148.0000,0.470576
2149.0000,0.466733
2150.0000,0.469239
2151.0000,0.470705
2152.0000,0.471092
2153.0000,0.468987
2154.0000,0.467580
2155.0000,0.465190
2156.0000,0.467089
2157.0000,0.468124
2158.0000,0.468828
2159.0000,0.468133
2160.0000,0.465584
2161.0000,0.469796
2162.0000,0.466859
2163.0000,0.469064
2164.0000,0.466127
2165.0000,0.467890
2166.0000,0.466191
2167.0000,0.467455
2168.0000,0.464157
2169.0000,0.465440
2170.0000,0.468293
2171.0000,0.465773
2172.0000,0.464522
2173.0000,0.465369
2174.0000,0.463959
2175.0000,0.465806
2176.0000,0.467253
2177.0000,0.464282
2178.0000,0.465088
2179.0000,0.463501
2180.0000,0.466464
2181.0000,0.464645
2182.0000,0.463843
2183.0000,0.465649
2184.0000,0.465044
2185.0000,0.466957
2186.0000,0.466412
2187.0000,0.463214
2188.0000,0.464036
2189.0000,0.461587
2190.0000,0.464253
2191.0000,0.464482
2192.0000,0.463586
2193.0000,0.463954
2194.0000,0.463798
2195.0000,0.466636
2196.0000,0.463502
2197.0000,0.463686
2198.0000,0.464958
2199.0000,0.465400
2200.0000,0.463766
2201.0000,0.462907
2202.0000,0.464787
2203.0000,0.462961
2204.0000,0.460977
2205.0000,0.462821
2206.0000,0.461865
2207.0000,0.462198
2208.0000,0.462423
2209.0000,0.462826
2210.0000,0.461246
2211.0000,0.461967
2212.0000,0.463094
2213.0000,0.458747
2214.0000,0.462766
2215.0000,0.461662
2216.0000,0.459692
2217.0000,0.458337
2218.0000,0.459403
2219.0000,0.458738
2220.0000,0.456829
2221.0000,0.453908
2222.0000,0.459502
2223.0000,0.453918
2224.0000,0.452095
2225.0000,0.451978
2226.0000,0.449980
2227.0000,0.446120
2228.0000,0.447026
2229.0000,0.445634
2230.0000,0.447721
2231.0000,0.444704
2232.0000,0.439568
2233.0000,0.432764
2234.0000,0.432549
2235.0000,0.426566
2236.0000,0.420446
2237.0000,0.420622
2238.0000,0.418880
2239.0000,0.414718
2240.0000,0.411510
2241.0000,0.406580
2242.0000,0.401939
2243.0000,0.396904
2244.0000,0.390933
2245.0000,0.388865
2246.0000,0.387001
2247.0000,0.383558
2248.0000,0.380051
2249.0000,0.379332
2250.0000,0.377519
2251.0000,0.371843
2252.0000,0.372993
2253.0000,0.376770
2254.0000,0.373113
2255.0000,0.372490
2256.0000,0.374341
2257.0000,0.377082
2258.0000,0.378639
2259.0000,0.383112
2260.0000,0.387549
2261.0000,0.390759
2262.0000,0.391243
2263.0000,0.393511
2264.0000,0.397942
2265.0000,0.400673
2266.0000,0.407221
2267.0000,0.409475
2268.0000,0.410317
2269.0000,0.413386
2270.0000,0.419912
2271.0000,0.423851
2272.0000,0.427538
2273.0000,0.426105
2274.0000,0.435860
2275.0000,0.434127
2276.0000,0.438577
2277.0000,0.439933
2278.0000,0.437877
2279.0000,0.440361
2280.0000,0.440684
2281.0000,0.446085
2282.0000,0.445253
2283.0000,0.445841
2284.0000,0.449743
2285.0000,0.448026
2286.0000,0.448426
2287.0000,0.442293
2288.0000,0.445554
2289.0000,0.445006
2290.0000,0.444962
2291.0000,0.446814
2292.0000,0.445970
2293.0000,0.440691
2294.0000,0.443260
2295.0000,0.443615
2296.0000,0.441382
2297.0000,0.436548
2298.0000,0.438028
2299.0000,0.436081
2300.0000,0.436438
2301.0000,0.432836
2302.0000,0.427765
2303.0000,0.427879
2304.0000,0.426699
2305.0000,0.422571
2306.0000,0.420491
2307.0000,0.418854
2308.0000,0.412688
2309.0000,0.413378
2310.0000,0.408582
2311.0000,0.404949
2312.0000,0.399530
2313.0000,0.397234
2314.0000,0.396177
2315.0000,0.391424
2316.0000,0.383917
2317.0000,0.383027
2318.0000,0.376960
2319.0000,0.373008
2320.0000,0.365791
2321.0000,0.365927
2322.0000,0.360271
2323.0000,0.357910
2324.0000,0.354922
2325.0000,0.345359
2326.0000,0.343161
2327.0000,0.334439
2328.0000,0.337449
2329.0000,0.332743
2330.0000,0.328948
2331.0000,0.325420
2332.0000,0.322473
2333.0000,0.323081
2334.0000,0.312831
2335.0000,0.316573
2336.0000,0.312250
2337.0000,0.311712
2338.0000,0.309431
2339.0000,0.308974
2340.0000,0.310551
2341.0000,0.308734
2342.0000,0.312855
2343.0000,0.313422
2344.0000,0.311696
2345.0000,0.312731
2346.0000,0.312912
2347.0000,0.318693
2348.0000,0.319533
2349.0000,0.324978
2350.0000,0.326895
2351.0000,0.328718
2352.0000,0.332175
2353.0000,0.338480
2354.0000,0.337946
2355.0000,0.342320
2356.0000,0.342634
2357.0000,0.352269
2358.0000,0.356320
2359.0000,0.360169
2360.0000,0.364607
2361.0000,0.365299
2362.0000,0.369944
2363.0000,0.377801
2364.0000,0.378925
2365.0000,0.386518
2366.0000,0.386693
2367.0000,0.390851
2368.0000,0.399698
2369.0000,0.402403
2370.0000,0.399326
2371.0000,0.401921
2372.0000,0.405060
2373.0000,0.404635
2374.0000,0.408715
2375.0000,0.411807
2376.0000,0.417433
2377.0000,0.420200
2378.0000,0.422807
2379.0000,0.423359
2380.0000,0.421356
2381.0000,0.425278
2382.0000,0.428364
2383.0000,0.423064
2384.0000,0.424328
2385.0000,0.430987
2386.0000,0.428023
2387.0000,0.428687
2388.0000,0.426941
2389.0000,0.426199
2390.0000,0.428881
2391.0000,0.428247
2392.0000,0.430545
2393.0000,0.432262
2394.0000,0.433157
2395.0000,0.434398
2396.0000,0.432209
2397.0000,0.428475
2398.0000,0.430270
2399.0000,0.430588
2400.0000,0.434657
2401.0000,0.435630
2402.0000,0.436207
2403.0000,0.429042
2404.0000,0.428565
2405.0000,0.431690
2406.0000,0.433642
2407.0000,0.429121
2408.0000,0.435267
2409.0000,0.429322
2410.0000,0.430828
2411.0000,0.426421
2412.0000,0.428829
2413.0000,0.430581
2414.0000,0.429336
2415.0000,0.430331
2416.0000,0.434241
2417.0000,0.432057
2418.0000,0.432177
2419.0000,0.428805
2420.0000,0.428260
2421.0000,0.425422
2422.0000,0.424508
2423.0000,0.431358
2424.0000,0.429911
2425.0000,0.434961
2426.0000,0.426491
2427.0000,0.430767
2428.0000,0.429466
2429.0000,0.428304
2430.0000,0.426898
2431.0000,0.427836
2432.0000,0.427810
2433.0000,0.428456
2434.0000,0.424557
2435.0000,0.427214
2436.0000,0.424517
2437.0000,0.430078
2438.0000,0.425190
2439.0000,0.426731
2440.0000,0.425822
2441.0000,0.427734
2442.0000,0.424813
2443.0000,0.430844
2444.0000,0.423941
2445.0000,0.426824
2446.0000,0.420779
2447.0000,0.423943
2448.0000,0.429193
2449.0000,0.423775
2450.0000,0.418903
2451.0000,0.424311
2452.0000,0.423511
2453.0000,0.426614
2454.0000,0.423148
2455.0000,0.424716
2456.0000,0.422135
2457.0000,0.418052
2458.0000,0.422458
2459.0000,0.420833
2460.0000,0.419643
2461.0000,0.415017
2462.0000,0.426560
2463.0000,0.431169
2464.0000,0.419256
2465.0000,0.427721
2466.0000,0.422879
2467.0000,0.421728
2468.0000,0.415180
2469.0000,0.416662
2470.0000,0.422235
2471.0000,0.422065
2472.0000,0.412045
2473.0000,0.412704
2474.0000,0.424451
2475.0000,0.415442
2476.0000,0.420515
2477.0000,0.414072
2478.0000,0.424043
2479.0000,0.423257
2480.0000,0.408319
2481.0000,0.424542
2482.0000,0.424579
2483.0000,0.409989
2484.0000,0.418135
2485.0000,0.415671
2486.0000,0.421768
2487.0000,0.422831
2488.0000,0.411611
2489.0000,0.414977
2490.0000,0.414212
2491.0000,0.414329
2492.0000,0.416737
2493.0000,0.420362
2494.0000,0.415912
2495.0000,0.413967
2496.0000,0.412527
2497.0000,0.406896
2498.0000,0.411390
2499.0000,0.413526
2500.0000,0.427981
