# swirl-format: 1
# swirl-version: 0.1.0.dev0
# quantity: reflectance
# [illite_noisy] meta: {"synthetic": true, "end_member": "illite", "label": "Illite (AlOH ~2205 nm, stronger H2O than white mica)", "seed": [20260925, 2]}
# [illite_noisy] history: [{"name": "synthesize", "params": {"end_member": {"key": "illite", "label": "Illite (AlOH ~2205 nm, stronger H2O than white mica)", "continuum": [[350.0, 0.4], [600.0, 0.56], [1000.0, 0.66], [1400.0, 0.7], [2000.0, 0.67], [2500.0, 0.58]], "features": [{"center": 1410.0, "fwhm": 30.0, "depth": 0.13, "assignment": "OH"}, {"center": 1910.0, "fwhm": 50.0, "depth": 0.2, "assignment": "H2O"}, {"center": 2205.0, "fwhm": 42.0, "depth": 0.28, "assignment": "AlOH"}, {"center": 2350.0, "fwhm": 30.0, "depth": 0.08, "assignment": "AlOH secondary"}, {"center": 2440.0, "fwhm": 30.0, "depth": 0.05, "assignment": "AlOH secondary"}]}}, "swirl_version": "0.1.0.dev0"}, {"name": "add_noise", "params": {"base": 0.0015, "low_boost": 4.0, "low_scale": 30.0, "high_boost": 3.0, "high_scale": 60.0}, "swirl_version": "0.1.0.dev0"}, {"name": "apply_splice_offsets", "params": {"vnir": -0.018991598047361485, "swir2": -0.012250564256800569}, "swirl_version": "0.1.0.dev0"}]
wavelength_nm,illite_noisy
1559.0000,0.698725
1560.0000,0.696349
1561.0000,0.697876
1562.0000,0.696429
1563.0000,0.697058
1564.0000,0.700731
1565.0000,0.696063
1566.0000,0.694566
1567.0000,0.697283
1568.0000,0.697179
1569.0000,0.695691
1570.0000,0.693953
1571.0000,0.696231
1572.0000,0.697570
1573.0000,0.695236
1574.0000,0.697367
1575.0000,0.696365
1576.0000,0.697965
1577.0000,0.697611
1578.0000,0.696912
1579.0000,0.696325
1580.0000,0.694815
1581.0000,0.695855
1582.0000,0.698170
1583.0000,0.697880
1584.0000,0.693868
1585.0000,0.695538
1586.0000,0.696841
1587.0000,0.696869
1588.0000,0.697827
1589.0000,0.694363
1590.0000,0.694273
1591.0000,0.696661
1592.0000,0.696157
1593.0000,0.696871
1594.0000,0.694768
1595.0000,0.692355
1596.0000,0.694437
1597.0000,0.695777
1598.0000,0.694452
1599.0000,0.696679
1600.0000,0.694594
1601.0000,0.693863
1602.0000,0.698343
1603.0000,0.694588
1604.0000,0.695272
1605.0000,0.698393
1606.0000,0.695366
1607.0000,0.693142
1608.0000,0.694003
1609.0000,0.693797
1610.0000,0.691707
1611.0000,0.693731
1612.0000,0.694476
1613.0000,0.694464
1614.0000,0.696098
1615.0000,0.698770
1616.0000,0.696157
1617.0000,0.693910
1618.0000,0.696917
1619.0000,0.696770
1620.0000,0.694820
1621.0000,0.695849
1622.0000,0.694009
1623.0000,0.696527
1624.0000,0.695434
1625.0000,0.695342
1626.0000,0.695504
1627.0000,0.694819
1628.0000,0.696835
1629.0000,0.696554
1630.0000,0.692311
1631.0000,0.692987
1632.0000,0.692016
1633.0000,0.695827
1634.0000,0.693541
1635.0000,0.693039
1636.0000,0.694054
1637.0000,0.692439
1638.0000,0.694571
1639.0000,0.692693
1640.0000,0.693540
1641.0000,0.695131
1642.0000,0.693817
1643.0000,0.691280
1644.0000,0.693179
1645.0000,0.694637
1646.0000,0.692692
1647.0000,0.695237
1648.0000,0.693695
1649.0000,0.694025
1650.0000,0.691854
1651.0000,0.693289
1652.0000,0.694252
1653.0000,0.693734
1654.0000,0.697265
1655.0000,0.692334
1656.0000,0.693629
1657.0000,0.695205
1658.0000,0.692185
1659.0000,0.693529
1660.0000,0.692130
1661.0000,0.693304
1662.0000,0.694841
1663.0000,0.692512
1664.0000,0.691619
1665.0000,0.690827
1666.0000,0.694637
1667.0000,0.691494
1668.0000,0.692320
1669.0000,0.693033
1670.0000,0.692372
1671.0000,0.693522
1672.0000,0.691925
1673.0000,0.693176
1674.0000,0.691265
1675.0000,0.690991
1676.0000,0.691952
1677.0000,0.691831
1678.0000,0.692531
1679.0000,0.691784
1680.0000,0.690874
1681.0000,0.690674
1682.0000,0.692813
1683.0000,0.691119
1684.0000,0.690091
1685.0000,0.694093
1686.0000,0.690132
1687.0000,0.693224
1688.0000,0.691113
1689.0000,0.693012
1690.0000,0.689724
1691.0000,0.689318
1692.0000,0.689177
1693.0000,0.692645
1694.0000,0.691533
1695.0000,0.689902
1696.0000,0.690000
1697.0000,0.691690
1698.0000,0.689022
1699.0000,0.688001
1700.0000,0.690062
1701.0000,0.690228
1702.0000,0.689529
1703.0000,0.688536
1704.0000,0.694549
1705.0000,0.691875
1706.0000,0.691033
1707.0000,0.691753
1708.0000,0.689218
1709.0000,0.688954
1710.0000,0.688971
1711.0000,0.687082
1712.0000,0.688476
1713.0000,0.691824
1714.0000,0.688711
1715.0000,0.689275
1716.0000,0.690515
1717.0000,0.689943
1718.0000,0.689939
1719.0000,0.693254
1720.0000,0.689582
1721.0000,0.690846
1722.0000,0.690126
1723.0000,0.688461
1724.0000,0.689258
1725.0000,0.686977
1726.0000,0.692047
1727.0000,0.688692
1728.0000,0.687616
1729.0000,0.690330
1730.0000,0.687306
1731.0000,0.690211
1732.0000,0.686126
1733.0000,0.688614
1734.0000,0.689030
1735.0000,0.688646
1736.0000,0.688632
1737.0000,0.687332
1738.0000,0.685068
1739.0000,0.688917
1740.0000,0.687413
1741.0000,0.685444
1742.0000,0.689964
1743.0000,0.686448
1744.0000,0.692169
1745.0000,0.687464
1746.0000,0.688080
1747.0000,0.688517
1748.0000,0.687134
1749.0000,0.690513
1750.0000,0.688175
1751.0000,0.687911
1752.0000,0.689055
1753.0000,0.689328
1754.0000,0.686025
1755.0000,0.687516
1756.0000,0.685287
1757.0000,0.687342
1758.0000,0.688104
1759.0000,0.686820
1760.0000,0.688170
1761.0000,0.691621
1762.0000,0.689450
1763.0000,0.686609
1764.0000,0.687148
1765.0000,0.688135
1766.0000,0.689608
1767.0000,0.685213
1768.0000,0.688323
1769.0000,0.685429
1770.0000,0.687131
1771.0000,0.687252
1772.0000,0.688593
1773.0000,0.688193
1774.0000,0.684497
1775.0000,0.686123
1776.0000,0.687563
1777.0000,0.688504
1778.0000,0.687005
1779.0000,0.682844
1780.0000,0.686504
1781.0000,0.686674
1782.0000,0.686482
1783.0000,0.686272
1784.0000,0.688661
1785.0000,0.685446
1786.0000,0.686549
1787.0000,0.683371
1788.0000,0.686481
1789.0000,0.684353
1790.0000,0.685735
1791.0000,0.687726
1792.0000,0.684819
1793.0000,0.686156
1794.0000,0.686982
1795.0000,0.683338
1796.0000,0.684266
1797.0000,0.684455
1798.0000,0.686355
1799.0000,0.686792
1800.0000,0.682130
1801.0000,0.680421
1802.0000,0.676500
1803.0000,0.674276
1804.0000,0.675018
1805.0000,0.674152
1806.0000,0.676773
1807.0000,0.677617
1808.0000,0.673802
1809.0000,0.678488
1810.0000,0.676642
1811.0000,0.672954
1812.0000,0.678135
1813.0000,0.675255
1814.0000,0.674087
1815.0000,0.673462
1816.0000,0.675711
1817.0000,0.673122
1818.0000,0.675584
1819.0000,0.674662
1820.0000,0.676245
1821.0000,0.674863
1822.0000,0.674068
1823.0000,0.673012
1824.0000,0.676889
1825.0000,0.672783
1826.0000,0.675195
1827.0000,0.673532
1828.0000,0.671755
1829.0000,0.675011
1830.0000,0.677561
1831.0000,0.673321
1832.0000,0.674201
1833.0000,0.671336
1834.0000,0.674225
1835.0000,0.672336
1836.0000,0.674629
1837.0000,0.674731
1838.0000,0.674735
1839.0000,0.672571
1840.0000,0.673860
1841.0000,0.674710
1842.0000,0.671127
1843.0000,0.670252
1844.0000,0.670327
1845.0000,0.673110
1846.0000,0.674512
1847.0000,0.670704
1848.0000,0.671475
1849.0000,0.670709
1850.0000,0.668998
1851.0000,0.670322
1852.0000,0.669627
1853.0000,0.667225
1854.0000,0.668104
1855.0000,0.667196
1856.0000,0.665267
1857.0000,0.666398
1858.0000,0.665085
1859.0000,0.665666
1860.0000,0.665646
1861.0000,0.662490
1862.0000,0.661158
1863.0000,0.659584
1864.0000,0.659027
1865.0000,0.658741
1866.0000,0.656727
1867.0000,0.652597
1868.0000,0.652668
1869.0000,0.649421
1870.0000,0.648736
1871.0000,0.647604
1872.0000,0.646347
1873.0000,0.642121
1874.0000,0.640415
1875.0000,0.638122
1876.0000,0.635590
1877.0000,0.631649
1878.0000,0.627546
1879.0000,0.624439
1880.0000,0.619795
1881.0000,0.615735
1882.0000,0.615055
1883.0000,0.611044
1884.0000,0.607940
1885.0000,0.604838
1886.0000,0.597601
1887.0000,0.596972
1888.0000,0.591649
1889.0000,0.590405
1890.0000,0.582743
1891.0000,0.579253
1892.0000,0.576465
1893.0000,0.573395
1894.0000,0.569677
1895.0000,0.564787
1896.0000,0.563022
1897.0000,0.560050
1898.0000,0.555196
1899.0000,0.553218
1900.0000,0.551028
1901.0000,0.545394
1902.0000,0.543237
1903.0000,0.540405
1904.0000,0.540077
1905.0000,0.536391
1906.0000,0.540312
1907.0000,0.537269
1908.0000,0.534521
1909.0000,0.535884
1910.0000,0.535969
1911.0000,0.537155
1912.0000,0.534821
1913.0000,0.537841
1914.0000,0.538521
1915.0000,0.538194
1916.0000,0.537830
1917.0000,0.541226
1918.0000,0.545564
1919.0000,0.543938
1920.0000,0.547416
1921.0000,0.549984
1922.0000,0.553162
1923.0000,0.555212
1924.0000,0.557347
1925.0000,0.564146
1926.0000,0.568761
1927.0000,0.571544
1928.0000,0.572556
1929.0000,0.578101
1930.0000,0.580420
1931.0000,0.584250
1932.0000,0.591152
1933.0000,0.591565
1934.0000,0.597501
1935.0000,0.599050
1936.0000,0.604084
1937.0000,0.604770
1938.0000,0.608193
1939.0000,0.613432
1940.0000,0.617214
1941.0000,0.623624
1942.0000,0.625280
1943.0000,0.623978
1944.0000,0.630326
1945.0000,0.630405
1946.0000,0.634144
1947.0000,0.636476
1948.0000,0.637283
1949.0000,0.642262
1950.0000,0.643479
1951.0000,0.643397
1952.0000,0.647485
1953.0000,0.648713
1954.0000,0.649479
1955.0000,0.649449
1956.0000,0.651903
1957.0000,0.655328
1958.0000,0.656412
1959.0000,0.654640
1960.0000,0.654941
1961.0000,0.657575
1962.0000,0.660065
1963.0000,0.658557
1964.0000,0.658886
1965.0000,0.661067
1966.0000,0.659711
1967.0000,0.659559
1968.0000,0.659756
1969.0000,0.658857
1970.0000,0.661125
1971.0000,0.660010
1972.0000,0.661514
1973.0000,0.664120
1974.0000,0.662499
1975.0000,0.662448
1976.0000,0.660813
1977.0000,0.662884
1978.0000,0.667050
1979.0000,0.661728
1980.0000,0.664706
1981.0000,0.662590
1982.0000,0.660940
1983.0000,0.663597
1984.0000,0.664447
1985.0000,0.663449
1986.0000,0.663472
1987.0000,0.664337
1988.0000,0.661828
1989.0000,0.662807
1990.0000,0.664905
1991.0000,0.663129
1992.0000,0.659056
1993.0000,0.661973
1994.0000,0.661240
1995.0000,0.664497
1996.0000,0.659084
1997.0000,0.659279
1998.0000,0.663098
1999.0000,0.664166
2000.0000,0.661970
2001.0000,0.659188
2002.0000,0.662470
2003.0000,0.662108
2004.0000,0.660691
2005.0000,0.660406
2006.0000,0.662163
2007.0000,0.659853
2008.0000,0.660270
2009.0000,0.661936
2010.0000,0.658713
2011.0000,0.661755
2012.0000,0.660401
2013.0000,0.661953
2014.0000,0.661208
2015.0000,0.660938
2016.0000,0.656777
2017.0000,0.659602
2018.0000,0.659793
2019.0000,0.660105
2020.0000,0.660098
2021.0000,0.662560
2022.0000,0.658366
2023.0000,0.659899
2024.0000,0.660115
2025.0000,0.658775
2026.0000,0.659302
2027.0000,0.661358
2028.0000,0.658562
2029.0000,0.657019
2030.0000,0.659924
2031.0000,0.658512
2032.0000,0.657644
2033.0000,0.659256
2034.0000,0.656091
2035.0000,0.659084
2036.0000,0.659394
2037.0000,0.657568
2038.0000,0.657263
2039.0000,0.655112
2040.0000,0.656619
2041.0000,0.661181
2042.0000,0.658634
2043.0000,0.656635
2044.0000,0.657407
2045.0000,0.654864
2046.0000,0.656974
2047.0000,0.657897
2048.0000,0.658517
2049.0000,0.658430
2050.0000,0.656483
2051.0000,0.658029
2052.0000,0.657556
2053.0000,0.655040
2054.0000,0.659467
2055.0000,0.658206
2056.0000,0.655670
2057.0000,0.657792
2058.0000,0.656034
2059.0000,0.655624
2060.0000,0.657504
2061.0000,0.655418
2062.0000,0.656017
2063.0000,0.656034
2064.0000,0.656130
2065.0000,0.656778
2066.0000,0.656946
2067.0000,0.655926
2068.0000,0.654928
2069.0000,0.652838
2070.0000,0.654662
2071.0000,0.655394
2072.0000,0.655744
2073.0000,0.654582
2074.0000,0.652471
2075.0000,0.654707
2076.0000,0.653652
2077.0000,0.654356
2078.0000,0.652391
2079.0000,0.654471
2080.0000,0.652307
2081.0000,0.653589
2082.0000,0.654260
2083.0000,0.656673
2084.0000,0.654155
2085.0000,0.655120
2086.0000,0.652800
2087.0000,0.650444
2088.0000,0.653076
2089.0000,0.655144
2090.0000,0.651665
2091.0000,0.652564
2092.0000,0.652371
2093.0000,0.652111
2094.0000,0.652031
2095.0000,0.652169
2096.0000,0.651024
2097.0000,0.652107
2098.0000,0.651144
2099.0000,0.653135
2100.0000,0.651635
2101.0000,0.651395
2102.0000,0.653383
2103.0000,0.649782
2104.0000,0.653838
2105.0000,0.650290
2106.0000,0.652112
2107.0000,0.649794
2108.0000,0.649437
2109.0000,0.649614
2110.0000,0.651729
2111.0000,0.651423
2112.0000,0.650883
2113.0000,0.650977
2114.0000,0.645051
2115.0000,0.650103
2116.0000,0.649682
2117.0000,0.649500
2118.0000,0.648248
2119.0000,0.648592
2120.0000,0.650390
2121.0000,0.648915
2122.0000,0.648084
2123.0000,0.646573
2124.0000,0.648057
2125.0000,0.646680
2126.0000,0.646353
2127.0000,0.647520
2128.0000,0.645137
2129.0000,0.646052
2130.0000,0.648262
2131.0000,0.647126
2132.0000,0.645950
2133.0000,0.645922
2134.0000,0.646052
2135.0000,0.647892
2136.0000,0.645818
2137.0000,0.648580
2138.0000,0.646433
2139.0000,0.647318
2140.0000,0.645121
2141.0000,0.645264
2142.0000,0.646398
2143.0000,0.643637
2144.0000,0.644311
2145.0000,0.646151
2146.0000,0.647313
2147.0000,0.645557
2148.0000,0.642769
2149.0000,0.641365
2150.0000,0.642734
2151.0000,0.641236
2152.0000,0.638706
2153.0000,0.639434
2154.0000,0.637548
2155.0000,0.638718
2156.0000,0.637262
2157.0000,0.637354
2158.0000,0.634402
2159.0000,0.638043
2160.0000,0.636708
2161.0000,0.634767
2162.0000,0.634330
2163.0000,0.633048
2164.0000,0.632636
2165.0000,0.627444
2166.0000,0.624612
2167.0000,0.623064
2168.0000,0.619207
2169.0000,0.614719
2170.0000,0.614789
2171.0000,0.613569
2172.0000,0.606474
2173.0000,0.604988
2174.0000,0.600913
2175.0000,0.598597
2176.0000,0.590742
2177.0000,0.585266
2178.0000,0.584253
2179.0000,0.578236
2180.0000,0.571207
2181.0000,0.568673
2182.0000,0.561235
2183.0000,0.554649
2184.0000,0.549050
2185.0000,0.543011
2186.0000,0.538678
2187.0000,0.529114
2188.0000,0.525852
2189.0000,0.516342
2190.0000,0.512832
2191.0000,0.507462
2192.0000,0.501221
2193.0000,0.494489
2194.0000,0.489931
2195.0000,0.484004
2196.0000,0.479754
2197.0000,0.475162
2198.0000,0.474344
2199.0000,0.473610
2200.0000,0.462687
2201.0000,0.464841
2202.0000,0.458933
2203.0000,0.460198
2204.0000,0.456383
2205.0000,0.454757
2206.0000,0.459025
2207.0000,0.457573
2208.0000,0.461240
2209.0000,0.459610
2210.0000,0.462133
2211.0000,0.467331
2212.0000,0.469338
2213.0000,0.474037
2214.0000,0.479795
2215.0000,0.480895
2216.0000,0.483650
2217.0000,0.489841
2218.0000,0.499953
2219.0000,0.502109
2220.0000,0.510665
2221.0000,0.515124
2222.0000,0.517124
2223.0000,0.527657
2224.0000,0.531893
2225.0000,0.538038
2226.0000,0.543436
2227.0000,0.548557
2228.0000,0.554556
2229.0000,0.561166
2230.0000,0.565498
2231.0000,0.568034
2232.0000,0.573951
2233.0000,0.579599
2234.0000,0.585438
2235.0000,0.586809
2236.0000,0.589065
2237.0000,0.595730
2238.0000,0.595311
2239.0000,0.601299
2240.0000,0.604044
2241.0000,0.608559
2242.0000,0.609357
2243.0000,0.606767
2244.0000,0.611296
2245.0000,0.613880
2246.0000,0.614689
2247.0000,0.614999
2248.0000,0.622007
2249.0000,0.617688
2250.0000,0.620959
2251.0000,0.623361
2252.0000,0.621903
2253.0000,0.623749
2254.0000,0.620020
2255.0000,0.625169
2256.0000,0.620291
2257.0000,0.623938
2258.0000,0.624452
2259.0000,0.623332
2260.0000,0.623886
2261.0000,0.625713
2262.0000,0.623821
2263.0000,0.625148
2264.0000,0.620649
2265.0000,0.621911
2266.0000,0.624743
2267.0000,0.624812
2268.0000,0.626848
2269.0000,0.625519
2270.0000,0.620963
2271.0000,0.621988
2272.0000,0.622470
2273.0000,0.621239
2274.0000,0.622340
2275.0000,0.623161
2276.0000,0.623624
2277.0000,0.620235
2278.0000,0.618259
2279.0000,0.621122
2280.0000,0.621403
2281.0000,0.622088
2282.0000,0.620090
2283.0000,0.621566
2284.0000,0.622069
2285.0000,0.621117
2286.0000,0.619415
2287.0000,0.622502
2288.0000,0.620123
2289.0000,0.620998
2290.0000,0.620281
2291.0000,0.619965
2292.0000,0.620243
2293.0000,0.620266
2294.0000,0.619648
2295.0000,0.618998
2296.0000,0.618861
2297.0000,0.617116
2298.0000,0.617470
2299.0000,0.614902
2300.0000,0.617236
2301.0000,0.616399
2302.0000,0.618812
2303.0000,0.618805
2304.0000,0.618358
2305.0000,0.616116
2306.0000,0.615503
2307.0000,0.612556
2308.0000,0.616354
2309.0000,0.613751
2310.0000,0.617027
2311.0000,0.618701
2312.0000,0.613948
2313.0000,0.615319
2314.0000,0.613189
2315.0000,0.614970
2316.0000,0.615793
2317.0000,0.610213
2318.0000,0.613050
2319.0000,0.610965
2320.0000,0.610573
2321.0000,0.610310
2322.0000,0.607341
2323.0000,0.609310
2324.0000,0.607518
2325.0000,0.604303
2326.0000,0.604266
2327.0000,0.604228
2328.0000,0.598725
2329.0000,0.599596
2330.0000,0.596411
2331.0000,0.595183
2332.0000,0.593576
2333.0000,0.588952
2334.0000,0.587705
2335.0000,0.587029
2336.0000,0.581426
2337.0000,0.579952
2338.0000,0.578166
2339.0000,0.575238
2340.0000,0.570580
2341.0000,0.571743
2342.0000,0.565667
2343.0000,0.564405
2344.0000,0.564035
2345.0000,0.561656
2346.0000,0.564664
2347.0000,0.560898
2348.0000,0.557479
2349.0000,0.555195
2350.0000,0.559183
2351.0000,0.556435
2352.0000,0.556033
2353.0000,0.556898
2354.0000,0.559323
2355.0000,0.560907
2356.0000,0.563970
2357.0000,0.564126
2358.0000,0.565108
2359.0000,0.569804
2360.0000,0.569217
2361.0000,0.567430
2362.0000,0.575368
2363.0000,0.574524
2364.0000,0.578066
2365.0000,0.578555
2366.0000,0.585002
2367.0000,0.586011
2368.0000,0.588442
2369.0000,0.586374
2370.0000,0.591542
2371.0000,0.588437
2372.0000,0.588994
2373.0000,0.593425
2374.0000,0.594005
2375.0000,0.594021
2376.0000,0.594753
2377.0000,0.595914
2378.0000,0.600319
2379.0000,0.595611
2380.0000,0.596726
2381.0000,0.598838
2382.0000,0.600101
2383.0000,0.600699
2384.0000,0.598256
2385.0000,0.603050
2386.0000,0.598927
2387.0000,0.595014
2388.0000,0.596204
2389.0000,0.598199
2390.0000,0.595314
2391.0000,0.597399
2392.0000,0.600984
2393.0000,0.595941
2394.0000,0.600660
2395.0000,0.594117
2396.0000,0.600187
2397.0000,0.595049
2398.0000,0.596127
2399.0000,0.598021
2400.0000,0.592557
2401.0000,0.598111
2402.0000,0.594102
2403.0000,0.591457
2404.0000,0.594058
2405.0000,0.597886
2406.0000,0.593926
2407.0000,0.587554
2408.0000,0.592761
2409.0000,0.594501
2410.0000,0.595584
2411.0000,0.589684
2412.0000,0.592411
2413.0000,0.589853
2414.0000,0.586192
2415.0000,0.587295
2416.0000,0.586287
2417.0000,0.586771
2418.0000,0.583766
2419.0000,0.586395
2420.0000,0.580819
2421.0000,0.581177
2422.0000,0.584107
2423.0000,0.581013
2424.0000,0.577621
2425.0000,0.572196
2426.0000,0.577716
2427.0000,0.573722
2428.0000,0.573607
2429.0000,0.568792
2430.0000,0.565048
2431.0000,0.567253
2432.0000,0.566411
2433.0000,0.564667
2434.0000,0.566092
2435.0000,0.568837
2436.0000,0.559355
2437.0000,0.557644
2438.0000,0.562674
2439.0000,0.562738
2440.0000,0.559889
2441.0000,0.559832
2442.0000,0.559599
2443.0000,0.558009
2444.0000,0.558855
2445.0000,0.559286
2446.0000,0.562446
2447.0000,0.560281
2448.0000,0.562637
2449.0000,0.564385
2450.0000,0.564949
2451.0000,0.564530
2452.0000,0.562331
2453.0000,0.564830
2454.0000,0.562442
2455.0000,0.569879
2456.0000,0.574966
2457.0000,0.564124
2458.0000,0.571888
2459.0000,0.576596
2460.0000,0.577112
2461.0000,0.570858
2462.0000,0.572126
2463.0000,0.574658
2464.0000,0.578277
2465.0000,0.579763
2466.0000,0.569779
2467.0000,0.574914
2468.0000,0.575017
2469.0000,0.574433
2470.0000,0.581231
2471.0000,0.578179
2472.0000,0.575879
2473.0000,0.586366
2474.0000,0.578036
2475.0000,0.586633
2476.0000,0.579028
2477.0000,0.574756
2478.0000,0.576201
2479.0000,0.577204
2480.0000,0.578607
2481.0000,0.571357
2482.0000,0.575910
2483.0000,0.570960
2484.0000,0.578222
2485.0000,0.571640
2486.0000,0.569174
2487.0000,0.568940
2488.0000,0.582095
2489.0000,0.574389
2490.0000,0.564802
2491.0000,0.567733
2492.0000,0.575388
2493.0000,0.585351
2494.0000,0.577605
2495.0000,0.576780
2496.0000,0.574386
2497.0000,0.576772
2498.0000,0.565044
2499.0000,0.574967
2500.0000,0.573923
