# swirl-format: 1
# swirl-version: 0.1.0.dev0
# quantity: reflectance
# [chlorite] meta: {"synthetic": true, "end_member": "chlorite", "label": "Chlorite (Fe-Mg intermediate: FeOH ~2253 nm, MgOH ~2340 nm)"}
# [chlorite] history: [{"name": "synthesize", "params": {"end_member": {"key": "chlorite", "label": "Chlorite (Fe-Mg intermediate: FeOH ~2253 nm, MgOH ~2340 nm)", "continuum": [[350.0, 0.18], [600.0, 0.32], [1000.0, 0.42], [1400.0, 0.48], [2000.0, 0.48], [2500.0, 0.42]], "features": [{"center": 1050.0, "fwhm": 350.0, "depth": 0.15, "assignment": "Fe2+ crystal field"}, {"center": 1395.0, "fwhm": 25.0, "depth": 0.08, "assignment": "OH"}, {"center": 1910.0, "fwhm": 50.0, "depth": 0.05, "assignment": "H2O"}, {"center": 2253.0, "fwhm": 30.0, "depth": 0.18, "assignment": "FeOH"}, {"center": 2340.0, "fwhm": 45.0, "depth": 0.3, "assignment": "MgOH"}]}}, "swirl_version": "0.1.0.dev0"}]
wavelength_nm,chlorite
1584.0000,0.479887
1585.0000,0.479889
1586.0000,0.479892
1587.0000,0.479895
1588.0000,0.479897
1589.0000,0.479900
1590.0000,0.479902
1591.0000,0.479904
1592.0000,0.479907
1593.0000,0.479909
1594.0000,0.479911
1595.0000,0.479913
1596.0000,0.479915
1597.0000,0.479918
1598.0000,0.479920
1599.0000,0.479922
1600.0000,0.479923
1601.0000,0.479925
1602.0000,0.479927
1603.0000,0.479929
1604.0000,0.479931
1605.0000,0.479932
1606.0000,0.479934
1607.0000,0.479936
1608.0000,0.479937
1609.0000,0.479939
1610.0000,0.479940
1611.0000,0.479942
1612.0000,0.479943
1613.0000,0.479945
1614.0000,0.479946
1615.0000,0.479948
1616.0000,0.479949
1617.0000,0.479950
1618.0000,0.479951
1619.0000,0.479953
1620.0000,0.479954
1621.0000,0.479955
1622.0000,0.479956
1623.0000,0.479957
1624.0000,0.479958
1625.0000,0.479960
1626.0000,0.479961
1627.0000,0.479962
1628.0000,0.479963
1629.0000,0.479964
1630.0000,0.479964
1631.0000,0.479965
1632.0000,0.479966
1633.0000,0.479967
1634.0000,0.479968
1635.0000,0.479969
1636.0000,0.479970
1637.0000,0.479970
1638.0000,0.479971
1639.0000,0.479972
1640.0000,0.479973
1641.0000,0.479973
1642.0000,0.479974
1643.0000,0.479975
1644.0000,0.479976
1645.0000,0.479976
1646.0000,0.479977
1647.0000,0.479977
1648.0000,0.479978
1649.0000,0.479979
1650.0000,0.479979
1651.0000,0.479980
1652.0000,0.479980
1653.0000,0.479981
1654.0000,0.479981
1655.0000,0.479982
1656.0000,0.479982
1657.0000,0.479983
1658.0000,0.479983
1659.0000,0.479984
1660.0000,0.479984
1661.0000,0.479985
1662.0000,0.479985
1663.0000,0.479985
1664.0000,0.479986
1665.0000,0.479986
1666.0000,0.479987
1667.0000,0.479987
1668.0000,0.479987
1669.0000,0.479988
1670.0000,0.479988
1671.0000,0.479988
1672.0000,0.479989
1673.0000,0.479989
1674.0000,0.479989
1675.0000,0.479990
1676.0000,0.479990
1677.0000,0.479990
1678.0000,0.479990
1679.0000,0.479991
1680.0000,0.479991
1681.0000,0.479991
1682.0000,0.479991
1683.0000,0.479992
1684.0000,0.479992
1685.0000,0.479992
1686.0000,0.479992
1687.0000,0.479993
1688.0000,0.479993
1689.0000,0.479993
1690.0000,0.479993
1691.0000,0.479993
1692.0000,0.479994
1693.0000,0.479994
1694.0000,0.479994
1695.0000,0.479994
1696.0000,0.479994
1697.0000,0.479994
1698.0000,0.479995
1699.0000,0.479995
1700.0000,0.479995
1701.0000,0.479995
1702.0000,0.479995
1703.0000,0.479995
1704.0000,0.479996
1705.0000,0.479996
1706.0000,0.479996
1707.0000,0.479996
1708.0000,0.479996
1709.0000,0.479996
1710.0000,0.479996
1711.0000,0.479996
1712.0000,0.479996
1713.0000,0.479997
1714.0000,0.479997
1715.0000,0.479997
1716.0000,0.479997
1717.0000,0.479997
1718.0000,0.479997
1719.0000,0.479997
1720.0000,0.479997
1721.0000,0.479997
1722.0000,0.479997
1723.0000,0.479997
1724.0000,0.479998
1725.0000,0.479998
1726.0000,0.479998
1727.0000,0.479998
1728.0000,0.479998
1729.0000,0.479998
1730.0000,0.479998
1731.0000,0.479998
1732.0000,0.479998
1733.0000,0.479998
1734.0000,0.479998
1735.0000,0.479998
1736.0000,0.479998
1737.0000,0.479998
1738.0000,0.479998
1739.0000,0.479998
1740.0000,0.479998
1741.0000,0.479999
1742.0000,0.479999
1743.0000,0.479999
1744.0000,0.479999
1745.0000,0.479999
1746.0000,0.479999
1747.0000,0.479999
1748.0000,0.479999
1749.0000,0.479999
1750.0000,0.479999
1751.0000,0.479999
1752.0000,0.479999
1753.0000,0.479999
1754.0000,0.479999
1755.0000,0.479999
1756.0000,0.479999
1757.0000,0.479999
1758.0000,0.479999
1759.0000,0.479999
1760.0000,0.479999
1761.0000,0.479999
1762.0000,0.479999
1763.0000,0.479999
1764.0000,0.479999
1765.0000,0.479999
1766.0000,0.479999
1767.0000,0.479999
1768.0000,0.479999
1769.0000,0.479999
1770.0000,0.479999
1771.0000,0.479999
1772.0000,0.479999
1773.0000,0.479999
1774.0000,0.479999
1775.0000,0.480000
1776.0000,0.480000
1777.0000,0.480000
1778.0000,0.480000
1779.0000,0.480000
1780.0000,0.480000
1781.0000,0.480000
1782.0000,0.480000
1783.0000,0.480000
1784.0000,0.480000
1785.0000,0.480000
1786.0000,0.480000
1787.0000,0.480000
1788.0000,0.480000
1789.0000,0.480000
1790.0000,0.480000
1791.0000,0.480000
1792.0000,0.480000
1793.0000,0.480000
1794.0000,0.480000
1795.0000,0.480000
1796.0000,0.480000
1797.0000,0.480000
1798.0000,0.480000
1799.0000,0.480000
1800.0000,0.480000
1801.0000,0.480000
1802.0000,0.480000
1803.0000,0.480000
1804.0000,0.480000
1805.0000,0.480000
1806.0000,0.480000
1807.0000,0.480000
1808.0000,0.480000
1809.0000,0.480000
1810.0000,0.479999
1811.0000,0.479999
1812.0000,0.479999
1813.0000,0.479999
1814.0000,0.479999
1815.0000,0.479999
1816.0000,0.479999
1817.0000,0.479998
1818.0000,0.479998
1819.0000,0.479997
1820.0000,0.479997
1821.0000,0.479996
1822.0000,0.479995
1823.0000,0.479994
1824.0000,0.479993
1825.0000,0.479992
1826.0000,0.479990
1827.0000,0.479988
1828.0000,0.479986
1829.0000,0.479983
1830.0000,0.479980
1831.0000,0.479976
1832.0000,0.479972
1833.0000,0.479966
1834.0000,0.479960
1835.0000,0.479953
1836.0000,0.479945
1837.0000,0.479935
1838.0000,0.479923
1839.0000,0.479910
1840.0000,0.479895
1841.0000,0.479878
1842.0000,0.479858
1843.0000,0.479835
1844.0000,0.479808
1845.0000,0.479779
1846.0000,0.479744
1847.0000,0.479706
1848.0000,0.479662
1849.0000,0.479613
1850.0000,0.479557
1851.0000,0.479495
1852.0000,0.479425
1853.0000,0.479346
1854.0000,0.479259
1855.0000,0.479162
1856.0000,0.479054
1857.0000,0.478935
1858.0000,0.478804
1859.0000,0.478659
1860.0000,0.478500
1861.0000,0.478326
1862.0000,0.478136
1863.0000,0.477929
1864.0000,0.477704
1865.0000,0.477460
1866.0000,0.477196
1867.0000,0.476912
1868.0000,0.476607
1869.0000,0.476280
1870.0000,0.475930
1871.0000,0.475558
1872.0000,0.475161
1873.0000,0.474742
1874.0000,0.474298
1875.0000,0.473831
1876.0000,0.473341
1877.0000,0.472827
1878.0000,0.472291
1879.0000,0.471733
1880.0000,0.471154
1881.0000,0.470556
1882.0000,0.469940
1883.0000,0.469307
1884.0000,0.468660
1885.0000,0.468000
1886.0000,0.467330
1887.0000,0.466652
1888.0000,0.465969
1889.0000,0.465283
1890.0000,0.464599
1891.0000,0.463918
1892.0000,0.463244
1893.0000,0.462581
1894.0000,0.461932
1895.0000,0.461300
1896.0000,0.460689
1897.0000,0.460102
1898.0000,0.459542
1899.0000,0.459014
1900.0000,0.458519
1901.0000,0.458062
1902.0000,0.457644
1903.0000,0.457269
1904.0000,0.456939
1905.0000,0.456656
1906.0000,0.456422
1907.0000,0.456238
1908.0000,0.456106
1909.0000,0.456027
1910.0000,0.456000
1911.0000,0.456027
1912.0000,0.456106
1913.0000,0.456238
1914.0000,0.456422
1915.0000,0.456656
1916.0000,0.456939
1917.0000,0.457269
1918.0000,0.457644
1919.0000,0.458062
1920.0000,0.458519
1921.0000,0.459014
1922.0000,0.459542
1923.0000,0.460102
1924.0000,0.460689
1925.0000,0.461300
1926.0000,0.461932
1927.0000,0.462581
1928.0000,0.463245
1929.0000,0.463918
1930.0000,0.464599
1931.0000,0.465284
1932.0000,0.465969
1933.0000,0.466652
1934.0000,0.467330
1935.0000,0.468000
1936.0000,0.468660
1937.0000,0.469307
1938.0000,0.469940
1939.0000,0.470556
1940.0000,0.471154
1941.0000,0.471733
1942.0000,0.472291
1943.0000,0.472827
1944.0000,0.473341
1945.0000,0.473831
1946.0000,0.474298
1947.0000,0.474742
1948.0000,0.475161
1949.0000,0.475558
1950.0000,0.475930
1951.0000,0.476280
1952.0000,0.476607
1953.0000,0.476912
1954.0000,0.477196
1955.0000,0.477460
1956.0000,0.477704
1957.0000,0.477929
1958.0000,0.478136
1959.0000,0.478326
1960.0000,0.478500
1961.0000,0.478659
1962.0000,0.478804
1963.0000,0.478935
1964.0000,0.479054
1965.0000,0.479162
1966.0000,0.479259
1967.0000,0.479346
1968.0000,0.479425
1969.0000,0.479495
1970.0000,0.479557
1971.0000,0.479613
1972.0000,0.479662
1973.0000,0.479706
1974.0000,0.479745
1975.0000,0.479779
1976.0000,0.479809
1977.0000,0.479835
1978.0000,0.479858
1979.0000,0.479878
1980.0000,0.479895
1981.0000,0.479910
1982.0000,0.479924
1983.0000,0.479935
1984.0000,0.479945
1985.0000,0.479953
1986.0000,0.479960
1987.0000,0.479967
1988.0000,0.479972
1989.0000,0.479976
1990.0000,0.479980
1991.0000,0.479983
1992.0000,0.479986
1993.0000,0.479988
1994.0000,0.479990
1995.0000,0.479992
1996.0000,0.479993
1997.0000,0.479995
1998.0000,0.479996
1999.0000,0.479996
2000.0000,0.479997
2001.0000,0.479997
2002.0000,0.479997
2003.0000,0.479995
2004.0000,0.479993
2005.0000,0.479990
2006.0000,0.479986
2007.0000,0.479981
2008.0000,0.479976
2009.0000,0.479970
2010.0000,0.479963
2011.0000,0.479955
2012.0000,0.479947
2013.0000,0.479938
2014.0000,0.479928
2015.0000,0.479917
2016.0000,0.479906
2017.0000,0.479894
2018.0000,0.479881
2019.0000,0.479868
2020.0000,0.479854
2021.0000,0.479839
2022.0000,0.479823
2023.0000,0.479807
2024.0000,0.479790
2025.0000,0.479772
2026.0000,0.479754
2027.0000,0.479735
2028.0000,0.479715
2029.0000,0.479694
2030.0000,0.479673
2031.0000,0.479651
2032.0000,0.479629
2033.0000,0.479605
2034.0000,0.479582
2035.0000,0.479557
2036.0000,0.479532
2037.0000,0.479505
2038.0000,0.479479
2039.0000,0.479451
2040.0000,0.479423
2041.0000,0.479395
2042.0000,0.479365
2043.0000,0.479335
2044.0000,0.479304
2045.0000,0.479273
2046.0000,0.479241
2047.0000,0.479208
2048.0000,0.479174
2049.0000,0.479140
2050.0000,0.479105
2051.0000,0.479070
2052.0000,0.479034
2053.0000,0.478997
2054.0000,0.478960
2055.0000,0.478922
2056.0000,0.478883
2057.0000,0.478843
2058.0000,0.478803
2059.0000,0.478763
2060.0000,0.478721
2061.0000,0.478679
2062.0000,0.478637
2063.0000,0.478593
2064.0000,0.478549
2065.0000,0.478505
2066.0000,0.478460
2067.0000,0.478414
2068.0000,0.478367
2069.0000,0.478320
2070.0000,0.478272
2071.0000,0.478224
2072.0000,0.478175
2073.0000,0.478125
2074.0000,0.478075
2075.0000,0.478024
2076.0000,0.477973
2077.0000,0.477920
2078.0000,0.477868
2079.0000,0.477814
2080.0000,0.477760
2081.0000,0.477706
2082.0000,0.477650
2083.0000,0.477595
2084.0000,0.477538
2085.0000,0.477481
2086.0000,0.477423
2087.0000,0.477365
2088.0000,0.477306
2089.0000,0.477247
2090.0000,0.477187
2091.0000,0.477126
2092.0000,0.477065
2093.0000,0.477003
2094.0000,0.476940
2095.0000,0.476877
2096.0000,0.476813
2097.0000,0.476749
2098.0000,0.476684
2099.0000,0.476619
2100.0000,0.476553
2101.0000,0.476486
2102.0000,0.476419
2103.0000,0.476351
2104.0000,0.476283
2105.0000,0.476214
2106.0000,0.476144
2107.0000,0.476074
2108.0000,0.476004
2109.0000,0.475932
2110.0000,0.475860
2111.0000,0.475788
2112.0000,0.475715
2113.0000,0.475642
2114.0000,0.475568
2115.0000,0.475493
2116.0000,0.475418
2117.0000,0.475342
2118.0000,0.475266
2119.0000,0.475189
2120.0000,0.475111
2121.0000,0.475033
2122.0000,0.474955
2123.0000,0.474876
2124.0000,0.474796
2125.0000,0.474716
2126.0000,0.474635
2127.0000,0.474554
2128.0000,0.474472
2129.0000,0.474390
2130.0000,0.474307
2131.0000,0.474223
2132.0000,0.474139
2133.0000,0.474055
2134.0000,0.473970
2135.0000,0.473884
2136.0000,0.473798
2137.0000,0.473712
2138.0000,0.473624
2139.0000,0.473537
2140.0000,0.473449
2141.0000,0.473360
2142.0000,0.473271
2143.0000,0.473181
2144.0000,0.473091
2145.0000,0.473000
2146.0000,0.472909
2147.0000,0.472817
2148.0000,0.472724
2149.0000,0.472632
2150.0000,0.472538
2151.0000,0.472444
2152.0000,0.472350
2153.0000,0.472255
2154.0000,0.472160
2155.0000,0.472064
2156.0000,0.471968
2157.0000,0.471871
2158.0000,0.471773
2159.0000,0.471675
2160.0000,0.471577
2161.0000,0.471478
2162.0000,0.471379
2163.0000,0.471279
2164.0000,0.471179
2165.0000,0.471078
2166.0000,0.470977
2167.0000,0.470875
2168.0000,0.470773
2169.0000,0.470670
2170.0000,0.470567
2171.0000,0.470463
2172.0000,0.470359
2173.0000,0.470255
2174.0000,0.470150
2175.0000,0.470044
2176.0000,0.469938
2177.0000,0.469832
2178.0000,0.469725
2179.0000,0.469617
2180.0000,0.469509
2181.0000,0.469401
2182.0000,0.469292
2183.0000,0.469183
2184.0000,0.469073
2185.0000,0.468963
2186.0000,0.468853
2187.0000,0.468742
2188.0000,0.468630
2189.0000,0.468518
2190.0000,0.468406
2191.0000,0.468293
2192.0000,0.468179
2193.0000,0.468065
2194.0000,0.467950
2195.0000,0.467835
2196.0000,0.467719
2197.0000,0.467602
2198.0000,0.467484
2199.0000,0.467364
2200.0000,0.467244
2201.0000,0.467121
2202.0000,0.466996
2203.0000,0.466867
2204.0000,0.466735
2205.0000,0.466599
2206.0000,0.466456
2207.0000,0.466305
2208.0000,0.466145
2209.0000,0.465973
2210.0000,0.465786
2211.0000,0.465580
2212.0000,0.465352
2213.0000,0.465096
2214.0000,0.464807
2215.0000,0.464477
2216.0000,0.464099
2217.0000,0.463664
2218.0000,0.463163
2219.0000,0.462584
2220.0000,0.461914
2221.0000,0.461142
2222.0000,0.460254
2223.0000,0.459233
2224.0000,0.458067
2225.0000,0.456739
2226.0000,0.455236
2227.0000,0.453543
2228.0000,0.451648
2229.0000,0.449540
2230.0000,0.447210
2231.0000,0.444654
2232.0000,0.441871
2233.0000,0.438862
2234.0000,0.435635
2235.0000,0.432204
2236.0000,0.428586
2237.0000,0.424806
2238.0000,0.420893
2239.0000,0.416884
2240.0000,0.412818
2241.0000,0.408743
2242.0000,0.404707
2243.0000,0.400762
2244.0000,0.396964
2245.0000,0.393368
2246.0000,0.390028
2247.0000,0.386996
2248.0000,0.384321
2249.0000,0.382047
2250.0000,0.380212
2251.0000,0.378847
2252.0000,0.377973
2253.0000,0.377605
2254.0000,0.377746
2255.0000,0.378392
2256.0000,0.379527
2257.0000,0.381128
2258.0000,0.383165
2259.0000,0.385599
2260.0000,0.388384
2261.0000,0.391472
2262.0000,0.394810
2263.0000,0.398343
2264.0000,0.402015
2265.0000,0.405772
2266.0000,0.409561
2267.0000,0.413332
2268.0000,0.417040
2269.0000,0.420643
2270.0000,0.424106
2271.0000,0.427399
2272.0000,0.430496
2273.0000,0.433379
2274.0000,0.436035
2275.0000,0.438454
2276.0000,0.440633
2277.0000,0.442572
2278.0000,0.444275
2279.0000,0.445746
2280.0000,0.446996
2281.0000,0.448033
2282.0000,0.448868
2283.0000,0.449513
2284.0000,0.449979
2285.0000,0.450276
2286.0000,0.450414
2287.0000,0.450403
2288.0000,0.450250
2289.0000,0.449961
2290.0000,0.449542
2291.0000,0.448997
2292.0000,0.448326
2293.0000,0.447532
2294.0000,0.446615
2295.0000,0.445572
2296.0000,0.444402
2297.0000,0.443101
2298.0000,0.441666
2299.0000,0.440093
2300.0000,0.438378
2301.0000,0.436515
2302.0000,0.434501
2303.0000,0.432331
2304.0000,0.430003
2305.0000,0.427512
2306.0000,0.424858
2307.0000,0.422038
2308.0000,0.419052
2309.0000,0.415903
2310.0000,0.412593
2311.0000,0.409126
2312.0000,0.405508
2313.0000,0.401746
2314.0000,0.397851
2315.0000,0.393833
2316.0000,0.389705
2317.0000,0.385483
2318.0000,0.381182
2319.0000,0.376823
2320.0000,0.372425
2321.0000,0.368008
2322.0000,0.363598
2323.0000,0.359217
2324.0000,0.354891
2325.0000,0.350645
2326.0000,0.346507
2327.0000,0.342501
2328.0000,0.338656
2329.0000,0.334997
2330.0000,0.331548
2331.0000,0.328336
2332.0000,0.325382
2333.0000,0.322708
2334.0000,0.320334
2335.0000,0.318277
2336.0000,0.316553
2337.0000,0.315173
2338.0000,0.314149
2339.0000,0.313486
2340.0000,0.313189
2341.0000,0.313260
2342.0000,0.313696
2343.0000,0.314492
2344.0000,0.315641
2345.0000,0.317131
2346.0000,0.318950
2347.0000,0.321082
2348.0000,0.323509
2349.0000,0.326211
2350.0000,0.329165
2351.0000,0.332349
2352.0000,0.335737
2353.0000,0.339304
2354.0000,0.343025
2355.0000,0.346872
2356.0000,0.350818
2357.0000,0.354839
2358.0000,0.358908
2359.0000,0.363000
2360.0000,0.367091
2361.0000,0.371160
2362.0000,0.375183
2363.0000,0.379143
2364.0000,0.383020
2365.0000,0.386798
2366.0000,0.390464
2367.0000,0.394004
2368.0000,0.397407
2369.0000,0.400666
2370.0000,0.403772
2371.0000,0.406720
2372.0000,0.409507
2373.0000,0.412131
2374.0000,0.414590
2375.0000,0.416886
2376.0000,0.419021
2377.0000,0.420997
2378.0000,0.422818
2379.0000,0.424490
2380.0000,0.426017
2381.0000,0.427406
2382.0000,0.428664
2383.0000,0.429796
2384.0000,0.430810
2385.0000,0.431714
2386.0000,0.432514
2387.0000,0.433217
2388.0000,0.433831
2389.0000,0.434363
2390.0000,0.434819
2391.0000,0.435205
2392.0000,0.435529
2393.0000,0.435794
2394.0000,0.436008
2395.0000,0.436175
2396.0000,0.436300
2397.0000,0.436387
2398.0000,0.436441
2399.0000,0.436464
2400.0000,0.436462
2401.0000,0.436436
2402.0000,0.436389
2403.0000,0.436325
2404.0000,0.436245
2405.0000,0.436152
2406.0000,0.436046
2407.0000,0.435931
2408.0000,0.435806
2409.0000,0.435674
2410.0000,0.435536
2411.0000,0.435391
2412.0000,0.435243
2413.0000,0.435090
2414.0000,0.434933
2415.0000,0.434774
2416.0000,0.434613
2417.0000,0.434449
2418.0000,0.434284
2419.0000,0.434117
2420.0000,0.433949
2421.0000,0.433780
2422.0000,0.433610
2423.0000,0.433439
2424.0000,0.433268
2425.0000,0.433097
2426.0000,0.432925
2427.0000,0.432752
2428.0000,0.432579
2429.0000,0.432406
2430.0000,0.432233
2431.0000,0.432060
2432.0000,0.431886
2433.0000,0.431713
2434.0000,0.431539
2435.0000,0.431365
2436.0000,0.431191
2437.0000,0.431017
2438.0000,0.430843
2439.0000,0.430669
2440.0000,0.430495
2441.0000,0.430320
2442.0000,0.430146
2443.0000,0.429971
2444.0000,0.429797
2445.0000,0.429622
2446.0000,0.429448
2447.0000,0.429273
2448.0000,0.429099
2449.0000,0.428924
2450.0000,0.428749
2451.0000,0.428574
2452.0000,0.428399
2453.0000,0.428225
2454.0000,0.428050
2455.0000,0.427875
2456.0000,0.427700
2457.0000,0.427525
2458.0000,0.427350
2459.0000,0.427175
2460.0000,0.427000
2461.0000,0.426825
2462.0000,0.426650
2463.0000,0.426475
2464.0000,0.426300
2465.0000,0.426125
2466.0000,0.425949
2467.0000,0.425774
2468.0000,0.425599
2469.0000,0.425424
2470.0000,0.425249
2471.0000,0.425074
2472.0000,0.424899
2473.0000,0.424723
2474.0000,0.424548
2475.0000,0.424373
2476.0000,0.424198
2477.0000,0.424023
2478.0000,0.423848
2479.0000,0.423673
2480.0000,0.423498
2481.0000,0.423322
2482.0000,0.423147
2483.0000,0.422972
2484.0000,0.422797
2485.0000,0.422622
2486.0000,0.422447
2487.0000,0.422272
2488.0000,0.422097
2489.0000,0.421922
2490.0000,0.421747
2491.0000,0.421572
2492.0000,0.421398
2493.0000,0.421223
2494.0000,0.421048
2495.0000,0.420873
2496.0000,0.420699
2497.0000,0.420524
2498.0000,0.420349
2499.0000,0.420175
2500.0000,0.420000
