# swirl-format: 1
# swirl-version: 0.1.0.dev0
# quantity: reflectance
# [hematite] meta: {"synthetic": true, "end_member": "hematite", "label": "Hematite (Fe3+ charge-transfer edge, crystal-field band ~870 nm)"}
# [hematite] history: [{"name": "synthesize", "params": {"end_member": {"key": "hematite", "label": "Hematite (Fe3+ charge-transfer edge, crystal-field band ~870 nm)", "continuum": [[350.0, 0.03], [500.0, 0.04], [560.0, 0.06], [620.0, 0.15], [700.0, 0.25], [760.0, 0.29], [1300.0, 0.33], [2500.0, 0.34]], "features": [{"center": 870.0, "fwhm": 180.0, "depth": 0.3, "assignment": "Fe3+ crystal field"}]}}, "swirl_version": "0.1.0.dev0"}]
wavelength_nm,hematite
1616.0000,0.334572
1617.0000,0.334585
1618.0000,0.334597
1619.0000,0.334609
1620.0000,0.334621
1621.0000,0.334634
1622.0000,0.334646
1623.0000,0.334658
1624.0000,0.334670
1625.0000,0.334682
1626.0000,0.334694
1627.0000,0.334707
1628.0000,0.334719
1629.0000,0.334731
1630.0000,0.334743
1631.0000,0.334755
1632.0000,0.334767
1633.0000,0.334779
1634.0000,0.334791
1635.0000,0.334803
1636.0000,0.334815
1637.0000,0.334827
1638.0000,0.334839
1639.0000,0.334851
1640.0000,0.334863
1641.0000,0.334875
1642.0000,0.334887
1643.0000,0.334899
1644.0000,0.334911
1645.0000,0.334923
1646.0000,0.334934
1647.0000,0.334946
1648.0000,0.334958
1649.0000,0.334970
1650.0000,0.334982
1651.0000,0.334994
1652.0000,0.335005
1653.0000,0.335017
1654.0000,0.335029
1655.0000,0.335041
1656.0000,0.335052
1657.0000,0.335064
1658.0000,0.335076
1659.0000,0.335087
1660.0000,0.335099
1661.0000,0.335111
1662.0000,0.335122
1663.0000,0.335134
1664.0000,0.335146
1665.0000,0.335157
1666.0000,0.335169
1667.0000,0.335180
1668.0000,0.335192
1669.0000,0.335204
1670.0000,0.335215
1671.0000,0.335227
1672.0000,0.335238
1673.0000,0.335250
1674.0000,0.335261
1675.0000,0.335273
1676.0000,0.335284
1677.0000,0.335295
1678.0000,0.335307
1679.0000,0.335318
1680.0000,0.335330
1681.0000,0.335341
1682.0000,0.335352
1683.0000,0.335364
1684.0000,0.335375
1685.0000,0.335386
1686.0000,0.335398
1687.0000,0.335409
1688.0000,0.335420
1689.0000,0.335432
1690.0000,0.335443
1691.0000,0.335454
1692.0000,0.335465
1693.0000,0.335477
1694.0000,0.335488
1695.0000,0.335499
1696.0000,0.335510
1697.0000,0.335521
1698.0000,0.335532
1699.0000,0.335544
1700.0000,0.335555
1701.0000,0.335566
1702.0000,0.335577
1703.0000,0.335588
1704.0000,0.335599
1705.0000,0.335610
1706.0000,0.335621
1707.0000,0.335632
1708.0000,0.335643
1709.0000,0.335654
1710.0000,0.335665
1711.0000,0.335676
1712.0000,0.335687
1713.0000,0.335698
1714.0000,0.335709
1715.0000,0.335720
1716.0000,0.335731
1717.0000,0.335742
1718.0000,0.335752
1719.0000,0.335763
1720.0000,0.335774
1721.0000,0.335785
1722.0000,0.335796
1723.0000,0.335807
1724.0000,0.335817
1725.0000,0.335828
1726.0000,0.335839
1727.0000,0.335850
1728.0000,0.335860
1729.0000,0.335871
1730.0000,0.335882
1731.0000,0.335892
1732.0000,0.335903
1733.0000,0.335914
1734.0000,0.335924
1735.0000,0.335935
1736.0000,0.335946
1737.0000,0.335956
1738.0000,0.335967
1739.0000,0.335977
1740.0000,0.335988
1741.0000,0.335999
1742.0000,0.336009
1743.0000,0.336020
1744.0000,0.336030
1745.0000,0.336041
1746.0000,0.336051
1747.0000,0.336062
1748.0000,0.336072
1749.0000,0.336082
1750.0000,0.336093
1751.0000,0.336103
1752.0000,0.336114
1753.0000,0.336124
1754.0000,0.336134
1755.0000,0.336145
1756.0000,0.336155
1757.0000,0.336165
1758.0000,0.336176
1759.0000,0.336186
1760.0000,0.336196
1761.0000,0.336207
1762.0000,0.336217
1763.0000,0.336227
1764.0000,0.336237
1765.0000,0.336248
1766.0000,0.336258
1767.0000,0.336268
1768.0000,0.336278
1769.0000,0.336288
1770.0000,0.336298
1771.0000,0.336309
1772.0000,0.336319
1773.0000,0.336329
1774.0000,0.336339
1775.0000,0.336349
1776.0000,0.336359
1777.0000,0.336369
1778.0000,0.336379
1779.0000,0.336389
1780.0000,0.336399
1781.0000,0.336409
1782.0000,0.336419
1783.0000,0.336429
1784.0000,0.336439
1785.0000,0.336449
1786.0000,0.336459
1787.0000,0.336469
1788.0000,0.336479
1789.0000,0.336489
1790.0000,0.336498
1791.0000,0.336508
1792.0000,0.336518
1793.0000,0.336528
1794.0000,0.336538
1795.0000,0.336548
1796.0000,0.336557
1797.0000,0.336567
1798.0000,0.336577
1799.0000,0.336587
1800.0000,0.336596
1801.0000,0.336606
1802.0000,0.336616
1803.0000,0.336626
1804.0000,0.336635
1805.0000,0.336645
1806.0000,0.336654
1807.0000,0.336664
1808.0000,0.336674
1809.0000,0.336683
1810.0000,0.336693
1811.0000,0.336703
1812.0000,0.336712
1813.0000,0.336722
1814.0000,0.336731
1815.0000,0.336741
1816.0000,0.336750
1817.0000,0.336760
1818.0000,0.336769
1819.0000,0.336779
1820.0000,0.336788
1821.0000,0.336798
1822.0000,0.336807
1823.0000,0.336816
1824.0000,0.336826
1825.0000,0.336835
1826.0000,0.336845
1827.0000,0.336854
1828.0000,0.336863
1829.0000,0.336873
1830.0000,0.336882
1831.0000,0.336891
1832.0000,0.336900
1833.0000,0.336910
1834.0000,0.336919
1835.0000,0.336928
1836.0000,0.336937
1837.0000,0.336947
1838.0000,0.336956
1839.0000,0.336965
1840.0000,0.336974
1841.0000,0.336983
1842.0000,0.336993
1843.0000,0.337002
1844.0000,0.337011
1845.0000,0.337020
1846.0000,0.337029
1847.0000,0.337038
1848.0000,0.337047
1849.0000,0.337056
1850.0000,0.337065
1851.0000,0.337074
1852.0000,0.337083
1853.0000,0.337092
1854.0000,0.337101
1855.0000,0.337110
1856.0000,0.337119
1857.0000,0.337128
1858.0000,0.337137
1859.0000,0.337146
1860.0000,0.337155
1861.0000,0.337164
1862.0000,0.337173
1863.0000,0.337181
1864.0000,0.337190
1865.0000,0.337199
1866.0000,0.337208
1867.0000,0.337217
1868.0000,0.337225
1869.0000,0.337234
1870.0000,0.337243
1871.0000,0.337252
1872.0000,0.337260
1873.0000,0.337269
1874.0000,0.337278
1875.0000,0.337287
1876.0000,0.337295
1877.0000,0.337304
1878.0000,0.337313
1879.0000,0.337321
1880.0000,0.337330
1881.0000,0.337338
1882.0000,0.337347
1883.0000,0.337356
1884.0000,0.337364
1885.0000,0.337373
1886.0000,0.337381
1887.0000,0.337390
1888.0000,0.337398
1889.0000,0.337407
1890.0000,0.337415
1891.0000,0.337424
1892.0000,0.337432
1893.0000,0.337441
1894.0000,0.337449
1895.0000,0.337457
1896.0000,0.337466
1897.0000,0.337474
1898.0000,0.337483
1899.0000,0.337491
1900.0000,0.337499
1901.0000,0.337508
1902.0000,0.337516
1903.0000,0.337524
1904.0000,0.337533
1905.0000,0.337541
1906.0000,0.337549
1907.0000,0.337557
1908.0000,0.337566
1909.0000,0.337574
1910.0000,0.337582
1911.0000,0.337590
1912.0000,0.337598
1913.0000,0.337606
1914.0000,0.337615
1915.0000,0.337623
1916.0000,0.337631
1917.0000,0.337639
1918.0000,0.337647
1919.0000,0.337655
1920.0000,0.337663
1921.0000,0.337671
1922.0000,0.337679
1923.0000,0.337687
1924.0000,0.337695
1925.0000,0.337703
1926.0000,0.337711
1927.0000,0.337719
1928.0000,0.337727
1929.0000,0.337735
1930.0000,0.337743
1931.0000,0.337751
1932.0000,0.337759
1933.0000,0.337767
1934.0000,0.337775
1935.0000,0.337782
1936.0000,0.337790
1937.0000,0.337798
1938.0000,0.337806
1939.0000,0.337814
1940.0000,0.337822
1941.0000,0.337829
1942.0000,0.337837
1943.0000,0.337845
1944.0000,0.337853
1945.0000,0.337860
1946.0000,0.337868
1947.0000,0.337876
1948.0000,0.337883
1949.0000,0.337891
1950.0000,0.337899
1951.0000,0.337906
1952.0000,0.337914
1953.0000,0.337922
1954.0000,0.337929
1955.0000,0.337937
1956.0000,0.337944
1957.0000,0.337952
1958.0000,0.337959
1959.0000,0.337967
1960.0000,0.337974
1961.0000,0.337982
1962.0000,0.337989
1963.0000,0.337997
1964.0000,0.338004
1965.0000,0.338012
1966.0000,0.338019
1967.0000,0.338027
1968.0000,0.338034
1969.0000,0.338041
1970.0000,0.338049
1971.0000,0.338056
1972.0000,0.338063
1973.0000,0.338071
1974.0000,0.338078
1975.0000,0.338085
1976.0000,0.338093
1977.0000,0.338100
1978.0000,0.338107
1979.0000,0.338114
1980.0000,0.338122
1981.0000,0.338129
1982.0000,0.338136
1983.0000,0.338143
1984.0000,0.338150
1985.0000,0.338158
1986.0000,0.338165
1987.0000,0.338172
1988.0000,0.338179
1989.0000,0.338186
1990.0000,0.338193
1991.0000,0.338200
1992.0000,0.338207
1993.0000,0.338214
1994.0000,0.338221
1995.0000,0.338228
1996.0000,0.338235
1997.0000,0.338242
1998.0000,0.338249
1999.0000,0.338256
2000.0000,0.338263
2001.0000,0.338270
2002.0000,0.338277
2003.0000,0.338284
2004.0000,0.338291
2005.0000,0.338298
2006.0000,0.338305
2007.0000,0.338312
2008.0000,0.338318
2009.0000,0.338325
2010.0000,0.338332
2011.0000,0.338339
2012.0000,0.338346
2013.0000,0.338352
2014.0000,0.338359
2015.0000,0.338366
2016.0000,0.338373
2017.0000,0.338379
2018.0000,0.338386
2019.0000,0.338393
2020.0000,0.338399
2021.0000,0.338406
2022.0000,0.338413
2023.0000,0.338419
2024.0000,0.338426
2025.0000,0.338433
2026.0000,0.338439
2027.0000,0.338446
2028.0000,0.338452
2029.0000,0.338459
2030.0000,0.338465
2031.0000,0.338472
2032.0000,0.338478
2033.0000,0.338485
2034.0000,0.338491
2035.0000,0.338498
2036.0000,0.338504
2037.0000,0.338511
2038.0000,0.338517
2039.0000,0.338524
2040.0000,0.338530
2041.0000,0.338536
2042.0000,0.338543
2043.0000,0.338549
2044.0000,0.338555
2045.0000,0.338562
2046.0000,0.338568
2047.0000,0.338574
2048.0000,0.338581
2049.0000,0.338587
2050.0000,0.338593
2051.0000,0.338599
2052.0000,0.338606
2053.0000,0.338612
2054.0000,0.338618
2055.0000,0.338624
2056.0000,0.338631
2057.0000,0.338637
2058.0000,0.338643
2059.0000,0.338649
2060.0000,0.338655
2061.0000,0.338661
2062.0000,0.338667
2063.0000,0.338673
2064.0000,0.338679
2065.0000,0.338685
2066.0000,0.338691
2067.0000,0.338698
2068.0000,0.338704
2069.0000,0.338710
2070.0000,0.338715
2071.0000,0.338721
2072.0000,0.338727
2073.0000,0.338733
2074.0000,0.338739
2075.0000,0.338745
2076.0000,0.338751
2077.0000,0.338757
2078.0000,0.338763
2079.0000,0.338769
2080.0000,0.338775
2081.0000,0.338780
2082.0000,0.338786
2083.0000,0.338792
2084.0000,0.338798
2085.0000,0.338804
2086.0000,0.338809
2087.0000,0.338815
2088.0000,0.338821
2089.0000,0.338826
2090.0000,0.338832
2091.0000,0.338838
2092.0000,0.338844
2093.0000,0.338849
2094.0000,0.338855
2095.0000,0.338861
2096.0000,0.338866
2097.0000,0.338872
2098.0000,0.338877
2099.0000,0.338883
2100.0000,0.338888
2101.0000,0.338894
2102.0000,0.338900
2103.0000,0.338905
2104.0000,0.338911
2105.0000,0.338916
2106.0000,0.338922
2107.0000,0.338927
2108.0000,0.338932
2109.0000,0.338938
2110.0000,0.338943
2111.0000,0.338949
2112.0000,0.338954
2113.0000,0.338960
2114.0000,0.338965
2115.0000,0.338970
2116.0000,0.338976
2117.0000,0.338981
2118.0000,0.338986
2119.0000,0.338992
2120.0000,0.338997
2121.0000,0.339002
2122.0000,0.339007
2123.0000,0.339013
2124.0000,0.339018
2125.0000,0.339023
2126.0000,0.339028
2127.0000,0.339033
2128.0000,0.339039
2129.0000,0.339044
2130.0000,0.339049
2131.0000,0.339054
2132.0000,0.339059
2133.0000,0.339064
2134.0000,0.339069
2135.0000,0.339074
2136.0000,0.339080
2137.0000,0.339085
2138.0000,0.339090
2139.0000,0.339095
2140.0000,0.339100
2141.0000,0.339105
2142.0000,0.339110
2143.0000,0.339115
2144.0000,0.339120
2145.0000,0.339124
2146.0000,0.339129
2147.0000,0.339134
2148.0000,0.339139
2149.0000,0.339144
2150.0000,0.339149
2151.0000,0.339154
2152.0000,0.339159
2153.0000,0.339163
2154.0000,0.339168
2155.0000,0.339173
2156.0000,0.339178
2157.0000,0.339183
2158.0000,0.339187
2159.0000,0.339192
2160.0000,0.339197
2161.0000,0.339202
2162.0000,0.339206
2163.0000,0.339211
2164.0000,0.339216
2165.0000,0.339220
2166.0000,0.339225
2167.0000,0.339230
2168.0000,0.339234
2169.0000,0.339239
2170.0000,0.339243
2171.0000,0.339248
2172.0000,0.339253
2173.0000,0.339257
2174.0000,0.339262
2175.0000,0.339266
2176.0000,0.339271
2177.0000,0.339275
2178.0000,0.339280
2179.0000,0.339284
2180.0000,0.339289
2181.0000,0.339293
2182.0000,0.339297
2183.0000,0.339302
2184.0000,0.339306
2185.0000,0.339311
2186.0000,0.339315
2187.0000,0.339319
2188.0000,0.339324
2189.0000,0.339328
2190.0000,0.339332
2191.0000,0.339337
2192.0000,0.339341
2193.0000,0.339345
2194.0000,0.339349
2195.0000,0.339354
2196.0000,0.339358
2197.0000,0.339362
2198.0000,0.339366
2199.0000,0.339371
2200.0000,0.339375
2201.0000,0.339379
2202.0000,0.339383
2203.0000,0.339387
2204.0000,0.339391
2205.0000,0.339395
2206.0000,0.339399
2207.0000,0.339404
2208.0000,0.339408
2209.0000,0.339412
2210.0000,0.339416
2211.0000,0.339420
2212.0000,0.339424
2213.0000,0.339428
2214.0000,0.339432
2215.0000,0.339436
2216.0000,0.339440
2217.0000,0.339444
2218.0000,0.339448
2219.0000,0.339451
2220.0000,0.339455
2221.0000,0.339459
2222.0000,0.339463
2223.0000,0.339467
2224.0000,0.339471
2225.0000,0.339475
2226.0000,0.339478
2227.0000,0.339482
2228.0000,0.339486
2229.0000,0.339490
2230.0000,0.339494
2231.0000,0.339497
2232.0000,0.339501
2233.0000,0.339505
2234.0000,0.339508
2235.0000,0.339512
2236.0000,0.339516
2237.0000,0.339519
2238.0000,0.339523
2239.0000,0.339527
2240.0000,0.339530
2241.0000,0.339534
2242.0000,0.339538
2243.0000,0.339541
2244.0000,0.339545
2245.0000,0.339548
2246.0000,0.339552
2247.0000,0.339555
2248.0000,0.339559
2249.0000,0.339562
2250.0000,0.339566
2251.0000,0.339569
2252.0000,0.339573
2253.0000,0.339576
2254.0000,0.339580
2255.0000,0.339583
2256.0000,0.339586
2257.0000,0.339590
2258.0000,0.339593
2259.0000,0.339596
2260.0000,0.339600
2261.0000,0.339603
2262.0000,0.339606
2263.0000,0.339610
2264.0000,0.339613
2265.0000,0.339616
2266.0000,0.339620
2267.0000,0.339623
2268.0000,0.339626
2269.0000,0.339629
2270.0000,0.339632
2271.0000,0.339636
2272.0000,0.339639
2273.0000,0.339642
2274.0000,0.339645
2275.0000,0.339648
2276.0000,0.339651
2277.0000,0.339654
2278.0000,0.339658
2279.0000,0.339661
2280.0000,0.339664
2281.0000,0.339667
2282.0000,0.339670
2283.0000,0.339673
2284.0000,0.339676
2285.0000,0.339679
2286.0000,0.339682
2287.0000,0.339685
2288.0000,0.339688
2289.0000,0.339691
2290.0000,0.339694
2291.0000,0.339697
2292.0000,0.339699
2293.0000,0.339702
2294.0000,0.339705
2295.0000,0.339708
2296.0000,0.339711
2297.0000,0.339714
2298.0000,0.339717
2299.0000,0.339719
2300.0000,0.339722
2301.0000,0.339725
2302.0000,0.339728
2303.0000,0.339730
2304.0000,0.339733
2305.0000,0.339736
2306.0000,0.339739
2307.0000,0.339741
2308.0000,0.339744
2309.0000,0.339747
2310.0000,0.339749
2311.0000,0.339752
2312.0000,0.339754
2313.0000,0.339757
2314.0000,0.339760
2315.0000,0.339762
2316.0000,0.339765
2317.0000,0.339767
2318.0000,0.339770
2319.0000,0.339772
2320.0000,0.339775
2321.0000,0.339777
2322.0000,0.339780
2323.0000,0.339782
2324.0000,0.339785
2325.0000,0.339787
2326.0000,0.339790
2327.0000,0.339792
2328.0000,0.339794
2329.0000,0.339797
2330.0000,0.339799
2331.0000,0.339802
2332.0000,0.339804
2333.0000,0.339806
2334.0000,0.339809
2335.0000,0.339811
2336.0000,0.339813
2337.0000,0.339815
2338.0000,0.339818
2339.0000,0.339820
2340.0000,0.339822
2341.0000,0.339824
2342.0000,0.339827
2343.0000,0.339829
2344.0000,0.339831
2345.0000,0.339833
2346.0000,0.339835
2347.0000,0.339837
2348.0000,0.339839
2349.0000,0.339842
2350.0000,0.339844
2351.0000,0.339846
2352.0000,0.339848
2353.0000,0.339850
2354.0000,0.339852
2355.0000,0.339854
2356.0000,0.339856
2357.0000,0.339858
2358.0000,0.339860
2359.0000,0.339862
2360.0000,0.339864
2361.0000,0.339866
2362.0000,0.339868
2363.0000,0.339870
2364.0000,0.339871
2365.0000,0.339873
2366.0000,0.339875
2367.0000,0.339877
2368.0000,0.339879
2369.0000,0.339881
2370.0000,0.339883
2371.0000,0.339884
2372.0000,0.339886
2373.0000,0.339888
2374.0000,0.339890
2375.0000,0.339891
2376.0000,0.339893
2377.0000,0.339895
2378.0000,0.339897
2379.0000,0.339898
2380.0000,0.339900
2381.0000,0.339902
2382.0000,0.339903
2383.0000,0.339905
2384.0000,0.339907
2385.0000,0.339908
2386.0000,0.339910
2387.0000,0.339911
2388.0000,0.339913
2389.0000,0.339914
2390.0000,0.339916
2391.0000,0.339917
2392.0000,0.339919
2393.0000,0.339920
2394.0000,0.339922
2395.0000,0.339923
2396.0000,0.339925
2397.0000,0.339926
2398.0000,0.339928
2399.0000,0.339929
2400.0000,0.339931
2401.0000,0.339932
2402.0000,0.339933
2403.0000,0.339935
2404.0000,0.339936
2405.0000,0.339937
2406.0000,0.339939
2407.0000,0.339940
2408.0000,0.339941
2409.0000,0.339942
2410.0000,0.339944
2411.0000,0.339945
2412.0000,0.339946
2413.0000,0.339947
2414.0000,0.339949
2415.0000,0.339950
2416.0000,0.339951
2417.0000,0.339952
2418.0000,0.339953
2419.0000,0.339954
2420.0000,0.339956
2421.0000,0.339957
2422.0000,0.339958
2423.0000,0.339959
2424.0000,0.339960
2425.0000,0.339961
2426.0000,0.339962
2427.0000,0.339963
2428.0000,0.339964
2429.0000,0.339965
2430.0000,0.339966
2431.0000,0.339967
2432.0000,0.339968
2433.0000,0.339969
2434.0000,0.339970
2435.0000,0.339971
2436.0000,0.339972
2437.0000,0.339972
2438.0000,0.339973
2439.0000,0.339974
2440.0000,0.339975
2441.0000,0.339976
2442.0000,0.339977
2443.0000,0.339977
2444.0000,0.339978
2445.0000,0.339979
2446.0000,0.339980
2447.0000,0.339980
2448.0000,0.339981
2449.0000,0.339982
2450.0000,0.339983
2451.0000,0.339983
2452.0000,0.339984
2453.0000,0.339985
2454.0000,0.339985
2455.0000,0.339986
2456.0000,0.339987
2457.0000,0.339987
2458.0000,0.339988
2459.0000,0.339988
2460.0000,0.339989
2461.0000,0.339989
2462.0000,0.339990
2463.0000,0.339990
2464.0000,0.339991
2465.0000,0.339991
2466.0000,0.339992
2467.0000,0.339992
2468.0000,0.339993
2469.0000,0.339993
2470.0000,0.339994
2471.0000,0.339994
2472.0000,0.339995
2473.0000,0.339995
2474.0000,0.339995
2475.0000,0.339996
2476.0000,0.339996
2477.0000,0.339996
2478.0000,0.339997
2479.0000,0.339997
2480.0000,0.339997
2481.0000,0.339997
2482.0000,0.339998
2483.0000,0.339998
2484.0000,0.339998
2485.0000,0.339998
2486.0000,0.339999
2487.0000,0.339999
2488.0000,0.339999
2489.0000,0.339999
2490.0000,0.339999
2491.0000,0.339999
2492.0000,0.340000
2493.0000,0.340000
2494.0000,0.340000
2495.0000,0.340000
2496.0000,0.340000
2497.0000,0.340000
2498.0000,0.340000
2499.0000,0.340000
2500.0000,0.340000
