# swirl-format: 1
# swirl-version: 0.1.0.dev0
# quantity: reflectance
# [white_mica_noisy] meta: {"synthetic": true, "end_member": "white_mica", "label": "White mica (muscovite-like, AlOH ~2200 nm)", "seed": [20260925, 3]}
# [white_mica_noisy] history: [{"name": "synthesize", "params": {"end_member": {"key": "white_mica", "label": "White mica (muscovite-like, AlOH ~2200 nm)", "continuum": [[350.0, 0.45], [600.0, 0.62], [1000.0, 0.72], [1400.0, 0.78], [2000.0, 0.76], [2500.0, 0.68]], "features": [{"center": 1408.0, "fwhm": 20.0, "depth": 0.12, "assignment": "OH"}, {"center": 1912.0, "fwhm": 40.0, "depth": 0.05, "assignment": "H2O"}, {"center": 2120.0, "fwhm": 25.0, "depth": 0.04, "assignment": "AlOH shoulder"}, {"center": 2200.0, "fwhm": 38.0, "depth": 0.35, "assignment": "AlOH"}, {"center": 2350.0, "fwhm": 25.0, "depth": 0.15, "assignment": "AlOH secondary"}, {"center": 2440.0, "fwhm": 25.0, "depth": 0.1, "assignment": "AlOH secondary"}]}}, "swirl_version": "0.1.0.dev0"}, {"name": "add_noise", "params": {"base": 0.0015, "low_boost": 4.0, "low_scale": 30.0, "high_boost": 3.0, "high_scale": 60.0}, "swirl_version": "0.1.0.dev0"}, {"name": "apply_splice_offsets", "params": {"vnir": -0.004604573585665501, "swir2": -0.003863471887254999}, "swirl_version": "0.1.0.dev0"}]
wavelength_nm,white_mica_noisy
1550.0000,0.776106
1551.0000,0.778738
1552.0000,0.779966
1553.0000,0.779172
1554.0000,0.779209
1555.0000,0.779376
1556.0000,0.780357
1557.0000,0.779207
1558.0000,0.778286
1559.0000,0.776683
1560.0000,0.779250
1561.0000,0.774960
1562.0000,0.774804
1563.0000,0.775037
1564.0000,0.778007
1565.0000,0.777913
1566.0000,0.775849
1567.0000,0.777494
1568.0000,0.781941
1569.0000,0.777695
1570.0000,0.780609
1571.0000,0.778732
1572.0000,0.779303
1573.0000,0.777319
1574.0000,0.776995
1575.0000,0.778704
1576.0000,0.777377
1577.0000,0.778600
1578.0000,0.777170
1579.0000,0.779345
1580.0000,0.779796
1581.0000,0.778771
1582.0000,0.775853
1583.0000,0.776973
1584.0000,0.778548
1585.0000,0.774658
1586.0000,0.777817
1587.0000,0.776009
1588.0000,0.779986
1589.0000,0.779114
1590.0000,0.773212
1591.0000,0.777323
1592.0000,0.779890
1593.0000,0.778092
1594.0000,0.778103
1595.0000,0.777613
1596.0000,0.778621
1597.0000,0.775735
1598.0000,0.778231
1599.0000,0.777460
1600.0000,0.779111
1601.0000,0.778986
1602.0000,0.774812
1603.0000,0.776362
1604.0000,0.775910
1605.0000,0.776904
1606.0000,0.778809
1607.0000,0.775195
1608.0000,0.775707
1609.0000,0.775678
1610.0000,0.775711
1611.0000,0.776190
1612.0000,0.776296
1613.0000,0.775671
1614.0000,0.777843
1615.0000,0.777190
1616.0000,0.775373
1617.0000,0.779480
1618.0000,0.777767
1619.0000,0.776327
1620.0000,0.779405
1621.0000,0.774136
1622.0000,0.778314
1623.0000,0.775088
1624.0000,0.778108
1625.0000,0.776286
1626.0000,0.777061
1627.0000,0.777755
1628.0000,0.773992
1629.0000,0.773047
1630.0000,0.778575
1631.0000,0.778119
1632.0000,0.776577
1633.0000,0.776979
1634.0000,0.776257
1635.0000,0.777201
1636.0000,0.773685
1637.0000,0.777520
1638.0000,0.774885
1639.0000,0.776261
1640.0000,0.777533
1641.0000,0.776491
1642.0000,0.775150
1643.0000,0.774415
1644.0000,0.777194
1645.0000,0.774209
1646.0000,0.775624
1647.0000,0.776628
1648.0000,0.777192
1649.0000,0.777706
1650.0000,0.775761
1651.0000,0.778375
1652.0000,0.777311
1653.0000,0.775634
1654.0000,0.773430
1655.0000,0.775927
1656.0000,0.773330
1657.0000,0.776544
1658.0000,0.776112
1659.0000,0.775192
1660.0000,0.778590
1661.0000,0.774659
1662.0000,0.773232
1663.0000,0.774398
1664.0000,0.776021
1665.0000,0.774004
1666.0000,0.773735
1667.0000,0.772345
1668.0000,0.774765
1669.0000,0.773316
1670.0000,0.774552
1671.0000,0.776684
1672.0000,0.775505
1673.0000,0.773102
1674.0000,0.775896
1675.0000,0.777789
1676.0000,0.773730
1677.0000,0.773737
1678.0000,0.772546
1679.0000,0.776186
1680.0000,0.771427
1681.0000,0.775214
1682.0000,0.773806
1683.0000,0.775495
1684.0000,0.774540
1685.0000,0.774847
1686.0000,0.772976
1687.0000,0.775347
1688.0000,0.773442
1689.0000,0.775712
1690.0000,0.774869
1691.0000,0.774368
1692.0000,0.774463
1693.0000,0.774175
1694.0000,0.774368
1695.0000,0.773782
1696.0000,0.772352
1697.0000,0.772981
1698.0000,0.774606
1699.0000,0.772819
1700.0000,0.777557
1701.0000,0.775923
1702.0000,0.773253
1703.0000,0.772853
1704.0000,0.772334
1705.0000,0.774706
1706.0000,0.774885
1707.0000,0.773516
1708.0000,0.774019
1709.0000,0.774902
1710.0000,0.773912
1711.0000,0.776441
1712.0000,0.772524
1713.0000,0.771969
1714.0000,0.773260
1715.0000,0.772255
1716.0000,0.771777
1717.0000,0.776121
1718.0000,0.773941
1719.0000,0.772586
1720.0000,0.773926
1721.0000,0.774604
1722.0000,0.772751
1723.0000,0.772225
1724.0000,0.771547
1725.0000,0.770435
1726.0000,0.773813
1727.0000,0.769516
1728.0000,0.771185
1729.0000,0.771180
1730.0000,0.772835
1731.0000,0.770107
1732.0000,0.772829
1733.0000,0.774307
1734.0000,0.770826
1735.0000,0.771865
1736.0000,0.774687
1737.0000,0.775679
1738.0000,0.771840
1739.0000,0.772388
1740.0000,0.773120
1741.0000,0.771342
1742.0000,0.772331
1743.0000,0.772019
1744.0000,0.774065
1745.0000,0.772514
1746.0000,0.770963
1747.0000,0.772323
1748.0000,0.771926
1749.0000,0.771294
1750.0000,0.770298
1751.0000,0.772103
1752.0000,0.773372
1753.0000,0.774482
1754.0000,0.772770
1755.0000,0.773266
1756.0000,0.774521
1757.0000,0.775241
1758.0000,0.773017
1759.0000,0.770438
1760.0000,0.770304
1761.0000,0.769448
1762.0000,0.772850
1763.0000,0.771309
1764.0000,0.768781
1765.0000,0.770846
1766.0000,0.767876
1767.0000,0.773215
1768.0000,0.770463
1769.0000,0.769645
1770.0000,0.770866
1771.0000,0.774011
1772.0000,0.769632
1773.0000,0.773386
1774.0000,0.770742
1775.0000,0.772782
1776.0000,0.769442
1777.0000,0.768372
1778.0000,0.771239
1779.0000,0.771922
1780.0000,0.771968
1781.0000,0.773686
1782.0000,0.770427
1783.0000,0.770380
1784.0000,0.773203
1785.0000,0.769252
1786.0000,0.772079
1787.0000,0.772617
1788.0000,0.768105
1789.0000,0.772690
1790.0000,0.769903
1791.0000,0.770005
1792.0000,0.771938
1793.0000,0.770224
1794.0000,0.769777
1795.0000,0.770376
1796.0000,0.769803
1797.0000,0.768607
1798.0000,0.771384
1799.0000,0.770712
1800.0000,0.768709
1801.0000,0.767259
1802.0000,0.767904
1803.0000,0.768003
1804.0000,0.770859
1805.0000,0.766220
1806.0000,0.767265
1807.0000,0.765055
1808.0000,0.770404
1809.0000,0.767329
1810.0000,0.767574
1811.0000,0.766162
1812.0000,0.766664
1813.0000,0.767739
1814.0000,0.765498
1815.0000,0.766877
1816.0000,0.769602
1817.0000,0.768024
1818.0000,0.765583
1819.0000,0.766414
1820.0000,0.766236
1821.0000,0.765369
1822.0000,0.765917
1823.0000,0.765286
1824.0000,0.766943
1825.0000,0.764347
1826.0000,0.765139
1827.0000,0.765041
1828.0000,0.766885
1829.0000,0.764800
1830.0000,0.766541
1831.0000,0.765974
1832.0000,0.763345
1833.0000,0.766216
1834.0000,0.765612
1835.0000,0.763691
1836.0000,0.766753
1837.0000,0.766541
1838.0000,0.765047
1839.0000,0.766712
1840.0000,0.764517
1841.0000,0.763260
1842.0000,0.766513
1843.0000,0.767037
1844.0000,0.769127
1845.0000,0.766099
1846.0000,0.765434
1847.0000,0.764361
1848.0000,0.764539
1849.0000,0.763649
1850.0000,0.762893
1851.0000,0.767524
1852.0000,0.764328
1853.0000,0.765534
1854.0000,0.763912
1855.0000,0.766429
1856.0000,0.764485
1857.0000,0.763744
1858.0000,0.763227
1859.0000,0.766384
1860.0000,0.764310
1861.0000,0.763150
1862.0000,0.765956
1863.0000,0.761689
1864.0000,0.763688
1865.0000,0.763387
1866.0000,0.762947
1867.0000,0.764394
1868.0000,0.763367
1869.0000,0.760138
1870.0000,0.762109
1871.0000,0.763997
1872.0000,0.760493
1873.0000,0.760358
1874.0000,0.762456
1875.0000,0.758609
1876.0000,0.761761
1877.0000,0.758585
1878.0000,0.757319
1879.0000,0.757589
1880.0000,0.757087
1881.0000,0.755120
1882.0000,0.757062
1883.0000,0.755815
1884.0000,0.756119
1885.0000,0.752096
1886.0000,0.751936
1887.0000,0.750390
1888.0000,0.749629
1889.0000,0.748100
1890.0000,0.745347
1891.0000,0.748242
1892.0000,0.744919
1893.0000,0.741639
1894.0000,0.741540
1895.0000,0.741788
1896.0000,0.737149
1897.0000,0.736355
1898.0000,0.737633
1899.0000,0.734483
1900.0000,0.731372
1901.0000,0.735209
1902.0000,0.731421
1903.0000,0.727797
1904.0000,0.727482
1905.0000,0.725360
1906.0000,0.727082
1907.0000,0.724755
1908.0000,0.726415
1909.0000,0.724964
1910.0000,0.725351
1911.0000,0.723407
1912.0000,0.723292
1913.0000,0.725374
1914.0000,0.724427
1915.0000,0.725363
1916.0000,0.724864
1917.0000,0.725606
1918.0000,0.726086
1919.0000,0.725620
1920.0000,0.726687
1921.0000,0.727810
1922.0000,0.729723
1923.0000,0.730421
1924.0000,0.730060
1925.0000,0.734887
1926.0000,0.733231
1927.0000,0.736419
1928.0000,0.737193
1929.0000,0.737407
1930.0000,0.738035
1931.0000,0.741256
1932.0000,0.741565
1933.0000,0.743570
1934.0000,0.744848
1935.0000,0.746551
1936.0000,0.745216
1937.0000,0.748036
1938.0000,0.749553
1939.0000,0.750400
1940.0000,0.753057
1941.0000,0.751162
1942.0000,0.751932
1943.0000,0.754580
1944.0000,0.755175
1945.0000,0.754264
1946.0000,0.756066
1947.0000,0.756035
1948.0000,0.755240
1949.0000,0.753369
1950.0000,0.757041
1951.0000,0.755866
1952.0000,0.760383
1953.0000,0.757740
1954.0000,0.756134
1955.0000,0.760645
1956.0000,0.758433
1957.0000,0.757415
1958.0000,0.758827
1959.0000,0.757447
1960.0000,0.759674
1961.0000,0.758532
1962.0000,0.759181
1963.0000,0.756181
1964.0000,0.760300
1965.0000,0.757756
1966.0000,0.757927
1967.0000,0.758801
1968.0000,0.759410
1969.0000,0.758444
1970.0000,0.754414
1971.0000,0.760177
1972.0000,0.759575
1973.0000,0.757665
1974.0000,0.757384
1975.0000,0.757370
1976.0000,0.758437
1977.0000,0.758215
1978.0000,0.759698
1979.0000,0.758543
1980.0000,0.757312
1981.0000,0.762340
1982.0000,0.757061
1983.0000,0.757867
1984.0000,0.760078
1985.0000,0.758438
1986.0000,0.758635
1987.0000,0.759171
1988.0000,0.759645
1989.0000,0.757803
1990.0000,0.755980
1991.0000,0.758054
1992.0000,0.757415
1993.0000,0.755225
1994.0000,0.757479
1995.0000,0.757637
1996.0000,0.758390
1997.0000,0.757225
1998.0000,0.759107
1999.0000,0.756202
2000.0000,0.756085
2001.0000,0.753876
2002.0000,0.754112
2003.0000,0.756019
2004.0000,0.755624
2005.0000,0.756741
2006.0000,0.759432
2007.0000,0.754939
2008.0000,0.755385
2009.0000,0.755014
2010.0000,0.756136
2011.0000,0.757373
2012.0000,0.755481
2013.0000,0.756287
2014.0000,0.756338
2015.0000,0.756023
2016.0000,0.755261
2017.0000,0.756626
2018.0000,0.753729
2019.0000,0.754593
2020.0000,0.756850
2021.0000,0.755405
2022.0000,0.753546
2023.0000,0.754401
2024.0000,0.756245
2025.0000,0.753762
2026.0000,0.756776
2027.0000,0.755749
2028.0000,0.753534
2029.0000,0.755183
2030.0000,0.753186
2031.0000,0.758131
2032.0000,0.756892
2033.0000,0.754368
2034.0000,0.753933
2035.0000,0.755081
2036.0000,0.753307
2037.0000,0.756012
2038.0000,0.757489
2039.0000,0.756068
2040.0000,0.752086
2041.0000,0.754116
2042.0000,0.757244
2043.0000,0.754425
2044.0000,0.752330
2045.0000,0.754241
2046.0000,0.754724
2047.0000,0.754144
2048.0000,0.754714
2049.0000,0.752559
2050.0000,0.754404
2051.0000,0.752856
2052.0000,0.752521
2053.0000,0.754559
2054.0000,0.752374
2055.0000,0.754383
2056.0000,0.756230
2057.0000,0.755094
2058.0000,0.753692
2059.0000,0.753867
2060.0000,0.752329
2061.0000,0.753690
2062.0000,0.754062
2063.0000,0.751209
2064.0000,0.750115
2065.0000,0.751034
2066.0000,0.754141
2067.0000,0.751846
2068.0000,0.753608
2069.0000,0.750118
2070.0000,0.752268
2071.0000,0.751188
2072.0000,0.749897
2073.0000,0.753402
2074.0000,0.749607
2075.0000,0.748699
2076.0000,0.752465
2077.0000,0.749631
2078.0000,0.751514
2079.0000,0.750682
2080.0000,0.748499
2081.0000,0.751562
2082.0000,0.752128
2083.0000,0.749339
2084.0000,0.752385
2085.0000,0.747848
2086.0000,0.748687
2087.0000,0.748579
2088.0000,0.748810
2089.0000,0.749631
2090.0000,0.749513
2091.0000,0.749013
2092.0000,0.752238
2093.0000,0.746320
2094.0000,0.744946
2095.0000,0.746464
2096.0000,0.748473
2097.0000,0.746696
2098.0000,0.746188
2099.0000,0.746600
2100.0000,0.745267
2101.0000,0.741522
2102.0000,0.743797
2103.0000,0.740393
2104.0000,0.738844
2105.0000,0.735823
2106.0000,0.735634
2107.0000,0.734424
2108.0000,0.732637
2109.0000,0.729403
2110.0000,0.727806
2111.0000,0.726990
2112.0000,0.725245
2113.0000,0.726025
2114.0000,0.720026
2115.0000,0.720830
2116.0000,0.717633
2117.0000,0.718655
2118.0000,0.717969
2119.0000,0.717557
2120.0000,0.718207
2121.0000,0.716087
2122.0000,0.715989
2123.0000,0.717215
2124.0000,0.716195
2125.0000,0.719206
2126.0000,0.718576
2127.0000,0.720882
2128.0000,0.722389
2129.0000,0.724624
2130.0000,0.725167
2131.0000,0.727873
2132.0000,0.728844
2133.0000,0.732403
2134.0000,0.729138
2135.0000,0.734764
2136.0000,0.734750
2137.0000,0.734878
2138.0000,0.736127
2139.0000,0.735565
2140.0000,0.737621
2141.0000,0.740144
2142.0000,0.739331
2143.0000,0.741443
2144.0000,0.741940
2145.0000,0.741238
2146.0000,0.740038
2147.0000,0.740807
2148.0000,0.739203
2149.0000,0.740130
2150.0000,0.742642
2151.0000,0.742347
2152.0000,0.740228
2153.0000,0.736934
2154.0000,0.734027
2155.0000,0.734947
2156.0000,0.735298
2157.0000,0.735201
2158.0000,0.734048
2159.0000,0.733051
2160.0000,0.729397
2161.0000,0.728882
2162.0000,0.723968
2163.0000,0.723609
2164.0000,0.718742
2165.0000,0.714593
2166.0000,0.711476
2167.0000,0.705775
2168.0000,0.705023
2169.0000,0.698179
2170.0000,0.693113
2171.0000,0.687936
2172.0000,0.683014
2173.0000,0.676713
2174.0000,0.668283
2175.0000,0.661425
2176.0000,0.653400
2177.0000,0.645357
2178.0000,0.634418
2179.0000,0.626764
2180.0000,0.617019
2181.0000,0.606606
2182.0000,0.601153
2183.0000,0.590210
2184.0000,0.578444
2185.0000,0.568726
2186.0000,0.561272
2187.0000,0.550870
2188.0000,0.544113
2189.0000,0.531653
2190.0000,0.522845
2191.0000,0.514733
2192.0000,0.506106
2193.0000,0.500975
2194.0000,0.496827
2195.0000,0.491647
2196.0000,0.486945
2197.0000,0.485437
2198.0000,0.480563
2199.0000,0.477813
2200.0000,0.475767
2201.0000,0.478202
2202.0000,0.479033
2203.0000,0.484769
2204.0000,0.486516
2205.0000,0.486206
2206.0000,0.496458
2207.0000,0.501663
2208.0000,0.506757
2209.0000,0.515667
2210.0000,0.521591
2211.0000,0.529386
2212.0000,0.537886
2213.0000,0.546784
2214.0000,0.557026
2215.0000,0.568822
2216.0000,0.577213
2217.0000,0.586912
2218.0000,0.594094
2219.0000,0.603829
2220.0000,0.613071
2221.0000,0.623106
2222.0000,0.630152
2223.0000,0.636749
2224.0000,0.649392
2225.0000,0.655250
2226.0000,0.661121
2227.0000,0.667591
2228.0000,0.675777
2229.0000,0.682735
2230.0000,0.687822
2231.0000,0.690800
2232.0000,0.693388
2233.0000,0.698341
2234.0000,0.702958
2235.0000,0.705600
2236.0000,0.709290
2237.0000,0.709433
2238.0000,0.714149
2239.0000,0.717973
2240.0000,0.718389
2241.0000,0.719154
2242.0000,0.718554
2243.0000,0.720396
2244.0000,0.721588
2245.0000,0.721804
2246.0000,0.721179
2247.0000,0.724977
2248.0000,0.726112
2249.0000,0.725353
2250.0000,0.726806
2251.0000,0.726816
2252.0000,0.727566
2253.0000,0.727100
2254.0000,0.725124
2255.0000,0.723083
2256.0000,0.724475
2257.0000,0.724846
2258.0000,0.728516
2259.0000,0.723632
2260.0000,0.722921
2261.0000,0.725013
2262.0000,0.724325
2263.0000,0.723871
2264.0000,0.724334
2265.0000,0.729299
2266.0000,0.721837
2267.0000,0.724526
2268.0000,0.723215
2269.0000,0.725216
2270.0000,0.723925
2271.0000,0.723023
2272.0000,0.722910
2273.0000,0.723926
2274.0000,0.724059
2275.0000,0.722931
2276.0000,0.720354
2277.0000,0.723997
2278.0000,0.722033
2279.0000,0.723203
2280.0000,0.722859
2281.0000,0.723025
2282.0000,0.719589
2283.0000,0.721696
2284.0000,0.721412
2285.0000,0.721457
2286.0000,0.718982
2287.0000,0.722740
2288.0000,0.720192
2289.0000,0.718878
2290.0000,0.720437
2291.0000,0.719222
2292.0000,0.719419
2293.0000,0.719856
2294.0000,0.718737
2295.0000,0.720867
2296.0000,0.719153
2297.0000,0.720171
2298.0000,0.717006
2299.0000,0.717102
2300.0000,0.718341
2301.0000,0.714046
2302.0000,0.716359
2303.0000,0.718988
2304.0000,0.717877
2305.0000,0.718713
2306.0000,0.716954
2307.0000,0.718827
2308.0000,0.716477
2309.0000,0.716107
2310.0000,0.716970
2311.0000,0.716819
2312.0000,0.717034
2313.0000,0.714825
2314.0000,0.716054
2315.0000,0.714587
2316.0000,0.718866
2317.0000,0.710155
2318.0000,0.713141
2319.0000,0.712679
2320.0000,0.713549
2321.0000,0.712257
2322.0000,0.710420
2323.0000,0.712479
2324.0000,0.706461
2325.0000,0.710927
2326.0000,0.703579
2327.0000,0.705750
2328.0000,0.701699
2329.0000,0.696077
2330.0000,0.697483
2331.0000,0.691400
2332.0000,0.688514
2333.0000,0.679958
2334.0000,0.677230
2335.0000,0.672293
2336.0000,0.667053
2337.0000,0.661148
2338.0000,0.654388
2339.0000,0.647578
2340.0000,0.642285
2341.0000,0.636585
2342.0000,0.629163
2343.0000,0.623112
2344.0000,0.619027
2345.0000,0.615658
2346.0000,0.610351
2347.0000,0.609030
2348.0000,0.604325
2349.0000,0.599134
2350.0000,0.598939
2351.0000,0.602421
2352.0000,0.603204
2353.0000,0.606208
2354.0000,0.609710
2355.0000,0.615484
2356.0000,0.618574
2357.0000,0.621222
2358.0000,0.626246
2359.0000,0.629944
2360.0000,0.638318
2361.0000,0.644557
2362.0000,0.650331
2363.0000,0.655682
2364.0000,0.664814
2365.0000,0.665737
2366.0000,0.666841
2367.0000,0.678796
2368.0000,0.683441
2369.0000,0.683356
2370.0000,0.684472
2371.0000,0.687166
2372.0000,0.689063
2373.0000,0.692773
2374.0000,0.695509
2375.0000,0.696396
2376.0000,0.698575
2377.0000,0.698439
2378.0000,0.701158
2379.0000,0.702950
2380.0000,0.699575
2381.0000,0.701372
2382.0000,0.702301
2383.0000,0.701141
2384.0000,0.700175
2385.0000,0.705495
2386.0000,0.699791
2387.0000,0.699149
2388.0000,0.698012
2389.0000,0.699737
2390.0000,0.701672
2391.0000,0.699263
2392.0000,0.696377
2393.0000,0.700753
2394.0000,0.704837
2395.0000,0.702294
2396.0000,0.699952
2397.0000,0.699144
2398.0000,0.697810
2399.0000,0.698094
2400.0000,0.701614
2401.0000,0.700519
2402.0000,0.698096
2403.0000,0.693191
2404.0000,0.698721
2405.0000,0.698041
2406.0000,0.698228
2407.0000,0.698649
2408.0000,0.693233
2409.0000,0.699458
2410.0000,0.700192
2411.0000,0.694173
2412.0000,0.693085
2413.0000,0.691573
2414.0000,0.694390
2415.0000,0.691279
2416.0000,0.687600
2417.0000,0.688326
2418.0000,0.687832
2419.0000,0.683819
2420.0000,0.688381
2421.0000,0.676746
2422.0000,0.669014
2423.0000,0.673501
2424.0000,0.669632
2425.0000,0.672323
2426.0000,0.664663
2427.0000,0.660805
2428.0000,0.652530
2429.0000,0.654503
2430.0000,0.647456
2431.0000,0.646777
2432.0000,0.638137
2433.0000,0.635953
2434.0000,0.627236
2435.0000,0.630810
2436.0000,0.622289
2437.0000,0.621836
2438.0000,0.621597
2439.0000,0.621761
2440.0000,0.626739
2441.0000,0.627226
2442.0000,0.621071
2443.0000,0.624993
2444.0000,0.626833
2445.0000,0.622927
2446.0000,0.625536
2447.0000,0.632419
2448.0000,0.640361
2449.0000,0.638478
2450.0000,0.645280
2451.0000,0.648705
2452.0000,0.650121
2453.0000,0.653679
2454.0000,0.661461
2455.0000,0.659209
2456.0000,0.659576
2457.0000,0.663166
2458.0000,0.666492
2459.0000,0.668919
2460.0000,0.678349
2461.0000,0.679983
2462.0000,0.684569
2463.0000,0.680796
2464.0000,0.678352
2465.0000,0.679298
2466.0000,0.682371
2467.0000,0.669769
2468.0000,0.683214
2469.0000,0.685040
2470.0000,0.680264
2471.0000,0.687073
2472.0000,0.686090
2473.0000,0.681142
2474.0000,0.688492
2475.0000,0.685969
2476.0000,0.676529
2477.0000,0.686536
2478.0000,0.682837
2479.0000,0.680101
2480.0000,0.680826
2481.0000,0.679746
2482.0000,0.681621
2483.0000,0.681214
2484.0000,0.680359
2485.0000,0.678840
2486.0000,0.679135
2487.0000,0.700001
2488.0000,0.682011
2489.0000,0.674622
2490.0000,0.678885
2491.0000,0.674477
2492.0000,0.674920
2493.0000,0.678195
2494.0000,0.676732
2495.0000,0.680502
2496.0000,0.674905
2497.0000,0.678844
2498.0000,0.683382
2499.0000,0.667718
2500.0000,0.678135
